Feature,Coefficient
lh_caudalanteriorcingulate-rh_supramarginal,0.0
lh_caudalanteriorcingulate-rh_frontalpole,0.0
lh_caudalanteriorcingulate-rh_temporalpole,-0.0
lh_caudalanteriorcingulate-rh_transversetemporal,0.0
lh_caudalanteriorcingulate-rh_insula,-0.0
lh_caudalmiddlefrontal-lh_cuneus,0.0
lh_caudalmiddlefrontal-lh_entorhinal,-0.0
lh_caudalmiddlefrontal-lh_fusiform,0.0
lh_caudalmiddlefrontal-lh_inferiorparietal,0.0
lh_caudalmiddlefrontal-lh_inferiortemporal,0.0
lh_caudalmiddlefrontal-lh_isthmuscingulate,-0.0
lh_caudalmiddlefrontal-lh_lateraloccipital,0.0
lh_caudalmiddlefrontal-lh_lateralorbitofrontal,7.869008330428431e-05
lh_caudalmiddlefrontal-lh_lingual,-0.0
lh_caudalmiddlefrontal-lh_medialorbitofrontal,0.0
lh_caudalmiddlefrontal-lh_middletemporal,-0.0
lh_caudalmiddlefrontal-lh_parahippocampal,0.0
lh_caudalmiddlefrontal-lh_paracentral,-0.0
lh_caudalmiddlefrontal-lh_parsopercularis,-0.0
lh_caudalmiddlefrontal-lh_parsorbitalis,-0.0
lh_caudalmiddlefrontal-lh_parstriangularis,-0.0
lh_caudalmiddlefrontal-lh_pericalcarine,-0.0
lh_caudalmiddlefrontal-lh_postcentral,0.0
lh_caudalmiddlefrontal-lh_posteriorcingulate,-0.0
lh_caudalmiddlefrontal-lh_precentral,0.0
lh_caudalmiddlefrontal-lh_precuneus,0.0
lh_caudalmiddlefrontal-lh_rostralanteriorcingulate,0.0
lh_caudalmiddlefrontal-lh_rostralmiddlefrontal,0.0
lh_caudalmiddlefrontal-lh_superiorfrontal,0.0016981104983074353
lh_caudalmiddlefrontal-lh_superiorparietal,-0.0
lh_caudalmiddlefrontal-lh_superiortemporal,0.0
lh_caudalmiddlefrontal-lh_supramarginal,0.0
lh_caudalmiddlefrontal-lh_frontalpole,0.0
lh_caudalmiddlefrontal-lh_temporalpole,-0.0
lh_caudalmiddlefrontal-lh_transversetemporal,0.0
lh_caudalmiddlefrontal-lh_insula,-0.0
lh_caudalmiddlefrontal-rh_bankssts,0.0
lh_caudalmiddlefrontal-rh_caudalanteriorcingulate,-0.0
lh_caudalmiddlefrontal-rh_caudalmiddlefrontal,-0.0
lh_caudalmiddlefrontal-rh_cuneus,0.0
lh_caudalmiddlefrontal-rh_entorhinal,-0.0
lh_caudalmiddlefrontal-rh_fusiform,0.0
lh_caudalmiddlefrontal-rh_inferiorparietal,0.0
lh_caudalmiddlefrontal-rh_inferiortemporal,-0.0
lh_caudalmiddlefrontal-rh_isthmuscingulate,0.0
lh_caudalmiddlefrontal-rh_lateraloccipital,0.0
lh_caudalmiddlefrontal-rh_lateralorbitofrontal,0.0
lh_caudalmiddlefrontal-rh_lingual,-0.0
lh_caudalmiddlefrontal-rh_medialorbitofrontal,0.0
lh_caudalmiddlefrontal-rh_middletemporal,-0.0
lh_caudalmiddlefrontal-rh_parahippocampal,-0.0
lh_caudalmiddlefrontal-rh_paracentral,-0.0
lh_caudalmiddlefrontal-rh_parsopercularis,0.0
lh_caudalmiddlefrontal-rh_parsorbitalis,0.0
lh_caudalmiddlefrontal-rh_parstriangularis,0.0
lh_caudalmiddlefrontal-rh_pericalcarine,-0.0
lh_caudalmiddlefrontal-rh_postcentral,-0.0
lh_caudalmiddlefrontal-rh_posteriorcingulate,0.0
lh_caudalmiddlefrontal-rh_precentral,-0.0
lh_caudalmiddlefrontal-rh_precuneus,0.0
lh_caudalmiddlefrontal-rh_rostralanteriorcingulate,-0.0
lh_caudalmiddlefrontal-rh_rostralmiddlefrontal,0.0
lh_caudalmiddlefrontal-rh_superiorfrontal,0.0
lh_caudalmiddlefrontal-rh_superiorparietal,-0.0
lh_caudalmiddlefrontal-rh_superiortemporal,-0.004247818188350304
lh_caudalmiddlefrontal-rh_supramarginal,0.0
lh_caudalmiddlefrontal-rh_frontalpole,0.0
lh_caudalmiddlefrontal-rh_temporalpole,-0.0
lh_caudalmiddlefrontal-rh_transversetemporal,0.0
lh_caudalmiddlefrontal-rh_insula,-0.0
lh_cuneus-lh_entorhinal,0.0
lh_cuneus-lh_fusiform,-0.0
lh_cuneus-lh_inferiorparietal,0.0
lh_cuneus-lh_inferiortemporal,-0.0
lh_cuneus-lh_isthmuscingulate,0.0
lh_cuneus-lh_lateraloccipital,0.0041414621276002
lh_cuneus-lh_lateralorbitofrontal,0.0
lh_cuneus-lh_lingual,-0.0
lh_cuneus-lh_medialorbitofrontal,-0.0
lh_cuneus-lh_middletemporal,0.0
lh_cuneus-lh_parahippocampal,0.0003823870379002802
lh_cuneus-lh_paracentral,-0.0
lh_cuneus-lh_parsopercularis,-0.0
lh_cuneus-lh_parsorbitalis,-0.0
lh_cuneus-lh_parstriangularis,-0.0
lh_cuneus-lh_pericalcarine,-0.003804703140590905
lh_cuneus-lh_postcentral,-0.0
lh_cuneus-lh_posteriorcingulate,0.0
lh_cuneus-lh_precentral,-0.0
lh_cuneus-lh_precuneus,-0.0
lh_cuneus-lh_rostralanteriorcingulate,0.0
lh_cuneus-lh_rostralmiddlefrontal,0.0
lh_cuneus-lh_superiorfrontal,-0.0
lh_cuneus-lh_superiorparietal,-0.0
lh_cuneus-lh_superiortemporal,-0.0
lh_cuneus-lh_supramarginal,0.0
lh_cuneus-lh_frontalpole,0.00030069191719116266
lh_cuneus-lh_temporalpole,-0.0
lh_cuneus-lh_transversetemporal,0.0
lh_cuneus-lh_insula,-0.0
lh_cuneus-rh_bankssts,-0.0
lh_cuneus-rh_caudalanteriorcingulate,0.011283965728195924
lh_cuneus-rh_caudalmiddlefrontal,0.0
lh_cuneus-rh_cuneus,-0.0
lh_cuneus-rh_entorhinal,0.0
lh_cuneus-rh_fusiform,0.0
lh_cuneus-rh_inferiorparietal,0.0
lh_cuneus-rh_inferiortemporal,0.0
lh_cuneus-rh_isthmuscingulate,0.0012855637777873547
lh_cuneus-rh_lateraloccipital,0.0
lh_cuneus-rh_lateralorbitofrontal,0.0
lh_cuneus-rh_lingual,-0.0
lh_cuneus-rh_medialorbitofrontal,-0.0
lh_cuneus-rh_middletemporal,0.0
lh_cuneus-rh_parahippocampal,0.0
lh_cuneus-rh_paracentral,0.0
lh_cuneus-rh_parsopercularis,-0.0
lh_cuneus-rh_parsorbitalis,0.0
lh_cuneus-rh_parstriangularis,0.0
lh_cuneus-rh_pericalcarine,-0.0
lh_cuneus-rh_postcentral,-0.0
lh_cuneus-rh_posteriorcingulate,0.0
lh_cuneus-rh_precentral,0.0
lh_cuneus-rh_precuneus,-0.0
lh_cuneus-rh_rostralanteriorcingulate,0.0
lh_cuneus-rh_rostralmiddlefrontal,0.0
lh_cuneus-rh_superiorfrontal,0.0
lh_cuneus-rh_superiorparietal,0.0
lh_cuneus-rh_superiortemporal,-0.0
lh_cuneus-rh_supramarginal,-0.0
lh_cuneus-rh_frontalpole,0.0
lh_cuneus-rh_temporalpole,-0.0
lh_cuneus-rh_transversetemporal,0.0
lh_cuneus-rh_insula,-0.0
lh_entorhinal-lh_fusiform,-0.0
lh_entorhinal-lh_inferiorparietal,0.0
lh_entorhinal-lh_inferiortemporal,0.0
lh_entorhinal-lh_isthmuscingulate,-0.0
lh_entorhinal-lh_lateraloccipital,0.0
lh_entorhinal-lh_lateralorbitofrontal,0.0
lh_entorhinal-lh_lingual,0.0
lh_entorhinal-lh_medialorbitofrontal,-0.0
lh_entorhinal-lh_middletemporal,0.0
lh_entorhinal-lh_parahippocampal,0.00988147650918425
lh_entorhinal-lh_paracentral,0.0
lh_entorhinal-lh_parsopercularis,-0.0
lh_entorhinal-lh_parsorbitalis,-0.0
lh_entorhinal-lh_parstriangularis,0.0
lh_entorhinal-lh_pericalcarine,-0.0
lh_entorhinal-lh_postcentral,0.0
lh_entorhinal-lh_posteriorcingulate,0.0063243682223945
lh_entorhinal-lh_precentral,-0.0
lh_entorhinal-lh_precuneus,0.0
lh_entorhinal-lh_rostralanteriorcingulate,0.003823867511454555
lh_entorhinal-lh_rostralmiddlefrontal,0.0
lh_entorhinal-lh_superiorfrontal,0.0
lh_entorhinal-lh_superiorparietal,-0.0
lh_entorhinal-lh_superiortemporal,0.0
lh_entorhinal-lh_supramarginal,-0.0
lh_entorhinal-lh_frontalpole,-0.04322416589439805
lh_entorhinal-lh_temporalpole,-0.0
lh_entorhinal-lh_transversetemporal,0.0
lh_entorhinal-lh_insula,0.0
lh_entorhinal-rh_bankssts,-0.0
lh_entorhinal-rh_caudalanteriorcingulate,-0.0
lh_entorhinal-rh_caudalmiddlefrontal,-0.0
lh_entorhinal-rh_cuneus,0.0
lh_entorhinal-rh_entorhinal,-0.0
lh_entorhinal-rh_fusiform,-0.0
lh_entorhinal-rh_inferiorparietal,-0.0
lh_entorhinal-rh_inferiortemporal,0.0
lh_entorhinal-rh_isthmuscingulate,0.0
lh_entorhinal-rh_lateraloccipital,0.0
lh_entorhinal-rh_lateralorbitofrontal,0.0
lh_entorhinal-rh_lingual,-0.0
lh_entorhinal-rh_medialorbitofrontal,0.0
lh_entorhinal-rh_middletemporal,0.0
lh_entorhinal-rh_parahippocampal,0.0
lh_entorhinal-rh_paracentral,0.0
lh_entorhinal-rh_parsopercularis,-0.0
lh_entorhinal-rh_parsorbitalis,-0.0
lh_entorhinal-rh_parstriangularis,-0.0
lh_entorhinal-rh_pericalcarine,-0.0
lh_entorhinal-rh_postcentral,-0.0
lh_entorhinal-rh_posteriorcingulate,0.0
lh_entorhinal-rh_precentral,-0.0
lh_entorhinal-rh_precuneus,0.0
lh_entorhinal-rh_rostralanteriorcingulate,0.0
lh_entorhinal-rh_rostralmiddlefrontal,0.0
lh_entorhinal-rh_superiorfrontal,0.0
lh_entorhinal-rh_superiorparietal,-0.0
lh_entorhinal-rh_superiortemporal,-0.0
lh_entorhinal-rh_supramarginal,-0.0
lh_entorhinal-rh_frontalpole,-0.0
lh_entorhinal-rh_temporalpole,-0.0
lh_entorhinal-rh_transversetemporal,0.0
lh_entorhinal-rh_insula,0.0
lh_fusiform-lh_inferiorparietal,-0.00739230936775429
lh_fusiform-lh_inferiortemporal,0.0
lh_fusiform-lh_isthmuscingulate,-0.0
lh_fusiform-lh_lateraloccipital,-0.010376101553790448
lh_fusiform-lh_lateralorbitofrontal,-0.0
lh_fusiform-lh_lingual,-0.002769502795617991
lh_fusiform-lh_medialorbitofrontal,0.0
lh_fusiform-lh_middletemporal,-0.0
lh_fusiform-lh_parahippocampal,-0.0014297297377840997
lh_fusiform-lh_paracentral,0.0
lh_fusiform-lh_parsopercularis,0.0
lh_fusiform-lh_parsorbitalis,0.0
lh_fusiform-lh_parstriangularis,0.0
lh_fusiform-lh_pericalcarine,-0.0
lh_fusiform-lh_postcentral,0.0
lh_fusiform-lh_posteriorcingulate,-0.0
lh_fusiform-lh_precentral,0.0
lh_fusiform-lh_precuneus,0.0
lh_fusiform-lh_rostralanteriorcingulate,0.003057512799892299
lh_fusiform-lh_rostralmiddlefrontal,0.0
lh_fusiform-lh_superiorfrontal,0.0
lh_fusiform-lh_superiorparietal,0.0
lh_fusiform-lh_superiortemporal,0.0
lh_fusiform-lh_supramarginal,0.0
lh_fusiform-lh_frontalpole,0.0
lh_fusiform-lh_temporalpole,0.009053874050599752
lh_fusiform-lh_transversetemporal,0.0
lh_fusiform-lh_insula,0.0
lh_fusiform-rh_bankssts,0.0
lh_fusiform-rh_caudalanteriorcingulate,-0.0
lh_fusiform-rh_caudalmiddlefrontal,-0.0
lh_fusiform-rh_cuneus,0.0
lh_fusiform-rh_entorhinal,0.0
lh_fusiform-rh_fusiform,0.0027291342569540624
lh_fusiform-rh_inferiorparietal,0.0
lh_fusiform-rh_inferiortemporal,0.0
lh_fusiform-rh_isthmuscingulate,-0.0
lh_fusiform-rh_lateraloccipital,-0.0
lh_fusiform-rh_lateralorbitofrontal,-0.0
lh_fusiform-rh_lingual,-0.0
lh_fusiform-rh_medialorbitofrontal,0.0
lh_fusiform-rh_middletemporal,0.0
lh_fusiform-rh_parahippocampal,-0.0
lh_fusiform-rh_paracentral,-0.00913370086398379
lh_fusiform-rh_parsopercularis,-0.0
lh_fusiform-rh_parsorbitalis,0.0
lh_fusiform-rh_parstriangularis,-0.0
lh_fusiform-rh_pericalcarine,-0.0
lh_fusiform-rh_postcentral,-0.0
lh_fusiform-rh_posteriorcingulate,-0.0
lh_fusiform-rh_precentral,0.0
lh_fusiform-rh_precuneus,0.029899140963750667
lh_fusiform-rh_rostralanteriorcingulate,0.0
lh_fusiform-rh_rostralmiddlefrontal,-0.0
lh_fusiform-rh_superiorfrontal,0.0
lh_fusiform-rh_superiorparietal,0.0
lh_fusiform-rh_superiortemporal,0.02860807152915409
lh_fusiform-rh_supramarginal,0.0
lh_fusiform-rh_frontalpole,0.0
lh_fusiform-rh_temporalpole,0.0
lh_fusiform-rh_transversetemporal,0.0
lh_fusiform-rh_insula,0.0
lh_inferiorparietal-lh_inferiortemporal,-0.0
lh_inferiorparietal-lh_isthmuscingulate,-0.004080058547269959
lh_inferiorparietal-lh_lateraloccipital,0.0
lh_inferiorparietal-lh_lateralorbitofrontal,0.0
lh_inferiorparietal-lh_lingual,-0.0
lh_inferiorparietal-lh_medialorbitofrontal,-0.007694923562543906
lh_inferiorparietal-lh_middletemporal,-0.0
lh_inferiorparietal-lh_parahippocampal,-0.0
lh_inferiorparietal-lh_paracentral,0.0
lh_inferiorparietal-lh_parsopercularis,-0.0
lh_inferiorparietal-lh_parsorbitalis,0.0
lh_inferiorparietal-lh_parstriangularis,-0.0
lh_inferiorparietal-lh_pericalcarine,-0.0
lh_inferiorparietal-lh_postcentral,-0.0
lh_inferiorparietal-lh_posteriorcingulate,-0.0
lh_inferiorparietal-lh_precentral,-0.0
lh_inferiorparietal-lh_precuneus,0.0
lh_inferiorparietal-lh_rostralanteriorcingulate,-0.0
lh_inferiorparietal-lh_rostralmiddlefrontal,0.018722622019919758
lh_inferiorparietal-lh_superiorfrontal,0.0
lh_inferiorparietal-lh_superiorparietal,0.013241234368950762
lh_inferiorparietal-lh_superiortemporal,-0.0
lh_inferiorparietal-lh_supramarginal,0.0
lh_inferiorparietal-lh_frontalpole,0.0
lh_inferiorparietal-lh_temporalpole,-0.0
lh_inferiorparietal-lh_transversetemporal,-0.0
lh_inferiorparietal-lh_insula,-0.0
lh_inferiorparietal-rh_bankssts,0.0
lh_inferiorparietal-rh_caudalanteriorcingulate,-0.0
lh_inferiorparietal-rh_caudalmiddlefrontal,0.0
lh_inferiorparietal-rh_cuneus,-0.0
lh_inferiorparietal-rh_entorhinal,-0.0
lh_inferiorparietal-rh_fusiform,-0.0
lh_inferiorparietal-rh_inferiorparietal,-0.0
lh_inferiorparietal-rh_inferiortemporal,-0.0
lh_inferiorparietal-rh_isthmuscingulate,-0.0
lh_inferiorparietal-rh_lateraloccipital,-0.0
lh_inferiorparietal-rh_lateralorbitofrontal,-0.0
lh_inferiorparietal-rh_lingual,-0.0
lh_inferiorparietal-rh_medialorbitofrontal,-0.0
lh_inferiorparietal-rh_middletemporal,0.0
lh_inferiorparietal-rh_parahippocampal,-0.017509107504485772
lh_inferiorparietal-rh_paracentral,0.0
lh_inferiorparietal-rh_parsopercularis,-0.0
lh_inferiorparietal-rh_parsorbitalis,-0.0
lh_inferiorparietal-rh_parstriangularis,0.0
lh_inferiorparietal-rh_pericalcarine,-0.0
lh_inferiorparietal-rh_postcentral,-0.0
lh_inferiorparietal-rh_posteriorcingulate,-0.0
lh_inferiorparietal-rh_precentral,-0.0
lh_inferiorparietal-rh_precuneus,-0.0
lh_inferiorparietal-rh_rostralanteriorcingulate,0.0
lh_inferiorparietal-rh_rostralmiddlefrontal,0.0
lh_inferiorparietal-rh_superiorfrontal,0.0
lh_inferiorparietal-rh_superiorparietal,0.0
lh_inferiorparietal-rh_superiortemporal,-0.0
lh_inferiorparietal-rh_supramarginal,-0.00024273223293589101
lh_inferiorparietal-rh_frontalpole,0.0
lh_inferiorparietal-rh_temporalpole,-0.0
lh_inferiorparietal-rh_transversetemporal,-0.0
lh_inferiorparietal-rh_insula,-0.0
lh_inferiortemporal-lh_isthmuscingulate,-0.0
lh_inferiortemporal-lh_lateraloccipital,-0.0
lh_inferiortemporal-lh_lateralorbitofrontal,0.0
lh_inferiortemporal-lh_lingual,0.0
lh_inferiortemporal-lh_medialorbitofrontal,0.013766858132424153
lh_inferiortemporal-lh_middletemporal,-0.0
lh_inferiortemporal-lh_parahippocampal,0.0
lh_inferiortemporal-lh_paracentral,0.011470695293068036
lh_inferiortemporal-lh_parsopercularis,0.0
lh_inferiortemporal-lh_parsorbitalis,0.0
lh_inferiortemporal-lh_parstriangularis,0.0
lh_inferiortemporal-lh_pericalcarine,0.0
lh_inferiortemporal-lh_postcentral,0.0
lh_inferiortemporal-lh_posteriorcingulate,0.0
lh_inferiortemporal-lh_precentral,0.0
lh_inferiortemporal-lh_precuneus,0.0
lh_inferiortemporal-lh_rostralanteriorcingulate,0.0
lh_inferiortemporal-lh_rostralmiddlefrontal,-0.0
lh_inferiortemporal-lh_superiorfrontal,0.0
lh_inferiortemporal-lh_superiorparietal,-0.0
lh_inferiortemporal-lh_superiortemporal,0.0
lh_inferiortemporal-lh_supramarginal,-0.0
lh_inferiortemporal-lh_frontalpole,0.0007652922227883556
lh_inferiortemporal-lh_temporalpole,0.0
lh_inferiortemporal-lh_transversetemporal,0.0
lh_inferiortemporal-lh_insula,0.0
lh_inferiortemporal-rh_bankssts,0.0
lh_inferiortemporal-rh_caudalanteriorcingulate,-0.0
lh_inferiortemporal-rh_caudalmiddlefrontal,-0.0
lh_inferiortemporal-rh_cuneus,0.0
lh_inferiortemporal-rh_entorhinal,-0.0
lh_inferiortemporal-rh_fusiform,0.0
lh_inferiortemporal-rh_inferiorparietal,0.0
lh_inferiortemporal-rh_inferiortemporal,-0.002439538928221818
lh_inferiortemporal-rh_isthmuscingulate,-0.0
lh_inferiortemporal-rh_lateraloccipital,-0.0
lh_inferiortemporal-rh_lateralorbitofrontal,0.0
lh_inferiortemporal-rh_lingual,-0.0
lh_inferiortemporal-rh_medialorbitofrontal,0.0
lh_inferiortemporal-rh_middletemporal,0.00021426656717653817
lh_inferiortemporal-rh_parahippocampal,0.0013396499850019338
lh_inferiortemporal-rh_paracentral,0.0
lh_inferiortemporal-rh_parsopercularis,0.0
lh_inferiortemporal-rh_parsorbitalis,0.0
lh_inferiortemporal-rh_parstriangularis,-0.0
lh_inferiortemporal-rh_pericalcarine,0.0
lh_inferiortemporal-rh_postcentral,0.0
lh_inferiortemporal-rh_posteriorcingulate,0.0
lh_inferiortemporal-rh_precentral,-0.0
lh_inferiortemporal-rh_precuneus,0.0
lh_inferiortemporal-rh_rostralanteriorcingulate,0.025030341533435425
lh_inferiortemporal-rh_rostralmiddlefrontal,-0.0
lh_inferiortemporal-rh_superiorfrontal,0.01736552993804829
lh_inferiortemporal-rh_superiorparietal,-0.0
lh_inferiortemporal-rh_superiortemporal,0.0069789878292222125
lh_inferiortemporal-rh_supramarginal,-0.0
lh_inferiortemporal-rh_frontalpole,0.0
lh_inferiortemporal-rh_temporalpole,0.0
lh_inferiortemporal-rh_transversetemporal,0.0
lh_inferiortemporal-rh_insula,0.007079957729957933
lh_isthmuscingulate-lh_lateraloccipital,-0.0
lh_isthmuscingulate-lh_lateralorbitofrontal,-0.0
lh_isthmuscingulate-lh_lingual,0.0
lh_isthmuscingulate-lh_medialorbitofrontal,-0.0
lh_isthmuscingulate-lh_middletemporal,-0.0
lh_isthmuscingulate-lh_parahippocampal,-0.0
lh_isthmuscingulate-lh_paracentral,-0.0
lh_isthmuscingulate-lh_parsopercularis,-0.0
lh_isthmuscingulate-lh_parsorbitalis,-0.0
lh_isthmuscingulate-lh_parstriangularis,-0.0
lh_isthmuscingulate-lh_pericalcarine,0.0
lh_isthmuscingulate-lh_postcentral,0.0
lh_isthmuscingulate-lh_posteriorcingulate,0.029857546522776546
lh_isthmuscingulate-lh_precentral,-0.0
lh_isthmuscingulate-lh_precuneus,-0.0
lh_isthmuscingulate-lh_rostralanteriorcingulate,0.0
lh_isthmuscingulate-lh_rostralmiddlefrontal,-0.0
lh_isthmuscingulate-lh_superiorfrontal,-0.0
lh_isthmuscingulate-lh_superiorparietal,-0.015746823954722614
lh_isthmuscingulate-lh_superiortemporal,-0.0
lh_isthmuscingulate-lh_supramarginal,-0.0
lh_isthmuscingulate-lh_frontalpole,-0.0
lh_isthmuscingulate-lh_temporalpole,-0.0
lh_isthmuscingulate-lh_transversetemporal,0.0
lh_isthmuscingulate-lh_insula,0.0
lh_isthmuscingulate-rh_bankssts,0.0
lh_isthmuscingulate-rh_caudalanteriorcingulate,0.0
lh_isthmuscingulate-rh_caudalmiddlefrontal,-0.0
lh_isthmuscingulate-rh_cuneus,0.0
lh_isthmuscingulate-rh_entorhinal,0.0
lh_isthmuscingulate-rh_fusiform,-0.0
