Feature,Coefficient
age,52.044288575950766
lh_bankssts-lh_caudalanteriorcingulate,0.0
lh_bankssts-lh_caudalmiddlefrontal,0.0
lh_bankssts-lh_cuneus,0.0
lh_bankssts-lh_entorhinal,-0.0
lh_bankssts-lh_fusiform,0.0
lh_bankssts-lh_inferiorparietal,-0.0
lh_bankssts-lh_inferiortemporal,0.0
lh_bankssts-lh_isthmuscingulate,0.0
lh_bankssts-lh_lateraloccipital,0.0
lh_bankssts-lh_lateralorbitofrontal,0.0
lh_bankssts-lh_lingual,0.0
lh_bankssts-lh_medialorbitofrontal,0.0
lh_bankssts-lh_middletemporal,-0.0
lh_bankssts-lh_parahippocampal,-0.0
lh_bankssts-lh_paracentral,0.0
lh_bankssts-lh_parsopercularis,-0.0
lh_bankssts-lh_parsorbitalis,0.0
lh_bankssts-lh_parstriangularis,-0.0
lh_bankssts-lh_pericalcarine,-0.0
lh_bankssts-lh_postcentral,0.0
lh_bankssts-lh_posteriorcingulate,0.0
lh_bankssts-lh_precentral,-0.0
lh_bankssts-lh_precuneus,-0.006277205179127253
lh_bankssts-lh_rostralanteriorcingulate,1.9115261922459923
lh_bankssts-lh_rostralmiddlefrontal,0.0
lh_bankssts-lh_superiorfrontal,-0.0
lh_bankssts-lh_superiorparietal,0.0
lh_bankssts-lh_superiortemporal,-2.3302884122389806
lh_bankssts-lh_supramarginal,0.0
lh_bankssts-lh_frontalpole,-0.0
lh_bankssts-lh_temporalpole,0.0
lh_bankssts-lh_transversetemporal,-0.4770257932613576
lh_bankssts-lh_insula,-0.08056238650122109
lh_bankssts-rh_bankssts,-0.0
lh_bankssts-rh_caudalanteriorcingulate,0.0
lh_bankssts-rh_caudalmiddlefrontal,-0.0
lh_bankssts-rh_cuneus,-0.0
lh_bankssts-rh_entorhinal,0.0
lh_bankssts-rh_fusiform,0.0
lh_bankssts-rh_inferiorparietal,0.0
lh_bankssts-rh_inferiortemporal,0.0
lh_bankssts-rh_isthmuscingulate,0.0
lh_bankssts-rh_lateraloccipital,0.0
lh_bankssts-rh_lateralorbitofrontal,0.9010725577851604
lh_bankssts-rh_lingual,-0.0
lh_bankssts-rh_medialorbitofrontal,0.0
lh_bankssts-rh_middletemporal,-0.0
lh_bankssts-rh_parahippocampal,-0.0
lh_bankssts-rh_paracentral,-0.5855802687289123
lh_bankssts-rh_parsopercularis,-2.522431225737973
lh_bankssts-rh_parsorbitalis,-0.0
lh_bankssts-rh_parstriangularis,-0.0
lh_bankssts-rh_pericalcarine,-0.0
lh_bankssts-rh_postcentral,0.0
lh_bankssts-rh_posteriorcingulate,0.0
lh_bankssts-rh_precentral,-0.0
lh_bankssts-rh_precuneus,-0.0
lh_bankssts-rh_rostralanteriorcingulate,-0.0
lh_bankssts-rh_rostralmiddlefrontal,0.0
lh_bankssts-rh_superiorfrontal,0.0
lh_bankssts-rh_superiorparietal,-0.0
lh_bankssts-rh_superiortemporal,-0.0
lh_bankssts-rh_supramarginal,0.0
lh_bankssts-rh_frontalpole,-0.0
lh_bankssts-rh_temporalpole,-0.0
lh_bankssts-rh_transversetemporal,0.35034126111034736
lh_bankssts-rh_insula,-0.10268550318990384
lh_caudalanteriorcingulate-lh_caudalmiddlefrontal,0.1442614692032857
lh_caudalanteriorcingulate-lh_cuneus,-0.0
lh_caudalanteriorcingulate-lh_entorhinal,-0.0
lh_caudalanteriorcingulate-lh_fusiform,-0.0
lh_caudalanteriorcingulate-lh_inferiorparietal,0.0
lh_caudalanteriorcingulate-lh_inferiortemporal,-0.0
lh_caudalanteriorcingulate-lh_isthmuscingulate,-0.0
lh_caudalanteriorcingulate-lh_lateraloccipital,-0.0
lh_caudalanteriorcingulate-lh_lateralorbitofrontal,-0.0
lh_caudalanteriorcingulate-lh_lingual,0.0
lh_caudalanteriorcingulate-lh_medialorbitofrontal,0.0
lh_caudalanteriorcingulate-lh_middletemporal,-0.3491165656757628
lh_caudalanteriorcingulate-lh_parahippocampal,0.0
lh_caudalanteriorcingulate-lh_paracentral,-0.0
lh_caudalanteriorcingulate-lh_parsopercularis,0.0
lh_caudalanteriorcingulate-lh_parsorbitalis,0.0
lh_caudalanteriorcingulate-lh_parstriangularis,0.0
lh_caudalanteriorcingulate-lh_pericalcarine,-0.0
lh_caudalanteriorcingulate-lh_postcentral,-0.0
lh_caudalanteriorcingulate-lh_posteriorcingulate,0.0
lh_caudalanteriorcingulate-lh_precentral,-0.0
lh_caudalanteriorcingulate-lh_precuneus,-0.0
