Row,Component_1,Component_2,Component_3
lh_medialorbitofrontal-rh_postcentral,-1.07902422120866e-05,7.82506157056884e-06,2.25067467565798e-05
lh_medialorbitofrontal-rh_posteriorcingulate,-1.80286708105275e-05,-8.41249624537395e-06,-9.83943378389361e-06
lh_medialorbitofrontal-rh_precentral,-7.32021394183715e-06,1.69004476313838e-05,4.5988546143716e-05
lh_medialorbitofrontal-rh_precuneus,-1.10136124166513e-05,3.38404762181328e-06,3.05828514916869e-05
lh_medialorbitofrontal-rh_rostralanteriorcingulate,-2.39461664719754e-05,-2.34509443749881e-05,-2.24152740826026e-05
lh_medialorbitofrontal-rh_rostralmiddlefrontal,-1.43521221658638e-05,-5.27150647000045e-06,3.71375196958477e-06
lh_medialorbitofrontal-rh_superiorfrontal,-8.34083300219581e-06,3.32558050497914e-06,1.02376212652007e-05
lh_medialorbitofrontal-rh_superiorparietal,-6.26492019962407e-06,1.59243607052458e-05,3.84324382286477e-05
lh_medialorbitofrontal-rh_superiortemporal,-3.24933680607388e-06,2.135715493068e-05,4.64362452530675e-05
lh_medialorbitofrontal-rh_supramarginal,-7.21375735727371e-06,1.14221345512921e-05,4.27613716255519e-05
lh_medialorbitofrontal-rh_frontalpole,-6.97497708252436e-06,3.55439237397583e-06,3.40237608695221e-05
lh_medialorbitofrontal-rh_temporalpole,4.13217453645286e-06,2.6522155335622e-05,1.2953459598091e-05
lh_medialorbitofrontal-rh_transversetemporal,-1.8722633278383e-05,-1.24627357095862e-05,-3.97891370156824e-06
lh_medialorbitofrontal-rh_insula,-1.2199707293562e-05,-1.2678899419048e-06,-1.25949674328419e-05
lh_middletemporal-lh_parahippocampal,-6.91735638761128e-06,1.46133929720488e-06,-7.29953088606761e-06
lh_middletemporal-lh_paracentral,-1.51299939280557e-05,-5.70713474038505e-06,8.29253782946896e-07
lh_middletemporal-lh_parsopercularis,-1.34227545094957e-05,-5.81118596044111e-06,1.51017461255047e-06
lh_middletemporal-lh_parsorbitalis,-4.82140287483547e-06,1.5784295244923e-05,4.75569971485741e-05
lh_middletemporal-lh_parstriangularis,-7.68083259325508e-06,5.15260761189678e-06,1.85036328359578e-05
lh_middletemporal-lh_pericalcarine,2.83597385268235e-06,2.06711637250644e-05,-1.34309264628086e-05
lh_middletemporal-lh_postcentral,-1.21544146438072e-05,-5.43991824033376e-08,-1.5683280863227e-05
lh_middletemporal-lh_posteriorcingulate,-1.0400806914353e-05,6.85224407464047e-06,2.1141177843188e-05
lh_middletemporal-lh_precentral,-1.75648409782387e-05,-1.1302882026483e-05,1.00802857916255e-06
lh_middletemporal-lh_precuneus,-9.69842261176869e-06,2.94712760944849e-06,4.68738375469332e-06
lh_middletemporal-lh_rostralanteriorcingulate,-2.57910565408523e-05,-1.66516104201058e-05,2.51038812283806e-06
lh_middletemporal-lh_rostralmiddlefrontal,-2.56385627265e-06,1.51923876697218e-05,2.92612006404071e-05
lh_middletemporal-lh_superiorfrontal,-1.72424409984822e-05,-1.15559318816914e-05,-5.92241797177246e-06
lh_middletemporal-lh_superiorparietal,3.14849964516594e-07,2.74352963562433e-05,2.91401116851807e-05
lh_middletemporal-lh_superiortemporal,-1.80350037566908e-05,-1.62389934938939e-05,-2.3695369253381e-05
lh_middletemporal-lh_supramarginal,-1.17617420954384e-05,-3.49816384179428e-06,1.03874243432715e-05
lh_middletemporal-lh_frontalpole,-1.36184444077687e-05,-8.26111052593951e-06,-1.20675208453014e-05
lh_middletemporal-lh_temporalpole,-7.37937106507787e-06,1.96381700859091e-07,-3.01561527428253e-05
lh_middletemporal-lh_transversetemporal,-1.6980438299149e-05,-1.45427733093817e-05,-1.45477157942904e-05
lh_middletemporal-lh_insula,-1.00175371717261e-05,1.30831470919464e-06,-5.38136354730908e-07
lh_middletemporal-rh_bankssts,-1.3159665426987e-05,-8.73111596635782e-06,2.96251779745578e-06
lh_middletemporal-rh_caudalanteriorcingulate,-5.49256506418354e-06,1.66029992553173e-05,4.21285018342759e-05
lh_middletemporal-rh_caudalmiddlefrontal,-5.70371961118194e-06,1.49444483316899e-05,4.88238213449018e-05
lh_middletemporal-rh_cuneus,-3.00330722585581e-06,4.06879601820951e-06,-6.28541811893139e-05
lh_middletemporal-rh_entorhinal,-8.55993409707328e-06,-6.23816665915754e-06,-8.91488824416768e-06
lh_middletemporal-rh_fusiform,-1.01237264548256e-05,4.4169300203663e-06,2.45225751079354e-05
lh_middletemporal-rh_inferiorparietal,-7.29958595102487e-06,7.55301383629797e-06,2.69855393520883e-05
lh_middletemporal-rh_inferiortemporal,-9.50590534437831e-06,4.98317003662294e-06,4.24068527142007e-05
lh_middletemporal-rh_isthmuscingulate,4.15485903764748e-06,2.39027199534035e-05,6.51886325968197e-06
lh_middletemporal-rh_lateraloccipital,-1.8804063698563e-06,1.65775840582939e-05,-1.22191430543846e-06
lh_middletemporal-rh_lateralorbitofrontal,-1.34236528780872e-05,-6.05369813950474e-07,2.38500075586675e-05
lh_middletemporal-rh_lingual,1.4813296754979e-06,2.17984855703784e-05,-1.45168364194496e-05
lh_middletemporal-rh_medialorbitofrontal,-1.45532742466067e-05,-5.40418143616974e-06,-5.36890071051469e-06
lh_middletemporal-rh_middletemporal,-1.79630922625516e-05,-1.69331303642501e-05,-1.07976596629183e-05
lh_middletemporal-rh_parahippocampal,-8.42099161304154e-06,3.81602043762644e-07,-6.01677067116125e-06
lh_middletemporal-rh_paracentral,-1.36013105813986e-05,-4.92826191734178e-06,2.34984603458927e-06
lh_middletemporal-rh_parsopercularis,-7.96571888459774e-06,9.03809784679755e-06,3.52295928934818e-05
lh_middletemporal-rh_parsorbitalis,-4.89300973845695e-06,1.31197309651892e-05,3.85775987817393e-05
lh_middletemporal-rh_parstriangularis,-5.81004184155582e-07,2.03453607963246e-05,4.79658921285806e-05
lh_middletemporal-rh_pericalcarine,3.68378203976428e-06,1.64950611064741e-05,-2.40832665667936e-05
lh_middletemporal-rh_postcentral,-7.05936171501685e-06,7.93988709434714e-06,-4.25035934934865e-07
lh_middletemporal-rh_posteriorcingulate,-9.343505743658e-06,7.60595467005817e-06,1.76826765383656e-05
lh_middletemporal-rh_precentral,-1.23652309843228e-05,6.94604243200547e-07,2.36641479549609e-05
lh_middletemporal-rh_precuneus,-8.19076607555433e-06,5.05553880067032e-06,7.74211199211067e-06
lh_middletemporal-rh_rostralanteriorcingulate,-2.22667136354736e-05,-1.22505977750965e-05,1.7076106345233e-05
lh_middletemporal-rh_rostralmiddlefrontal,1.85312826764647e-06,2.32463428776864e-05,3.57468710164178e-05
lh_middletemporal-rh_superiorfrontal,-1.54308219002389e-05,-6.98935687014507e-06,4.98255963202497e-06
lh_middletemporal-rh_superiorparietal,2.77868016258389e-06,2.94873204173149e-05,3.16609643273202e-05
lh_middletemporal-rh_superiortemporal,-1.65931829428974e-05,-1.1590810189208e-05,-1.23161416936316e-05
lh_middletemporal-rh_supramarginal,-1.14793779773366e-05,-9.06733616989391e-07,2.04478239292606e-05
lh_middletemporal-rh_frontalpole,-1.49668494268557e-05,-1.16592338926076e-05,-1.990989366885e-05
lh_middletemporal-rh_temporalpole,-6.43003986768072e-06,3.37486694900756e-06,-2.6043839861241e-05
lh_middletemporal-rh_transversetemporal,-1.63937191964223e-05,-1.21897487048515e-05,-8.48798960743542e-06
lh_middletemporal-rh_insula,-1.36924670263477e-05,-5.47736269331509e-06,-1.06286628404719e-05
lh_parahippocampal-lh_paracentral,-1.62957889315899e-05,-1.80090340225583e-05,-3.25084527247215e-05
lh_parahippocampal-lh_parsopercularis,-6.50826442101373e-06,3.95199311401249e-06,5.5826594310665e-06
lh_parahippocampal-lh_parsorbitalis,-6.12873663321085e-06,3.78182448086083e-06,-2.46576688046322e-06
lh_parahippocampal-lh_parstriangularis,-8.30366745937224e-06,2.4469926161498e-06,6.59454932170561e-06
lh_parahippocampal-lh_pericalcarine,-4.51452670236789e-07,6.68002174153271e-06,-2.03178055929044e-05
lh_parahippocampal-lh_postcentral,-6.80649118134785e-06,2.73369700811989e-06,9.54749799107497e-06
lh_parahippocampal-lh_posteriorcingulate,-6.78099694211812e-06,1.12121528944921e-05,3.35363716228323e-05
lh_parahippocampal-lh_precentral,-3.43010083754932e-06,1.40633557906907e-05,3.42158839898909e-05
lh_parahippocampal-lh_precuneus,-9.91092399533726e-06,-3.69162451513481e-06,3.33035471794365e-08
lh_parahippocampal-lh_rostralanteriorcingulate,-1.67122761962366e-05,-1.04569296141391e-05,-1.24503049574345e-05
lh_parahippocampal-lh_rostralmiddlefrontal,-3.44019630478528e-06,1.04815159915101e-05,1.71919808088827e-05
lh_parahippocampal-lh_superiorfrontal,-7.24332641033919e-06,3.11723905968946e-07,-1.41683782454121e-05
lh_parahippocampal-lh_superiorparietal,-3.29778704585658e-06,1.18651972065498e-05,2.75854981908015e-05
lh_parahippocampal-lh_superiortemporal,-5.44820951646065e-06,9.87893393918709e-06,1.53648518170928e-05
lh_parahippocampal-lh_supramarginal,-8.611099827487e-06,-1.43016810320012e-06,-3.70347599681904e-06
lh_parahippocampal-lh_frontalpole,-1.33505826248004e-05,-7.22356375990175e-06,-1.40856708369018e-05
lh_parahippocampal-lh_temporalpole,-7.05297314134282e-06,3.72655815678399e-06,-3.02798950871328e-05
lh_parahippocampal-lh_transversetemporal,-1.28313820271204e-05,-7.35425215341404e-06,8.5356337975042e-06
lh_parahippocampal-lh_insula,-9.60216170861437e-06,-2.12813964282528e-06,-1.13952441962585e-05
lh_parahippocampal-rh_bankssts,-8.43039448853169e-06,3.82944372471292e-06,2.9904597110825e-05
lh_parahippocampal-rh_caudalanteriorcingulate,-3.87759773104228e-06,1.67065734034749e-05,3.65179312347105e-05
lh_parahippocampal-rh_caudalmiddlefrontal,-1.36923945068112e-06,1.83782472655997e-05,4.09752596448608e-05
lh_parahippocampal-rh_cuneus,-8.34619105626951e-06,-1.02812044219346e-05,-5.60495274673492e-05
lh_parahippocampal-rh_entorhinal,-1.00668485101741e-05,-1.00779830713272e-05,-3.47078414141091e-05
lh_parahippocampal-rh_fusiform,-7.08187246864967e-06,4.02499471447922e-06,1.56226958955702e-05
lh_parahippocampal-rh_inferiorparietal,-9.65232611812087e-06,-1.84119673297396e-06,4.05306121126885e-06
lh_parahippocampal-rh_inferiortemporal,-9.67558887169815e-06,-7.20102530051554e-06,-2.24268095467214e-05
lh_parahippocampal-rh_isthmuscingulate,2.61787092320929e-07,1.37181740745452e-05,3.67632443388249e-06
lh_parahippocampal-rh_lateraloccipital,-8.75831694325092e-06,-1.64370708799969e-06,-8.16516431249942e-06
lh_parahippocampal-rh_lateralorbitofrontal,-9.97692460656491e-06,-8.24735158506381e-06,-1.7508369921574e-05
lh_parahippocampal-rh_lingual,-3.84680756991989e-06,5.38218978534537e-06,-1.60559468677184e-05
lh_parahippocampal-rh_medialorbitofrontal,-1.21686260917503e-05,-9.38501451447924e-06,-2.35395607352198e-05
lh_parahippocampal-rh_middletemporal,-7.38082109101866e-06,2.61655238792764e-06,-1.16715164246767e-07
lh_parahippocampal-rh_parahippocampal,1.40622999570817e-07,-7.00373218571333e-07,2.43573452559354e-06
lh_parahippocampal-rh_paracentral,-1.56305136714592e-05,-1.64900788798875e-05,-2.75363146372224e-05
lh_parahippocampal-rh_parsopercularis,-7.83887477151089e-06,1.59992215511615e-06,3.30949162187757e-06
lh_parahippocampal-rh_parsorbitalis,-4.65110809669991e-06,7.91484376288365e-06,1.24896747863894e-05
lh_parahippocampal-rh_parstriangularis,-2.50760839483169e-06,1.76245551175234e-05,4.89148798242799e-05
lh_parahippocampal-rh_pericalcarine,2.35897719022319e-08,2.76372958188113e-06,-3.12385739007226e-05
lh_parahippocampal-rh_postcentral,-5.21089796523097e-06,7.85005290472928e-06,2.05466143309651e-05
lh_parahippocampal-rh_posteriorcingulate,-4.11425269928216e-06,1.5559994910444e-05,3.8019423545436e-05
lh_parahippocampal-rh_precentral,-3.27535254468084e-06,1.69790901454621e-05,4.67331740297344e-05
lh_parahippocampal-rh_precuneus,-1.10187378215493e-05,-5.24037458676642e-06,-1.44752943676228e-06
lh_parahippocampal-rh_rostralanteriorcingulate,-1.44756813277973e-05,-5.23408419260248e-06,9.81688453755404e-06
lh_parahippocampal-rh_rostralmiddlefrontal,-3.91086049485993e-06,8.70301784293284e-06,1.26536512709512e-05
lh_parahippocampal-rh_superiorfrontal,-7.43638126203061e-06,1.01039332903143e-06,-7.22152065046223e-06
lh_parahippocampal-rh_superiorparietal,-8.48007831426758e-07,1.85924200463362e-05,4.30421441614112e-05
lh_parahippocampal-rh_superiortemporal,-4.68027022941373e-06,1.18856759478776e-05,2.28929711760839e-05
lh_parahippocampal-rh_supramarginal,-6.82704877845278e-06,6.71569832648059e-06,2.01548728046711e-05
lh_parahippocampal-rh_frontalpole,-1.66002097936243e-05,-1.4649161435405e-05,-2.97914898551859e-05
lh_parahippocampal-rh_temporalpole,-6.26430392350486e-06,6.03567188660738e-06,-2.82560405042927e-05
lh_parahippocampal-rh_transversetemporal,-1.11827034766941e-05,-2.96270431430227e-06,2.18462033485986e-05
lh_parahippocampal-rh_insula,-1.10558685986866e-05,-2.31850644406103e-06,-5.76727803428291e-06
lh_paracentral-lh_parsopercularis,-7.49001241588999e-06,6.3502871226549e-06,6.44244988423398e-06
lh_paracentral-lh_parsorbitalis,-7.53130227437924e-06,1.02833979659521e-05,3.5238774172169e-05
lh_paracentral-lh_parstriangularis,-7.67707594271739e-06,8.47505689553124e-06,2.06911716115705e-05
lh_paracentral-lh_pericalcarine,4.87355221155859e-07,1.19002164106567e-05,-3.3565662928042e-05
lh_paracentral-lh_postcentral,-8.58948335446568e-06,3.59631069891202e-06,-1.10107082442214e-05
lh_paracentral-lh_posteriorcingulate,-1.22243462947777e-05,1.68094031963511e-06,1.01842953604686e-05
lh_paracentral-lh_precentral,-3.58306271778042e-06,1.67625396470324e-05,2.70018918108251e-05
lh_paracentral-lh_precuneus,-1.13791586747615e-05,-6.97424522620928e-07,-3.38772363804456e-06
lh_paracentral-lh_rostralanteriorcingulate,-2.81259116114961e-05,-2.70580376926365e-05,-2.53671788916048e-05
lh_paracentral-lh_rostralmiddlefrontal,-1.25269698030436e-05,2.86041945985229e-06,1.23699315856176e-05
lh_paracentral-lh_superiorfrontal,-1.28415976315701e-05,-1.93772345033261e-06,2.69245809979137e-06
lh_paracentral-lh_superiorparietal,-1.38518479385943e-06,1.92062100932579e-05,2.37652862746446e-05
lh_paracentral-lh_superiortemporal,-4.25701397515171e-06,1.772009579616e-05,3.9092355039119e-05
lh_paracentral-lh_supramarginal,-1.08638904323461e-05,1.67329289924214e-06,6.62917320836634e-06
lh_paracentral-lh_frontalpole,-5.51775168994658e-06,1.40238479204382e-05,5.33170196947108e-05
lh_paracentral-lh_temporalpole,1.68516718343142e-06,2.89790265021728e-05,2.83154984079691e-05
lh_paracentral-lh_transversetemporal,-1.88456006786355e-05,-1.87887867473318e-05,-3.0770611820547e-05
lh_paracentral-lh_insula,-4.50414771051441e-06,1.54622989592886e-05,2.14080313152501e-05
lh_paracentral-rh_bankssts,-7.96781590152467e-06,6.90862851606175e-06,2.83309760711542e-05
lh_paracentral-rh_caudalanteriorcingulate,-1.39261570338152e-05,-4.21753025674271e-06,-4.29656305464674e-06
lh_paracentral-rh_caudalmiddlefrontal,-8.2679878298747e-06,1.05020744170818e-05,2.65817413863912e-05
lh_paracentral-rh_cuneus,1.22292363259928e-06,1.10563999578147e-05,-3.28577213282105e-05
lh_paracentral-rh_entorhinal,-7.14851889995583e-06,4.17045345956861e-06,8.73609675864976e-06
lh_paracentral-rh_fusiform,-1.61495630902684e-05,-5.46140420865284e-06,2.60946068016307e-06
lh_paracentral-rh_inferiorparietal,-1.18541518016139e-05,-1.03868493763751e-06,5.32815487776564e-06
lh_paracentral-rh_inferiortemporal,-1.86446336853079e-05,-1.28444693535337e-05,-1.69370562942666e-05
lh_paracentral-rh_isthmuscingulate,-3.22882046977032e-06,9.52978611554688e-06,-1.32742203414304e-05
lh_paracentral-rh_lateraloccipital,-5.85277123314643e-06,4.99119254506717e-06,-1.51580321659237e-05
lh_paracentral-rh_lateralorbitofrontal,-1.71264539080866e-05,-6.3131466077336e-06,1.01977679849326e-06
lh_paracentral-rh_lingual,-2.11047545537824e-06,7.95983004225897e-06,-4.40160318857404e-05
lh_paracentral-rh_medialorbitofrontal,-1.31813804281067e-05,3.38348718469456e-06,2.71805518665028e-05
lh_paracentral-rh_middletemporal,-1.47019133462767e-05,-4.83685958272644e-06,1.39300342474645e-06
lh_paracentral-rh_parahippocampal,-1.92029400565891e-05,-2.5050324990168e-05,-4.61877546674074e-05
lh_paracentral-rh_paracentral,-4.20988793498205e-06,1.05116967632023e-05,2.41051340542339e-05
lh_paracentral-rh_parsopercularis,-4.76837812613994e-06,1.63073575215717e-05,3.80079631836292e-05
lh_paracentral-rh_parsorbitalis,-9.86168020282542e-06,3.70644519014146e-06,2.04274840190603e-05
lh_paracentral-rh_parstriangularis,-7.41599764800201e-06,7.58547274551783e-06,1.73082835172796e-05
lh_paracentral-rh_pericalcarine,4.55265566900474e-07,5.81219564747553e-06,-4.88174638845045e-05
lh_paracentral-rh_postcentral,-5.50876507165544e-06,9.53154579763688e-06,-1.44638886590296e-06
lh_paracentral-rh_posteriorcingulate,-1.30668824926649e-05,-2.29951494541145e-06,-4.85291993764072e-06
lh_paracentral-rh_precentral,-7.95492156019774e-06,7.44271567789318e-06,1.03098685733874e-05
lh_paracentral-rh_precuneus,-1.04204106561344e-05,2.50416942152701e-06,5.27739768979178e-06
lh_paracentral-rh_rostralanteriorcingulate,-2.53303760012206e-05,-2.26132663035126e-05,-8.6067851925976e-06
lh_paracentral-rh_rostralmiddlefrontal,-1.2848396613211e-05,5.81031873663585e-07,4.77121396211963e-06
lh_paracentral-rh_superiorfrontal,-1.29026285949835e-05,-1.5282751378119e-06,1.05380048685443e-05
lh_paracentral-rh_superiorparietal,1.1965797670912e-06,2.58410328062793e-05,3.83737881260515e-05
lh_paracentral-rh_superiortemporal,-2.94858182161449e-06,1.75079132879039e-05,4.0718134380884e-05
lh_paracentral-rh_supramarginal,-1.06256364720171e-05,4.86226957594957e-06,1.42567308271598e-05
lh_paracentral-rh_frontalpole,-9.13484824029321e-06,8.35435672805877e-06,4.86786939920807e-05
lh_paracentral-rh_temporalpole,1.13115249750225e-06,2.60466885702535e-05,2.0257431500714e-05
lh_paracentral-rh_transversetemporal,-1.51941315248547e-05,-9.81443981026158e-06,-3.46190251961642e-06
lh_paracentral-rh_insula,-8.05067198719364e-06,9.76697072785062e-06,1.48545054460517e-05
lh_parsopercularis-lh_parsorbitalis,-1.37294925807423e-05,-9.05386976813251e-06,-2.22492709882934e-06
lh_parsopercularis-lh_parstriangularis,-3.0828643462464e-06,9.91493461882121e-06,2.82969179620002e-05
lh_parsopercularis-lh_pericalcarine,8.1653024946304e-06,3.10245107832553e-05,5.29735848966788e-07
lh_parsopercularis-lh_postcentral,-4.38110841905767e-06,1.39012495618544e-05,4.33399093007152e-06
lh_parsopercularis-lh_posteriorcingulate,-1.7122471499963e-06,2.04143881976421e-05,4.16920326914753e-05
lh_parsopercularis-lh_precentral,-1.10885986194081e-05,-5.21716270817866e-06,-2.65875012396049e-06
lh_parsopercularis-lh_precuneus,-2.25595879713633e-06,1.45355645043443e-05,1.92648920482721e-05
lh_parsopercularis-lh_rostralanteriorcingulate,-1.93506312491584e-05,-4.87573373859317e-06,2.72602571793861e-05
lh_parsopercularis-lh_rostralmiddlefrontal,-5.20310231365268e-06,4.05379699652073e-06,3.67508079399113e-06
lh_parsopercularis-lh_superiorfrontal,-2.10619339051275e-05,-2.48293437953022e-05,-3.65332428920142e-05
lh_parsopercularis-lh_superiorparietal,2.89125668429211e-06,2.25590651552812e-05,1.51760124392834e-05
lh_parsopercularis-lh_superiortemporal,-9.44276412340797e-06,4.8149446629122e-06,1.20287881602531e-05
lh_parsopercularis-lh_supramarginal,-1.37802820865971e-05,-1.13420268112184e-05,-1.42686402476398e-05
lh_parsopercularis-lh_frontalpole,-1.63738288603533e-05,-1.67186696069173e-05,-1.77858748142701e-05
lh_parsopercularis-lh_temporalpole,-5.69151512133461e-06,9.69242610088704e-06,-9.41227403440831e-06
lh_parsopercularis-lh_transversetemporal,-7.84916821328437e-06,-3.30966677713293e-06,-3.09248509535131e-06
lh_parsopercularis-lh_insula,4.05915036655544e-06,3.31016839197551e-05,6.43514428890289e-05
lh_parsopercularis-rh_bankssts,-8.01200333377546e-06,9.50326146150664e-07,2.06905568837763e-05
lh_parsopercularis-rh_caudalanteriorcingulate,1.50047562360124e-06,2.70258194165389e-05,5.8569567251593e-05
lh_parsopercularis-rh_caudalmiddlefrontal,-1.19756502152719e-05,-4.85110985377705e-06,6.98924241974929e-06
lh_parsopercularis-rh_cuneus,3.28863608908726e-06,1.69205689542231e-05,-3.30383038815674e-05
lh_parsopercularis-rh_entorhinal,-8.62793460711998e-06,-2.55901653840179e-06,-6.58180053135682e-06
lh_parsopercularis-rh_fusiform,-1.19302357549949e-05,-2.85872460099351e-07,5.44589139149856e-06
