Row,Component_1,Component_2
lh_lateraloccipital-lh_parsopercularis,3.51331154485287e-05,5.35181042263495e-05
lh_lateraloccipital-lh_parsorbitalis,1.51643647276828e-05,3.15584794211692e-05
lh_lateraloccipital-lh_parstriangularis,2.15860931536009e-05,3.2513685038423e-05
lh_lateraloccipital-lh_pericalcarine,8.42904509852851e-06,-2.2708731916513e-05
lh_lateraloccipital-lh_postcentral,-1.89391976406334e-05,-5.99089212082694e-05
lh_lateraloccipital-lh_posteriorcingulate,-5.97063083233195e-06,1.21347067260836e-05
lh_lateraloccipital-lh_precentral,2.62068085424231e-05,1.25175573982295e-05
lh_lateraloccipital-lh_precuneus,1.57668112985883e-05,3.1047912073884e-05
lh_lateraloccipital-lh_rostralanteriorcingulate,-2.36598050704079e-06,4.44126285751422e-05
lh_lateraloccipital-lh_rostralmiddlefrontal,2.06211595066578e-05,1.78462233787065e-05
lh_lateraloccipital-lh_superiorfrontal,4.11370935090922e-05,7.22607455264997e-05
lh_lateraloccipital-lh_superiorparietal,6.39964413441983e-06,-5.42926112995943e-06
lh_lateraloccipital-lh_superiortemporal,2.22203803575283e-05,1.95773398927862e-05
lh_lateraloccipital-lh_supramarginal,2.39203729468427e-05,1.98667374998151e-05
lh_lateraloccipital-lh_frontalpole,-8.40747063037832e-07,1.1303067998296e-05
lh_lateraloccipital-lh_temporalpole,2.13942435458631e-05,2.68646243758672e-05
lh_lateraloccipital-lh_transversetemporal,-1.31729854318803e-05,-2.74495700838446e-05
lh_lateraloccipital-lh_insula,1.92848958527616e-05,2.11963638731057e-05
lh_lateraloccipital-rh_bankssts,3.85277102519196e-06,1.93145944048661e-05
lh_lateraloccipital-rh_caudalanteriorcingulate,-1.21426318032009e-05,1.43180417693764e-05
lh_lateraloccipital-rh_caudalmiddlefrontal,2.13777534528339e-05,2.08491173064858e-05
lh_lateraloccipital-rh_cuneus,1.68494377854249e-06,-5.87621520094826e-05
lh_lateraloccipital-rh_entorhinal,2.27696181771854e-05,5.44380748585741e-05
lh_lateraloccipital-rh_fusiform,1.87338287117513e-05,5.45176592581047e-05
lh_lateraloccipital-rh_inferiorparietal,1.62543124830805e-05,1.9940582258034e-05
lh_lateraloccipital-rh_inferiortemporal,1.87710887888835e-05,4.31637718611616e-05
lh_lateraloccipital-rh_isthmuscingulate,-9.19748280597996e-06,-2.36954139222443e-05
lh_lateraloccipital-rh_lateraloccipital,-2.10598334063916e-05,-4.18840242844236e-05
lh_lateraloccipital-rh_lateralorbitofrontal,3.8634035500959e-06,1.4251205315772e-05
lh_lateraloccipital-rh_lingual,1.46687992716141e-06,-2.89359686712286e-05
lh_lateraloccipital-rh_medialorbitofrontal,3.32327506128399e-06,3.41578478796108e-05
lh_lateraloccipital-rh_middletemporal,2.23790257189369e-05,5.02462426136722e-05
lh_lateraloccipital-rh_parahippocampal,-1.24499914158805e-05,-2.10777151741875e-05
lh_lateraloccipital-rh_paracentral,-5.2404399751701e-06,-2.68746402025528e-05
lh_lateraloccipital-rh_parsopercularis,2.15971163224961e-05,2.94537223671858e-05
lh_lateraloccipital-rh_parsorbitalis,1.23322861513656e-05,3.0748661446588e-05
lh_lateraloccipital-rh_parstriangularis,1.55979067056854e-05,1.0373806883972e-05
lh_lateraloccipital-rh_pericalcarine,1.09332813817377e-05,-3.36862388240877e-05
lh_lateraloccipital-rh_postcentral,-1.86725875567841e-05,-5.48071027882719e-05
lh_lateraloccipital-rh_posteriorcingulate,-1.24793931126059e-05,-1.01514647338655e-05
lh_lateraloccipital-rh_precentral,1.23083456825608e-05,-1.10809062819577e-05
lh_lateraloccipital-rh_precuneus,7.35330165973843e-06,1.59188748592442e-05
lh_lateraloccipital-rh_rostralanteriorcingulate,-9.05378818319054e-06,1.60515337619809e-05
lh_lateraloccipital-rh_rostralmiddlefrontal,3.75140137059454e-06,-1.91588145403414e-05
lh_lateraloccipital-rh_superiorfrontal,3.44709087863644e-05,7.52117324880185e-05
lh_lateraloccipital-rh_superiorparietal,-5.57423249400333e-06,-3.02946044166571e-05
lh_lateraloccipital-rh_superiortemporal,2.37311110943438e-05,4.6671750153708e-05
lh_lateraloccipital-rh_supramarginal,1.71745623980299e-05,1.63455435880485e-05
lh_lateraloccipital-rh_frontalpole,-1.5086283886878e-05,-1.54942037469703e-05
lh_lateraloccipital-rh_temporalpole,2.34021990415413e-05,3.04088295579418e-05
lh_lateraloccipital-rh_transversetemporal,-1.7383384411608e-05,-2.39931811565149e-05
lh_lateraloccipital-rh_insula,1.52320812599395e-05,1.98346721297491e-05
lh_lateralorbitofrontal-lh_lingual,1.36822480315345e-05,-2.35183975519418e-05
lh_lateralorbitofrontal-lh_medialorbitofrontal,-1.10269663558971e-05,8.86497560738424e-06
lh_lateralorbitofrontal-lh_middletemporal,-1.23907059931645e-05,3.73144800509971e-05
lh_lateralorbitofrontal-lh_parahippocampal,-1.19009606677599e-05,-2.67408010102964e-06
lh_lateralorbitofrontal-lh_paracentral,-1.0598060756635e-05,1.78670358135008e-06
lh_lateralorbitofrontal-lh_parsopercularis,-1.86829481321799e-05,-8.2824981943233e-06
lh_lateralorbitofrontal-lh_parsorbitalis,-1.06827083388641e-05,1.47647492011219e-05
lh_lateralorbitofrontal-lh_parstriangularis,-2.02867501546136e-05,-2.06885839512826e-05
lh_lateralorbitofrontal-lh_pericalcarine,3.16010291757329e-05,-2.53166155408597e-07
lh_lateralorbitofrontal-lh_postcentral,1.99826909390134e-07,1.62721481253732e-05
lh_lateralorbitofrontal-lh_posteriorcingulate,-1.08521530960431e-05,2.47315838756751e-05
lh_lateralorbitofrontal-lh_precentral,-2.01084954260591e-05,-3.57106779394271e-06
lh_lateralorbitofrontal-lh_precuneus,-1.6179411926632e-05,-1.01759443674738e-05
lh_lateralorbitofrontal-lh_rostralanteriorcingulate,-2.37336202631556e-05,9.56870124522476e-06
lh_lateralorbitofrontal-lh_rostralmiddlefrontal,-2.16866334709663e-05,-3.34950284459515e-05
lh_lateralorbitofrontal-lh_superiorfrontal,-1.3136291064575e-05,6.1406616596242e-06
lh_lateralorbitofrontal-lh_superiorparietal,-2.04375743874793e-06,-4.59879945656208e-06
lh_lateralorbitofrontal-lh_superiortemporal,-2.02095115465144e-05,-4.25919671114007e-06
lh_lateralorbitofrontal-lh_supramarginal,-3.59451939447217e-05,-5.58440104895179e-05
lh_lateralorbitofrontal-lh_frontalpole,-1.35627920643725e-05,-4.09660531360116e-06
lh_lateralorbitofrontal-lh_temporalpole,7.1094197849498e-06,4.89598216550204e-06
lh_lateralorbitofrontal-lh_transversetemporal,-1.47054218479577e-06,2.66908956080545e-05
lh_lateralorbitofrontal-lh_insula,9.4096301572716e-06,1.15286048566693e-05
lh_lateralorbitofrontal-rh_bankssts,-2.0889230284576e-05,-9.12787893526308e-06
lh_lateralorbitofrontal-rh_caudalanteriorcingulate,3.39266551008263e-06,6.06504195267517e-05
lh_lateralorbitofrontal-rh_caudalmiddlefrontal,-1.85146918965062e-05,-7.13189225705753e-06
lh_lateralorbitofrontal-rh_cuneus,2.19361531874037e-05,-4.23402822729061e-05
lh_lateralorbitofrontal-rh_entorhinal,-2.77507786193142e-06,3.48876048829114e-06
lh_lateralorbitofrontal-rh_fusiform,-1.08848104182554e-05,3.22417771516283e-05
lh_lateralorbitofrontal-rh_inferiorparietal,-3.03984996714652e-05,-4.17082236983571e-05
lh_lateralorbitofrontal-rh_inferiortemporal,-2.01855838348014e-05,6.74414195463591e-06
lh_lateralorbitofrontal-rh_isthmuscingulate,-5.2612766204432e-06,-3.6862711976795e-05
lh_lateralorbitofrontal-rh_lateraloccipital,6.60336997993296e-06,-4.02984255710919e-06
lh_lateralorbitofrontal-rh_lateralorbitofrontal,-2.63651085941998e-05,-1.29630156764706e-05
lh_lateralorbitofrontal-rh_lingual,2.37801925833534e-05,-5.38480443256405e-06
lh_lateralorbitofrontal-rh_medialorbitofrontal,-1.38026025275389e-05,2.0823450268206e-06
lh_lateralorbitofrontal-rh_middletemporal,-1.64230999612423e-05,3.09001231120492e-05
lh_lateralorbitofrontal-rh_parahippocampal,-1.25535001561605e-05,-2.56852407204806e-06
lh_lateralorbitofrontal-rh_paracentral,-1.50628691939374e-05,-1.81420993526264e-05
lh_lateralorbitofrontal-rh_parsopercularis,-2.15410912598332e-05,-2.05735520015781e-05
lh_lateralorbitofrontal-rh_parsorbitalis,-1.27756837334269e-05,1.6028148545775e-05
lh_lateralorbitofrontal-rh_parstriangularis,-2.20778873283149e-05,-3.26799293729175e-05
lh_lateralorbitofrontal-rh_pericalcarine,3.43204424225318e-05,-7.03677368138299e-06
lh_lateralorbitofrontal-rh_postcentral,3.94288640234448e-06,1.37604837130625e-05
lh_lateralorbitofrontal-rh_posteriorcingulate,-8.60815130657695e-06,2.16413175428032e-05
lh_lateralorbitofrontal-rh_precentral,-2.13213359485347e-05,-1.43058064251708e-05
lh_lateralorbitofrontal-rh_precuneus,-1.43318308555104e-05,-9.67199273181993e-06
lh_lateralorbitofrontal-rh_rostralanteriorcingulate,-1.77632257521322e-05,3.3983498659933e-05
lh_lateralorbitofrontal-rh_rostralmiddlefrontal,-1.63852302731614e-05,-2.74304373834057e-05
lh_lateralorbitofrontal-rh_superiorfrontal,-1.60612363404695e-05,1.04792542718427e-05
lh_lateralorbitofrontal-rh_superiorparietal,2.80493569674295e-06,2.80202151604308e-06
lh_lateralorbitofrontal-rh_superiortemporal,-2.30326740866865e-05,-5.40825701221773e-06
lh_lateralorbitofrontal-rh_supramarginal,-3.80870932341678e-05,-6.4950115514133e-05
lh_lateralorbitofrontal-rh_frontalpole,-2.38904632364774e-05,-2.91955051581822e-05
lh_lateralorbitofrontal-rh_temporalpole,1.56634705778841e-05,2.78763128142568e-05
lh_lateralorbitofrontal-rh_transversetemporal,-1.28720634810036e-05,-6.32918681770923e-06
lh_lateralorbitofrontal-rh_insula,6.65802423336239e-06,1.4281418714706e-05
lh_lingual-lh_medialorbitofrontal,-4.03944281440756e-06,-6.04361901021194e-05
lh_lingual-lh_middletemporal,2.49722112041986e-05,1.18546745244145e-05
lh_lingual-lh_parahippocampal,6.23425816245187e-06,-1.89775057285124e-05
lh_lingual-lh_paracentral,-4.49249502829839e-06,-7.74501275201528e-05
lh_lingual-lh_parsopercularis,2.84340531529863e-05,5.95343923904347e-06
lh_lingual-lh_parsorbitalis,1.3586577425943e-05,-2.25190039102161e-05
lh_lingual-lh_parstriangularis,1.74538150358361e-05,-2.10175405974071e-05
lh_lingual-lh_pericalcarine,1.45013001642046e-05,2.96212985651085e-05
lh_lingual-lh_postcentral,1.20839691161909e-06,-5.82450711906635e-05
lh_lingual-lh_posteriorcingulate,-6.40926710302085e-06,-2.63472129096179e-05
lh_lingual-lh_precentral,1.94543115270499e-05,-3.10057340934235e-05
lh_lingual-lh_precuneus,1.96443347010051e-05,1.01941930242441e-05
lh_lingual-lh_rostralanteriorcingulate,-1.07560911544737e-06,6.23366710487233e-06
lh_lingual-lh_rostralmiddlefrontal,2.98322689589911e-05,4.19408728441133e-06
lh_lingual-lh_superiorfrontal,3.21728447502599e-05,1.17499588974222e-05
lh_lingual-lh_superiorparietal,1.21147896026589e-05,-3.19084458578952e-05
lh_lingual-lh_superiortemporal,1.4027089237351e-05,-3.25707031008804e-05
lh_lingual-lh_supramarginal,1.81123290968513e-05,-2.53124373944576e-05
lh_lingual-lh_frontalpole,2.14518644650755e-06,-2.95830054392144e-05
lh_lingual-lh_temporalpole,1.39787656839907e-05,-1.34147385893665e-05
lh_lingual-lh_transversetemporal,-1.44283002306615e-05,-4.40474061144487e-05
lh_lingual-lh_insula,8.34282426306759e-06,-9.69747210022617e-06
lh_lingual-rh_bankssts,3.2170120482289e-06,-4.28722115690401e-06
lh_lingual-rh_caudalanteriorcingulate,-1.03952813802839e-05,-9.29974997464451e-06
lh_lingual-rh_caudalmiddlefrontal,2.20014296667021e-05,-5.0709705295607e-06
lh_lingual-rh_cuneus,-1.74354798973381e-05,-7.44416876086142e-05
lh_lingual-rh_entorhinal,1.70442470399471e-05,1.2056493574822e-05
lh_lingual-rh_fusiform,1.4531921814012e-05,1.71154345025476e-05
lh_lingual-rh_inferiorparietal,1.61923417239228e-05,-1.121293543317e-05
lh_lingual-rh_inferiortemporal,1.34547546193007e-05,-5.27425173636885e-06
lh_lingual-rh_isthmuscingulate,-1.02015844219864e-05,-3.85072270816729e-05
lh_lingual-rh_lateraloccipital,-1.34893950845555e-05,-5.10824576129859e-05
lh_lingual-rh_lateralorbitofrontal,3.2472468975433e-06,-3.17559150014315e-05
lh_lingual-rh_lingual,-1.3430462764515e-05,-3.0491831634821e-05
lh_lingual-rh_medialorbitofrontal,5.07248393472458e-07,-2.64741222053381e-05
lh_lingual-rh_middletemporal,1.31743272812034e-05,-1.28533987435505e-05
lh_lingual-rh_parahippocampal,-2.81854008999352e-06,-3.29002476394198e-05
lh_lingual-rh_paracentral,-7.79805468834378e-06,-7.08781406716885e-05
lh_lingual-rh_parsopercularis,1.56881400411206e-05,-1.58860082504889e-05
lh_lingual-rh_parsorbitalis,1.35742235157117e-05,-1.061114727091e-05
lh_lingual-rh_parstriangularis,1.36017465360065e-05,-2.76326093411188e-05
lh_lingual-rh_pericalcarine,1.16067767233201e-05,3.60513953664292e-06
lh_lingual-rh_postcentral,-5.27800234723371e-06,-5.43435063557811e-05
lh_lingual-rh_posteriorcingulate,-1.35601216027561e-05,-4.30402719331666e-05
lh_lingual-rh_precentral,1.00256406185436e-05,-4.10128015991281e-05
lh_lingual-rh_precuneus,9.60195701735653e-06,-4.43417581744392e-06
lh_lingual-rh_rostralanteriorcingulate,-8.04094600457075e-06,-1.60239491772349e-05
lh_lingual-rh_rostralmiddlefrontal,1.91347254973385e-05,-1.00895535330617e-05
lh_lingual-rh_superiorfrontal,2.92370918396296e-05,2.70009736828433e-05
lh_lingual-rh_superiorparietal,5.4299625743328e-06,-2.92117729129995e-05
lh_lingual-rh_superiortemporal,1.45607485081061e-05,-1.07706820711713e-05
lh_lingual-rh_supramarginal,1.29327822551987e-05,-2.79498498186789e-05
lh_lingual-rh_frontalpole,-9.77356932557034e-06,-5.30614019478612e-05
lh_lingual-rh_temporalpole,1.63270659964834e-05,-5.11471342357272e-06
lh_lingual-rh_transversetemporal,-1.62178236427244e-05,-3.35679351861239e-05
lh_lingual-rh_insula,3.85534432347695e-06,-1.01931965183662e-05
lh_medialorbitofrontal-lh_middletemporal,-1.71656577148672e-05,-5.21441070124192e-06
lh_medialorbitofrontal-lh_parahippocampal,-1.6797274863457e-05,-2.62487305100031e-05
lh_medialorbitofrontal-lh_paracentral,-2.23032376454236e-05,-2.04914011582062e-05
lh_medialorbitofrontal-lh_parsopercularis,-3.27796601377235e-06,2.50986479284456e-05
lh_medialorbitofrontal-lh_parsorbitalis,-6.342381735332e-06,1.49141989835226e-05
lh_medialorbitofrontal-lh_parstriangularis,-1.54314462007606e-05,-1.42339553793228e-06
lh_medialorbitofrontal-lh_pericalcarine,1.94909571646439e-05,-5.53908573242686e-06
lh_medialorbitofrontal-lh_postcentral,-4.6140198698112e-06,2.31326066523385e-05
lh_medialorbitofrontal-lh_posteriorcingulate,-2.61429940526367e-05,-1.59052336763232e-05
lh_medialorbitofrontal-lh_precentral,-1.33071133764849e-05,1.83852038994649e-06
lh_medialorbitofrontal-lh_precuneus,-2.50217032929919e-05,-1.19639554419327e-05
lh_medialorbitofrontal-lh_rostralanteriorcingulate,-2.05951485944531e-05,6.18138303734047e-06
lh_medialorbitofrontal-lh_rostralmiddlefrontal,-2.82549705426316e-05,-3.35590816396536e-05
lh_medialorbitofrontal-lh_superiorfrontal,2.04002455404818e-06,3.17740037122923e-05
lh_medialorbitofrontal-lh_superiorparietal,-1.77878152461967e-05,-1.86425207812773e-05
lh_medialorbitofrontal-lh_superiortemporal,-1.09290511889263e-05,4.80770873019444e-07
lh_medialorbitofrontal-lh_supramarginal,-2.09206813682552e-05,-1.52794494737197e-05
lh_medialorbitofrontal-lh_frontalpole,-5.56460552276007e-06,7.3281908290021e-06
lh_medialorbitofrontal-lh_temporalpole,1.16906507662792e-05,2.69738914479727e-06
lh_medialorbitofrontal-lh_transversetemporal,-2.40956199491815e-05,-2.01247935308085e-05
lh_medialorbitofrontal-lh_insula,-2.06128420904279e-06,-1.49675016554262e-06
lh_medialorbitofrontal-rh_bankssts,-1.41042599264512e-05,1.18110922665417e-05
lh_medialorbitofrontal-rh_caudalanteriorcingulate,-1.40909605796004e-05,1.0766137938818e-05
lh_medialorbitofrontal-rh_caudalmiddlefrontal,-1.34662367997306e-05,1.64896936088824e-06
lh_medialorbitofrontal-rh_cuneus,1.84597934635721e-05,-3.75840548020392e-05
lh_medialorbitofrontal-rh_entorhinal,7.72238161123568e-06,2.40082890892438e-05
lh_medialorbitofrontal-rh_fusiform,-1.95540058629288e-05,-4.50827376079654e-06
lh_medialorbitofrontal-rh_inferiorparietal,-2.40633646734529e-05,-2.000204766836e-06
lh_medialorbitofrontal-rh_inferiortemporal,-1.73831002418715e-05,-2.557433392097e-06
lh_medialorbitofrontal-rh_isthmuscingulate,-1.57740523971011e-05,-5.07091947390288e-05
lh_medialorbitofrontal-rh_lateraloccipital,-8.34275315756946e-06,-1.86723006488906e-05
lh_medialorbitofrontal-rh_lateralorbitofrontal,-1.53644751042848e-05,1.24099111603857e-07
lh_medialorbitofrontal-rh_lingual,9.43478016669267e-06,-3.07301279754694e-05
lh_medialorbitofrontal-rh_medialorbitofrontal,-2.07698279348398e-05,-1.21565205659829e-05
lh_medialorbitofrontal-rh_middletemporal,-1.69551148318869e-05,9.57439492605337e-06
lh_medialorbitofrontal-rh_parahippocampal,-2.01590731215803e-05,-2.78261380198105e-05
lh_medialorbitofrontal-rh_paracentral,-2.40423879533612e-05,-2.7103403037055e-05
lh_medialorbitofrontal-rh_parsopercularis,-9.01897305748017e-06,1.13147650353876e-05
lh_medialorbitofrontal-rh_parsorbitalis,-8.00932037822158e-06,1.79435134427115e-05
lh_medialorbitofrontal-rh_parstriangularis,-1.34256577152567e-05,7.17444134065149e-06
lh_medialorbitofrontal-rh_pericalcarine,2.41217465100846e-05,-7.62407993419896e-06
lh_medialorbitofrontal-rh_postcentral,-3.06903688260879e-06,1.20865727525932e-05
lh_medialorbitofrontal-rh_posteriorcingulate,-2.57334336560201e-05,-1.60158281475949e-05
lh_medialorbitofrontal-rh_precentral,-2.23677271494255e-05,-2.2683755874504e-05
lh_medialorbitofrontal-rh_precuneus,-2.22992161312243e-05,-2.86924148320045e-06
lh_medialorbitofrontal-rh_rostralanteriorcingulate,-2.34506549432208e-05,1.44464540737076e-06
lh_medialorbitofrontal-rh_rostralmiddlefrontal,-2.81421112641596e-05,-3.37471313848684e-05
lh_medialorbitofrontal-rh_superiorfrontal,-1.86410665488264e-06,3.3005784180301e-05
lh_medialorbitofrontal-rh_superiorparietal,-1.50371310005357e-05,-1.96098863876738e-05
lh_medialorbitofrontal-rh_superiortemporal,-1.19296945935712e-05,7.32644402563572e-06
lh_medialorbitofrontal-rh_supramarginal,-2.21310651854487e-05,-8.28570819354567e-06
lh_medialorbitofrontal-rh_frontalpole,-1.68588566031312e-05,-1.87015462067063e-05
lh_medialorbitofrontal-rh_temporalpole,1.87968528762353e-05,2.49312620200797e-05
lh_medialorbitofrontal-rh_transversetemporal,-3.21187797241582e-05,-3.40619939591771e-05
lh_medialorbitofrontal-rh_insula,-7.63744051673108e-06,-7.74983819357378e-06
lh_middletemporal-lh_parahippocampal,-7.41835088067489e-06,-7.78686861975375e-07
lh_middletemporal-lh_paracentral,-3.41191586800614e-06,3.76657591802334e-05
lh_middletemporal-lh_parsopercularis,-9.6720332198441e-06,3.07195611469766e-05
lh_middletemporal-lh_parsorbitalis,-1.44301976782662e-05,-7.80420530746923e-07
lh_middletemporal-lh_parstriangularis,-7.9711592190045e-06,1.77196430821365e-05
lh_middletemporal-lh_pericalcarine,3.66159474398315e-05,2.05156231979486e-05
lh_middletemporal-lh_postcentral,1.382947005687e-05,4.83689389950426e-05
lh_middletemporal-lh_posteriorcingulate,-4.34287816870204e-06,5.21530904885096e-05
lh_middletemporal-lh_precentral,-1.65001322876847e-05,2.20445195183598e-05
lh_middletemporal-lh_precuneus,-7.50873360474998e-06,8.81143268768766e-06
lh_middletemporal-lh_rostralanteriorcingulate,-2.48150956660055e-05,1.51488592280599e-05
lh_middletemporal-lh_rostralmiddlefrontal,1.26509692913011e-06,4.54362805899848e-05
lh_middletemporal-lh_superiorfrontal,-2.37987044702971e-05,-1.14445792674244e-05
lh_middletemporal-lh_superiorparietal,1.29140653077517e-05,3.32250759369251e-05
lh_middletemporal-lh_superiortemporal,-2.86911965213697e-05,-4.90475116178701e-05
lh_middletemporal-lh_supramarginal,-1.622311652424e-05,1.30616396235199e-05
lh_middletemporal-lh_frontalpole,-9.15262067653742e-06,-2.63463800647715e-06
lh_middletemporal-lh_temporalpole,-9.84633445262803e-06,-4.90051269850326e-05
lh_middletemporal-lh_transversetemporal,-3.71206702375504e-07,3.73846755559207e-05
lh_middletemporal-lh_insula,8.64865885558389e-07,1.93985299699445e-05
lh_middletemporal-rh_bankssts,-1.20138467363966e-05,2.16081863127541e-05
lh_middletemporal-rh_caudalanteriorcingulate,-1.34709994975021e-06,5.60950368564048e-05
lh_middletemporal-rh_caudalmiddlefrontal,-2.10019356064122e-06,5.82212950716287e-05
lh_middletemporal-rh_cuneus,3.63026815915705e-05,7.18366672863347e-06
lh_middletemporal-rh_entorhinal,-1.71947487300738e-05,-4.18755917389654e-05
lh_middletemporal-rh_fusiform,-1.41779757344733e-05,9.92189273150007e-06
lh_middletemporal-rh_inferiorparietal,-7.88155238118987e-07,5.20058039950968e-05
lh_middletemporal-rh_inferiortemporal,-2.1894694393545e-05,3.59252863032462e-06
lh_middletemporal-rh_isthmuscingulate,8.59216831833795e-06,1.04852473593123e-05
lh_middletemporal-rh_lateraloccipital,2.35283145679372e-05,3.2614953595387e-05
lh_middletemporal-rh_lateralorbitofrontal,-5.02160746190409e-06,6.03529664264856e-05
lh_middletemporal-rh_lingual,3.52826912398681e-05,3.46228227673475e-05
lh_middletemporal-rh_medialorbitofrontal,-1.44861321396998e-05,7.31053978975702e-06
lh_middletemporal-rh_middletemporal,-2.60285632363503e-05,-3.75898271825997e-06
lh_middletemporal-rh_parahippocampal,-4.96119727923182e-06,1.3397498313e-05
lh_middletemporal-rh_paracentral,-6.67829735010299e-06,2.22895229702005e-05
lh_middletemporal-rh_parsopercularis,-1.86393379226905e-06,5.55615039260746e-05
lh_middletemporal-rh_parsorbitalis,-9.33112271347851e-06,1.58327274553349e-05
lh_middletemporal-rh_parstriangularis,3.8553727800988e-06,4.7388842418953e-05
lh_middletemporal-rh_pericalcarine,4.05198980796842e-05,2.41818897903851e-05
lh_middletemporal-rh_postcentral,1.61461589900739e-05,4.1622967606054e-05
lh_middletemporal-rh_posteriorcingulate,-5.62811576471516e-06,4.39168043437532e-05
lh_middletemporal-rh_precentral,-1.10620336712611e-05,2.9576977797658e-05
lh_middletemporal-rh_precuneus,3.64670342097847e-06,4.36547288362284e-05
lh_middletemporal-rh_rostralanteriorcingulate,-2.34018706698254e-05,1.86356158605265e-05
lh_middletemporal-rh_rostralmiddlefrontal,1.45479742683757e-05,7.20751455260628e-05
lh_middletemporal-rh_superiorfrontal,-1.83836065891332e-05,1.13534858505268e-05
lh_middletemporal-rh_superiorparietal,1.79527581821623e-05,3.99136194425702e-05
lh_middletemporal-rh_superiortemporal,-2.6669004321153e-05,-3.09734625373077e-05
lh_middletemporal-rh_supramarginal,-1.49884949336199e-05,2.23675350560043e-05
lh_middletemporal-rh_frontalpole,-1.41789321213442e-05,-1.86557663875964e-05
lh_middletemporal-rh_temporalpole,-1.94761789308658e-07,-2.18044637633792e-05
lh_middletemporal-rh_transversetemporal,-1.61313986185899e-05,-3.52337146937185e-06
lh_middletemporal-rh_insula,1.46695661586199e-06,3.5885919202374e-05
lh_parahippocampal-lh_paracentral,-2.47697209707181e-05,-2.83011298808006e-05
lh_parahippocampal-lh_parsopercularis,-6.41034610953311e-06,1.45497315326191e-05
lh_parahippocampal-lh_parsorbitalis,-7.18103326773802e-06,2.68184419436938e-07
lh_parahippocampal-lh_parstriangularis,-1.06720386212857e-05,6.6189130986457e-06
lh_parahippocampal-lh_pericalcarine,2.51923939850076e-05,9.20051513902237e-06
lh_parahippocampal-lh_postcentral,5.06858811257428e-06,3.44087933109896e-05
lh_parahippocampal-lh_posteriorcingulate,-3.83451359330703e-06,4.89938098139231e-05
lh_parahippocampal-lh_precentral,-1.31299705769944e-05,2.18866192003622e-06
lh_parahippocampal-lh_precuneus,-1.61402988419432e-05,-1.28279567988247e-06
lh_parahippocampal-lh_rostralanteriorcingulate,-1.75459347938139e-05,-4.97902712967455e-07
lh_parahippocampal-lh_rostralmiddlefrontal,-2.64621929194853e-06,1.75987767228515e-05
lh_parahippocampal-lh_superiorfrontal,-6.50608730486055e-06,-2.48248864000649e-06
lh_parahippocampal-lh_superiorparietal,-4.49670505873711e-06,1.29338794884369e-05
lh_parahippocampal-lh_superiortemporal,-8.84952176827505e-06,7.55719750475787e-06
lh_parahippocampal-lh_supramarginal,-1.7953849599086e-05,-1.83113019880154e-05
lh_parahippocampal-lh_frontalpole,-1.28515943358785e-05,-1.38562505067501e-05
lh_parahippocampal-lh_temporalpole,-1.19009210202838e-06,-1.42383524852299e-05
lh_parahippocampal-lh_transversetemporal,-1.18760145923015e-05,1.79949732573893e-05
lh_parahippocampal-lh_insula,-1.11139334460342e-05,-1.72469592651799e-05
lh_parahippocampal-rh_bankssts,-2.16670512570864e-05,-8.14420577887388e-06
lh_parahippocampal-rh_caudalanteriorcingulate,3.68673823571436e-06,6.18760828614041e-05
lh_parahippocampal-rh_caudalmiddlefrontal,-4.80879460473115e-06,2.45579055400847e-05
lh_parahippocampal-rh_cuneus,1.48420416981549e-05,-1.46600538908944e-05
lh_parahippocampal-rh_entorhinal,-1.07154186529613e-05,-2.3734609898582e-05
lh_parahippocampal-rh_fusiform,-1.08631939202347e-05,1.43077682142484e-05
lh_parahippocampal-rh_inferiorparietal,-1.58541985928981e-05,3.5640644221521e-06
lh_parahippocampal-rh_inferiortemporal,-1.39394957593197e-05,-1.35154803044898e-05
lh_parahippocampal-rh_isthmuscingulate,-6.43889385213854e-06,-1.95837093196023e-05
lh_parahippocampal-rh_lateraloccipital,-4.26590638009506e-06,2.01050555504783e-06
lh_parahippocampal-rh_lateralorbitofrontal,-1.13735620147722e-05,3.67917045477464e-06
lh_parahippocampal-rh_lingual,1.54199323835134e-05,8.85154319999534e-06
lh_parahippocampal-rh_medialorbitofrontal,-1.71972914840297e-05,-2.39512577244196e-05
lh_parahippocampal-rh_middletemporal,-5.65825157812826e-06,1.8839410376416e-05
lh_parahippocampal-rh_parahippocampal,-7.32284537380055e-06,-6.13001042400997e-06
lh_parahippocampal-rh_paracentral,-2.68520818624135e-05,-3.06784825385038e-05
lh_parahippocampal-rh_parsopercularis,-1.11760613882828e-05,6.31755192534217e-06
lh_parahippocampal-rh_parsorbitalis,-6.43930030666794e-06,9.50096811962234e-06
lh_parahippocampal-rh_parstriangularis,-5.2918803284554e-06,2.69161717799999e-05
lh_parahippocampal-rh_pericalcarine,2.62465131555035e-05,1.70649735941416e-07
lh_parahippocampal-rh_postcentral,9.12906847556798e-06,4.45621423883988e-05
lh_parahippocampal-rh_posteriorcingulate,-8.49362245303656e-06,2.19386965425921e-05
lh_parahippocampal-rh_precentral,-1.23587140544915e-05,1.48941244765043e-05
lh_parahippocampal-rh_precuneus,-1.72268515713846e-05,2.17988632612633e-06
lh_parahippocampal-rh_rostralanteriorcingulate,-1.49898252364184e-05,1.71470332069046e-05
