Row,Component_1,Component_2
lh_insula-rh_rostralmiddlefrontal,1.62787006536388e-05,1.96618277944402e-05
lh_insula-rh_superiorfrontal,-2.24873189292224e-06,-1.16724067611107e-05
lh_insula-rh_superiorparietal,2.71711619999057e-05,4.34897901420891e-05
lh_insula-rh_superiortemporal,-1.11870547854501e-05,-2.33823850121525e-05
lh_insula-rh_supramarginal,5.1967345859832e-06,-3.03149709391164e-06
lh_insula-rh_frontalpole,1.02533707341798e-05,3.60313855786391e-05
lh_insula-rh_temporalpole,9.33037435940812e-06,1.66481416552505e-05
lh_insula-rh_transversetemporal,3.54444620629862e-06,-1.19823840269711e-05
lh_insula-rh_insula,-2.60964714087201e-05,-2.64758855483828e-05
rh_bankssts-rh_caudalanteriorcingulate,6.80078990894293e-06,8.18592391536103e-05
rh_bankssts-rh_caudalmiddlefrontal,-1.30831595275762e-05,7.25875691744432e-06
rh_bankssts-rh_cuneus,1.67946626563888e-05,3.69273895390045e-06
rh_bankssts-rh_entorhinal,-1.84375088994405e-05,-2.97766740882696e-05
rh_bankssts-rh_fusiform,-1.66051569461858e-05,3.17942798495725e-06
rh_bankssts-rh_inferiorparietal,-1.60638389020006e-05,-1.18761717217453e-05
rh_bankssts-rh_inferiortemporal,-2.5613833933871e-05,-3.4617174717906e-05
rh_bankssts-rh_isthmuscingulate,-8.97397262935074e-06,-2.04067861555909e-05
rh_bankssts-rh_lateraloccipital,2.53679421810284e-06,8.3146777023881e-06
rh_bankssts-rh_lateralorbitofrontal,-1.80780946876212e-05,-1.60669730666689e-07
rh_bankssts-rh_lingual,1.36063241075578e-05,1.52234242664554e-05
rh_bankssts-rh_medialorbitofrontal,-1.0993039163152e-05,1.76932518562362e-05
rh_bankssts-rh_middletemporal,-1.92454298491392e-05,-1.60385825694332e-05
rh_bankssts-rh_parahippocampal,-2.23603209370506e-05,-1.82071010024543e-05
rh_bankssts-rh_paracentral,-9.80419190027938e-06,1.3077297080212e-05
rh_bankssts-rh_parsopercularis,-2.19964520529073e-05,-3.83161853596597e-05
rh_bankssts-rh_parsorbitalis,-1.99907152533533e-05,-7.25932909387488e-06
rh_bankssts-rh_parstriangularis,-1.05794010225949e-05,1.57247145807611e-05
rh_bankssts-rh_pericalcarine,2.14417616842903e-05,-9.54774089206244e-06
rh_bankssts-rh_postcentral,7.18595276915946e-06,4.2914404225429e-05
rh_bankssts-rh_posteriorcingulate,-3.62543476657494e-06,3.40239470747217e-05
rh_bankssts-rh_precentral,-1.4357054991318e-05,1.16677746117171e-06
rh_bankssts-rh_precuneus,-9.44789389325856e-06,2.12425639052251e-06
rh_bankssts-rh_rostralanteriorcingulate,-1.42714747620586e-05,2.98424268646776e-05
rh_bankssts-rh_rostralmiddlefrontal,-6.67580319607871e-06,1.38474823125506e-05
rh_bankssts-rh_superiorfrontal,-1.90374549253815e-05,-6.04001727529771e-06
rh_bankssts-rh_superiorparietal,4.60511983240979e-06,2.86506345655702e-05
rh_bankssts-rh_superiortemporal,-2.44684522525659e-05,-4.08438859725325e-05
rh_bankssts-rh_supramarginal,-2.36150499442046e-05,-2.47126116026035e-05
rh_bankssts-rh_frontalpole,-2.8274214747826e-05,-3.17362464793523e-05
rh_bankssts-rh_temporalpole,-1.91907954439977e-06,-8.16371842518573e-06
rh_bankssts-rh_transversetemporal,-6.21536547713345e-06,-7.38669703602127e-06
rh_bankssts-rh_insula,-2.04001110797152e-06,-1.19810701860523e-05
rh_caudalanteriorcingulate-rh_caudalmiddlefrontal,2.84616864055088e-06,5.68609945165004e-05
rh_caudalanteriorcingulate-rh_cuneus,-5.49532331888388e-06,-3.77248710491146e-05
rh_caudalanteriorcingulate-rh_entorhinal,-5.44763576030866e-06,1.93080505609692e-05
rh_caudalanteriorcingulate-rh_fusiform,8.21854024669829e-07,4.62435729253648e-05
rh_caudalanteriorcingulate-rh_inferiorparietal,-2.69758326546129e-06,4.9651046417874e-05
rh_caudalanteriorcingulate-rh_inferiortemporal,-2.18525409051927e-06,3.97680289807661e-05
rh_caudalanteriorcingulate-rh_isthmuscingulate,-1.27766539930699e-05,3.24288349677251e-06
rh_caudalanteriorcingulate-rh_lateraloccipital,-7.25144126805085e-06,3.68804486736443e-05
rh_caudalanteriorcingulate-rh_lateralorbitofrontal,-6.41654839172678e-07,4.50253963669622e-05
rh_caudalanteriorcingulate-rh_lingual,-1.20941728041197e-05,-2.94124845909226e-05
rh_caudalanteriorcingulate-rh_medialorbitofrontal,-1.38682300265573e-05,1.45657394041597e-05
rh_caudalanteriorcingulate-rh_middletemporal,-5.67453978644915e-06,4.39685632946863e-05
rh_caudalanteriorcingulate-rh_parahippocampal,-2.86558990281399e-06,3.19501673876478e-05
rh_caudalanteriorcingulate-rh_paracentral,-8.55682147310457e-06,4.00863285247404e-05
rh_caudalanteriorcingulate-rh_parsopercularis,5.15425936074884e-06,6.92670332477469e-05
rh_caudalanteriorcingulate-rh_parsorbitalis,-5.13025652374055e-06,4.79234413813406e-05
rh_caudalanteriorcingulate-rh_parstriangularis,-1.04874190647384e-06,5.21102472672487e-05
rh_caudalanteriorcingulate-rh_pericalcarine,1.52371422117061e-06,-5.37567583328042e-05
rh_caudalanteriorcingulate-rh_postcentral,-7.0640747006816e-06,3.11610342233199e-05
rh_caudalanteriorcingulate-rh_posteriorcingulate,-8.35331589023558e-06,4.70372348408084e-06
rh_caudalanteriorcingulate-rh_precentral,-5.97798908565781e-06,4.29189276220601e-05
rh_caudalanteriorcingulate-rh_precuneus,1.23402690370766e-06,6.54268199939629e-05
rh_caudalanteriorcingulate-rh_rostralanteriorcingulate,-3.79439981726967e-06,2.53529594482554e-05
rh_caudalanteriorcingulate-rh_rostralmiddlefrontal,-2.94014478875063e-06,3.33522462782009e-05
rh_caudalanteriorcingulate-rh_superiorfrontal,6.42799848179821e-06,7.54339434318871e-05
rh_caudalanteriorcingulate-rh_superiorparietal,6.24267421047209e-08,4.90743566192677e-05
rh_caudalanteriorcingulate-rh_superiortemporal,-6.63841692253642e-07,6.1755627563695e-05
rh_caudalanteriorcingulate-rh_supramarginal,-7.80954825536259e-08,5.64061286669967e-05
rh_caudalanteriorcingulate-rh_frontalpole,-9.31264384500473e-06,3.70243793043003e-05
rh_caudalanteriorcingulate-rh_temporalpole,1.59020340746861e-05,6.18334050114235e-05
rh_caudalanteriorcingulate-rh_transversetemporal,-6.0710917935048e-06,2.96886793524386e-05
rh_caudalanteriorcingulate-rh_insula,7.59082140611866e-06,5.32287350782673e-05
rh_caudalmiddlefrontal-rh_cuneus,3.64077927885124e-05,8.78296182389438e-06
rh_caudalmiddlefrontal-rh_entorhinal,-5.51302527008706e-06,-1.0658764816738e-05
rh_caudalmiddlefrontal-rh_fusiform,-7.52663172423201e-06,1.19568810418037e-05
rh_caudalmiddlefrontal-rh_inferiorparietal,-1.37740531552107e-05,-2.42332269057585e-05
rh_caudalmiddlefrontal-rh_inferiortemporal,-2.03895689785429e-05,-2.18068499327796e-05
rh_caudalmiddlefrontal-rh_isthmuscingulate,3.21507224823565e-06,-2.66489559046495e-05
rh_caudalmiddlefrontal-rh_lateraloccipital,2.19016611483872e-05,3.57615838448246e-06
rh_caudalmiddlefrontal-rh_lateralorbitofrontal,-1.22151489699595e-05,1.00908854520012e-05
rh_caudalmiddlefrontal-rh_lingual,3.57514254256919e-05,1.95590719264812e-05
rh_caudalmiddlefrontal-rh_medialorbitofrontal,-8.17508090217988e-06,2.01305156855855e-05
rh_caudalmiddlefrontal-rh_middletemporal,-8.46549659658053e-06,3.37793846031473e-05
rh_caudalmiddlefrontal-rh_parahippocampal,-6.1350262550066e-06,1.58155512735814e-05
rh_caudalmiddlefrontal-rh_paracentral,8.69598207583472e-08,2.57774375736808e-05
rh_caudalmiddlefrontal-rh_parsopercularis,-1.61761869824252e-05,-8.63718750913818e-06
rh_caudalmiddlefrontal-rh_parsorbitalis,-2.11687368881011e-05,-4.12043469613797e-06
rh_caudalmiddlefrontal-rh_parstriangularis,-1.77382598165162e-05,-2.1019261613565e-05
rh_caudalmiddlefrontal-rh_pericalcarine,4.00157605616725e-05,3.70626979637822e-06
rh_caudalmiddlefrontal-rh_postcentral,2.3147119464226e-05,4.8335991635856e-05
rh_caudalmiddlefrontal-rh_posteriorcingulate,1.60578452845372e-06,3.52777050898943e-05
rh_caudalmiddlefrontal-rh_precentral,-5.96666750964592e-06,1.724395226318e-05
rh_caudalmiddlefrontal-rh_precuneus,-8.33529841702257e-07,-1.16179613761336e-05
rh_caudalmiddlefrontal-rh_rostralanteriorcingulate,-2.26599822718328e-05,5.9602535201204e-06
rh_caudalmiddlefrontal-rh_rostralmiddlefrontal,-5.06295573493472e-06,-8.69663945974073e-06
rh_caudalmiddlefrontal-rh_superiorfrontal,-2.11903227968789e-05,-3.90971590097785e-06
rh_caudalmiddlefrontal-rh_superiorparietal,1.71043686054326e-05,1.91779953133638e-05
rh_caudalmiddlefrontal-rh_superiortemporal,-9.87141620260975e-06,1.82755251971187e-05
rh_caudalmiddlefrontal-rh_supramarginal,-3.08762891040253e-05,-5.43950009761894e-05
rh_caudalmiddlefrontal-rh_frontalpole,-2.66535904353451e-05,-2.53732720894079e-05
rh_caudalmiddlefrontal-rh_temporalpole,1.56983636825804e-05,3.71877367751842e-05
rh_caudalmiddlefrontal-rh_transversetemporal,-3.54175216956198e-06,-5.9750619969864e-06
rh_caudalmiddlefrontal-rh_insula,8.45645109738468e-06,1.77894867617137e-05
rh_cuneus-rh_entorhinal,4.05291359573925e-05,5.76367750042836e-05
rh_cuneus-rh_fusiform,2.62979700432433e-05,8.0868228272468e-06
rh_cuneus-rh_inferiorparietal,3.37856717509169e-05,2.99341456615609e-06
rh_cuneus-rh_inferiortemporal,2.83224179493711e-05,-5.32822232331133e-06
rh_cuneus-rh_isthmuscingulate,-1.13306920173841e-06,-5.26732244174346e-05
rh_cuneus-rh_lateraloccipital,-5.11378080168102e-06,-7.85286789475254e-05
rh_cuneus-rh_lateralorbitofrontal,1.45142051831055e-05,-4.44909332530727e-05
rh_cuneus-rh_lingual,-1.20269057728122e-05,-4.90013034913428e-05
rh_cuneus-rh_medialorbitofrontal,1.98288226584669e-05,-1.97279480961001e-05
rh_cuneus-rh_middletemporal,3.08053179906009e-05,-6.74201750440678e-06
rh_cuneus-rh_parahippocampal,3.20746309417773e-06,-4.91083756314767e-05
rh_cuneus-rh_paracentral,9.29317806835344e-06,-5.29440754643771e-05
rh_cuneus-rh_parsopercularis,3.17973102522729e-05,-8.11341472234155e-06
rh_cuneus-rh_parsorbitalis,2.81044169158368e-05,-9.21620522958624e-06
rh_cuneus-rh_parstriangularis,2.7736784956572e-05,-2.50525037138063e-05
rh_cuneus-rh_pericalcarine,-6.85951376365371e-07,1.19404679085624e-05
rh_cuneus-rh_postcentral,8.82733525500359e-06,-4.28119040586373e-05
rh_cuneus-rh_posteriorcingulate,-3.47038868899258e-07,-4.39798851795585e-05
rh_cuneus-rh_precentral,2.68960735395667e-05,-2.46676464900521e-05
rh_cuneus-rh_precuneus,3.12716813107493e-05,1.28413765158962e-05
rh_cuneus-rh_rostralanteriorcingulate,2.81615900885334e-06,-2.57220074724389e-05
rh_cuneus-rh_rostralmiddlefrontal,2.66519137734878e-05,-2.03435014587201e-05
rh_cuneus-rh_superiorfrontal,4.29374342035384e-05,2.86865431134061e-05
rh_cuneus-rh_superiorparietal,2.19593232556552e-05,-1.17743692897213e-05
rh_cuneus-rh_superiortemporal,3.47853256293558e-05,9.48986120605216e-06
rh_cuneus-rh_supramarginal,3.03727762186515e-05,-1.29094877637851e-05
rh_cuneus-rh_frontalpole,4.54460381922596e-07,-4.73817300480153e-05
rh_cuneus-rh_temporalpole,3.15718479386192e-05,1.72973802055594e-05
rh_cuneus-rh_transversetemporal,-2.28132371569704e-06,-1.83354276928505e-05
rh_cuneus-rh_insula,1.9915007904954e-05,-6.53166677783654e-06
rh_entorhinal-rh_fusiform,-2.03815058434238e-05,-5.71093827885205e-05
rh_entorhinal-rh_inferiorparietal,3.72584158689875e-08,1.30516617593569e-06
rh_entorhinal-rh_inferiortemporal,-1.84652234597469e-05,-4.84741850502283e-05
rh_entorhinal-rh_isthmuscingulate,2.19764856288115e-06,-1.06013507640737e-05
rh_entorhinal-rh_lateraloccipital,1.78962672935345e-05,2.92537670683977e-05
rh_entorhinal-rh_lateralorbitofrontal,-3.82762539034466e-06,-4.58060096161556e-06
rh_entorhinal-rh_lingual,2.79696313591765e-05,3.4336571721414e-05
rh_entorhinal-rh_medialorbitofrontal,8.91178353733556e-06,1.99601903851304e-05
rh_entorhinal-rh_middletemporal,-1.46588252022528e-05,-3.40994684058696e-05
rh_entorhinal-rh_parahippocampal,-6.28787205346831e-06,-1.25323222513234e-05
rh_entorhinal-rh_paracentral,-2.23126178248202e-09,-1.27028150987718e-07
rh_entorhinal-rh_parsopercularis,1.87855622410349e-06,1.79577181738362e-05
rh_entorhinal-rh_parsorbitalis,1.40041748388745e-05,3.91427342150545e-05
rh_entorhinal-rh_parstriangularis,7.6929700107047e-06,1.79439293464841e-05
rh_entorhinal-rh_pericalcarine,3.48513880541002e-05,5.0782363095911e-05
rh_entorhinal-rh_postcentral,2.18059897184024e-05,5.2099443098523e-05
rh_entorhinal-rh_posteriorcingulate,-1.47937835005172e-05,-1.47163382396067e-05
rh_entorhinal-rh_precentral,-4.50611207591779e-06,-8.73704691696068e-06
rh_entorhinal-rh_precuneus,9.17513121278686e-07,-5.02570872490628e-06
rh_entorhinal-rh_rostralanteriorcingulate,-2.20794723789934e-05,-2.74713409091592e-05
rh_entorhinal-rh_rostralmiddlefrontal,4.90351827092309e-06,3.74713024618974e-06
rh_entorhinal-rh_superiorfrontal,-8.77454039128556e-06,-3.63317076263338e-05
rh_entorhinal-rh_superiorparietal,1.79391992678686e-05,3.18082577827136e-05
rh_entorhinal-rh_superiortemporal,-1.68072867164451e-05,-4.35403545710503e-05
rh_entorhinal-rh_supramarginal,-6.850479694207e-06,-1.35361546901905e-05
rh_entorhinal-rh_frontalpole,2.36527341243862e-05,7.15614709480617e-05
rh_entorhinal-rh_temporalpole,1.09268721966529e-05,1.68292220448325e-05
rh_entorhinal-rh_transversetemporal,-1.54819708772657e-05,-3.07138605707514e-05
rh_entorhinal-rh_insula,-1.46704444208939e-05,-4.42831501131992e-05
rh_fusiform-rh_inferiorparietal,-1.26967998575334e-05,7.1255323934179e-06
rh_fusiform-rh_inferiortemporal,-2.24989018217946e-05,-3.57610839382341e-05
rh_fusiform-rh_isthmuscingulate,-2.96055209974071e-06,-1.60804227938891e-05
rh_fusiform-rh_lateraloccipital,1.5641522781538e-05,3.71514913721587e-05
rh_fusiform-rh_lateralorbitofrontal,-7.57566216420973e-06,3.54885462522676e-05
rh_fusiform-rh_lingual,2.72856383346207e-05,3.47986062771823e-05
rh_fusiform-rh_medialorbitofrontal,-1.81143884369173e-05,-1.12731281860901e-05
rh_fusiform-rh_middletemporal,-2.06651874175167e-05,-1.56707988347463e-05
rh_fusiform-rh_parahippocampal,-1.044503911597e-05,7.20383208776884e-06
rh_fusiform-rh_paracentral,-8.77279925273843e-06,1.84203597759456e-05
rh_fusiform-rh_parsopercularis,-1.1470511011818e-05,7.21413338189391e-06
rh_fusiform-rh_parsorbitalis,-6.90643555734035e-06,1.95413831319609e-05
rh_fusiform-rh_parstriangularis,-4.22963110207079e-06,2.78984645590533e-05
rh_fusiform-rh_pericalcarine,2.97467538373796e-05,-6.09060593822966e-06
rh_fusiform-rh_postcentral,6.18729555398269e-06,4.13571729134405e-05
rh_fusiform-rh_posteriorcingulate,-1.45339481089317e-05,-1.03639582467542e-05
rh_fusiform-rh_precentral,-1.27250272075409e-05,1.73922198909184e-05
rh_fusiform-rh_precuneus,-8.20825907647968e-06,1.84036420967395e-05
rh_fusiform-rh_rostralanteriorcingulate,-2.19502082870514e-05,3.91516130827982e-06
rh_fusiform-rh_rostralmiddlefrontal,3.76317617828745e-07,5.6884513975823e-06
rh_fusiform-rh_superiorfrontal,-9.8207379110002e-06,-6.8821024857511e-06
rh_fusiform-rh_superiorparietal,1.06582996837753e-05,3.91550527999161e-05
rh_fusiform-rh_superiortemporal,-2.57476673043471e-05,-2.38960276722288e-05
rh_fusiform-rh_supramarginal,-2.31812459138812e-05,-2.04757678074754e-05
rh_fusiform-rh_frontalpole,-9.94366541229956e-06,2.47594248655087e-06
rh_fusiform-rh_temporalpole,-2.97839857608543e-07,-9.97605068443908e-06
rh_fusiform-rh_transversetemporal,-2.43207589003413e-05,-2.880627088401e-05
rh_fusiform-rh_insula,-1.19065411649961e-05,-3.2751092761842e-06
rh_inferiorparietal-rh_inferiortemporal,-2.46011544955442e-05,-3.13251364224411e-05
rh_inferiorparietal-rh_isthmuscingulate,-9.78771528969095e-07,-2.34692361414855e-05
rh_inferiorparietal-rh_lateraloccipital,1.85158468332846e-05,3.92975244711211e-06
rh_inferiorparietal-rh_lateralorbitofrontal,-2.34533878688915e-05,-1.54564720287387e-05
rh_inferiorparietal-rh_lingual,3.45904702922395e-05,2.71115196938143e-05
rh_inferiorparietal-rh_medialorbitofrontal,-1.81520738161293e-05,2.26344356474711e-05
rh_inferiorparietal-rh_middletemporal,-6.48980245608696e-06,2.68552131739391e-05
rh_inferiorparietal-rh_parahippocampal,-2.35805745674064e-05,-2.60219042941585e-05
rh_inferiorparietal-rh_paracentral,-9.90829908234145e-06,5.94079020903598e-07
rh_inferiorparietal-rh_parsopercularis,-1.50702943186589e-05,-3.05190189626463e-05
rh_inferiorparietal-rh_parsorbitalis,-1.88818843312822e-05,7.02383074058756e-06
rh_inferiorparietal-rh_parstriangularis,-1.29476305337571e-05,1.15137676463996e-05
rh_inferiorparietal-rh_pericalcarine,3.92282227887863e-05,1.2116882300917e-05
rh_inferiorparietal-rh_postcentral,1.89530797051932e-05,5.97056476171287e-05
rh_inferiorparietal-rh_posteriorcingulate,-7.94008068745574e-06,1.79711227486881e-05
rh_inferiorparietal-rh_precentral,-7.32767752338599e-06,-3.50093590497013e-06
rh_inferiorparietal-rh_precuneus,-2.49184522757796e-05,-5.1045547409168e-05
rh_inferiorparietal-rh_rostralanteriorcingulate,-2.8022179952662e-05,-1.1343876876349e-05
rh_inferiorparietal-rh_rostralmiddlefrontal,-2.66704318501228e-05,-3.43588129458082e-05
rh_inferiorparietal-rh_superiorfrontal,-5.82407315791622e-06,2.20976561829939e-05
rh_inferiorparietal-rh_superiorparietal,1.58621962965749e-05,4.29650981040939e-05
rh_inferiorparietal-rh_superiortemporal,-3.10254353974413e-06,1.35130463859479e-05
rh_inferiorparietal-rh_supramarginal,-2.73545042102375e-05,-4.4110367704731e-05
rh_inferiorparietal-rh_frontalpole,-2.44168481237643e-05,-1.03896180606243e-05
rh_inferiorparietal-rh_temporalpole,1.81629572285003e-05,2.9454058252806e-05
rh_inferiorparietal-rh_transversetemporal,-2.44336891844159e-05,-3.68348050461669e-05
rh_inferiorparietal-rh_insula,1.06011620135916e-06,-1.44263486734171e-05
rh_inferiortemporal-rh_isthmuscingulate,8.12301157687127e-06,7.75732987638363e-06
rh_inferiortemporal-rh_lateraloccipital,1.58706144031909e-05,2.11472490781533e-05
rh_inferiortemporal-rh_lateralorbitofrontal,-1.48616056385508e-05,8.81490893386905e-06
rh_inferiortemporal-rh_lingual,2.56946981891042e-05,1.42274954676423e-05
rh_inferiortemporal-rh_medialorbitofrontal,-2.07144611095781e-05,-2.19128399336997e-05
rh_inferiortemporal-rh_middletemporal,-2.69780306198091e-05,-2.56438425739961e-05
rh_inferiortemporal-rh_parahippocampal,-1.50217590088525e-05,-2.33688785109207e-05
rh_inferiortemporal-rh_paracentral,-1.43487354623232e-05,-2.73274480819074e-06
rh_inferiortemporal-rh_parsopercularis,-1.76665820875151e-05,-1.69680999521985e-06
rh_inferiortemporal-rh_parsorbitalis,-3.32354102842859e-06,4.00461438152131e-05
rh_inferiortemporal-rh_parstriangularis,-7.81372836962628e-06,1.4472761026668e-05
rh_inferiortemporal-rh_pericalcarine,3.2673650487187e-05,-2.88355126035104e-06
rh_inferiortemporal-rh_postcentral,8.05555154216768e-06,3.4190742305465e-05
rh_inferiortemporal-rh_posteriorcingulate,-1.44483666713472e-05,-2.27986780120918e-06
rh_inferiortemporal-rh_precentral,-2.58541782960881e-05,-2.43789658720906e-05
rh_inferiortemporal-rh_precuneus,-1.75459284814048e-05,-2.54375900523777e-05
rh_inferiortemporal-rh_rostralanteriorcingulate,-2.75424715680928e-05,-1.35372096116144e-05
rh_inferiortemporal-rh_rostralmiddlefrontal,-5.08026472440789e-06,-1.14375554082049e-05
rh_inferiortemporal-rh_superiorfrontal,-3.06851346100826e-05,-5.53905022734586e-05
rh_inferiortemporal-rh_superiorparietal,5.09856287205288e-06,5.97658780625556e-06
rh_inferiortemporal-rh_superiortemporal,-3.47229721961752e-05,-5.9066128111861e-05
rh_inferiortemporal-rh_supramarginal,-3.6994451396044e-05,-6.2728654530363e-05
rh_inferiortemporal-rh_frontalpole,-9.21873269970733e-06,1.06108722683117e-05
rh_inferiortemporal-rh_temporalpole,5.86682494054035e-06,2.51935494024957e-06
rh_inferiortemporal-rh_transversetemporal,-2.89518404436502e-05,-4.74540275479866e-05
rh_inferiortemporal-rh_insula,-1.11680780419288e-05,-2.20445692827101e-05
rh_isthmuscingulate-rh_lateraloccipital,-8.4161066408295e-06,-2.2017894420035e-05
rh_isthmuscingulate-rh_lateralorbitofrontal,-5.64343712815691e-06,-2.81313590035632e-05
rh_isthmuscingulate-rh_lingual,-2.89634704950938e-06,-2.73222085471081e-05
rh_isthmuscingulate-rh_medialorbitofrontal,-1.31151243744214e-05,-4.12685520298693e-05
rh_isthmuscingulate-rh_middletemporal,4.506738592309e-06,5.13214950976873e-07
rh_isthmuscingulate-rh_parahippocampal,-4.02537852416471e-06,-9.93617776269274e-06
rh_isthmuscingulate-rh_paracentral,-1.7890423872524e-05,-6.01848060729029e-05
rh_isthmuscingulate-rh_parsopercularis,1.61968432123305e-06,-1.81235272385121e-05
rh_isthmuscingulate-rh_parsorbitalis,-7.06945697028829e-07,-1.01318305789385e-05
rh_isthmuscingulate-rh_parstriangularis,1.90210389784731e-06,-1.91696583790595e-05
rh_isthmuscingulate-rh_pericalcarine,1.6436730561458e-05,-5.19764063965838e-06
rh_isthmuscingulate-rh_postcentral,-1.05770036879808e-05,-4.2347249666162e-05
rh_isthmuscingulate-rh_posteriorcingulate,-2.128290819053e-05,-3.7384108884331e-05
rh_isthmuscingulate-rh_precentral,-1.03200779930902e-05,-6.56415458759171e-05
rh_isthmuscingulate-rh_precuneus,-6.87631353222757e-06,-3.30213348388855e-05
rh_isthmuscingulate-rh_rostralanteriorcingulate,-1.75049684954993e-05,-2.99224629166804e-05
rh_isthmuscingulate-rh_rostralmiddlefrontal,2.95862430518414e-06,-2.57433973597952e-05
rh_isthmuscingulate-rh_superiorfrontal,1.21854683425471e-05,1.41498294802794e-06
rh_isthmuscingulate-rh_superiorparietal,8.26141076861153e-07,-1.59260016801708e-05
rh_isthmuscingulate-rh_superiortemporal,-5.46950105808164e-06,-4.05965164700652e-05
rh_isthmuscingulate-rh_supramarginal,-1.33647260681705e-06,-3.06838974192153e-05
rh_isthmuscingulate-rh_frontalpole,-1.70427724691765e-05,-3.97054099234807e-05
rh_isthmuscingulate-rh_temporalpole,1.27351013158273e-05,2.39432092273649e-06
rh_isthmuscingulate-rh_transversetemporal,-2.76237552158876e-05,-5.26372842993547e-05
rh_isthmuscingulate-rh_insula,-1.03403670369959e-05,-4.23263946746625e-05
rh_lateraloccipital-rh_lateralorbitofrontal,3.06948633653937e-06,8.23571451842764e-06
rh_lateraloccipital-rh_lingual,3.37374212375409e-07,-2.25747441950457e-05
rh_lateraloccipital-rh_medialorbitofrontal,-6.33210884104876e-07,1.60366587173862e-05
rh_lateraloccipital-rh_middletemporal,2.29079013840442e-05,3.364187852944e-05
rh_lateraloccipital-rh_parahippocampal,-1.77706898893066e-05,-4.18589414610276e-05
rh_lateraloccipital-rh_paracentral,-6.62638493994711e-06,-3.93363605480705e-05
rh_lateraloccipital-rh_parsopercularis,2.0450677235391e-05,1.07462273878043e-05
rh_lateraloccipital-rh_parsorbitalis,1.23734716388248e-05,2.00113463360651e-05
rh_lateraloccipital-rh_parstriangularis,1.64931507697502e-05,-2.63204114451299e-06
rh_lateraloccipital-rh_pericalcarine,1.52596171393702e-05,-1.32165510473839e-05
rh_lateraloccipital-rh_postcentral,-1.82476713571507e-05,-6.05026619576321e-05
rh_lateraloccipital-rh_posteriorcingulate,-1.01433435443008e-05,-5.33042184245426e-07
rh_lateraloccipital-rh_precentral,1.0172143236193e-05,-3.75995244638928e-05
rh_lateraloccipital-rh_precuneus,9.15804807633285e-06,1.01896507990701e-05
rh_lateraloccipital-rh_rostralanteriorcingulate,-8.6287858071053e-06,2.01700555835683e-05
rh_lateraloccipital-rh_rostralmiddlefrontal,6.27362501563165e-06,-2.88724843567334e-05
rh_lateraloccipital-rh_superiorfrontal,3.5520502666212e-05,5.85853604729963e-05
rh_lateraloccipital-rh_superiorparietal,-7.81617489050503e-07,-3.41579503092038e-05
rh_lateraloccipital-rh_superiortemporal,2.11669729815447e-05,1.90786627444771e-05
rh_lateraloccipital-rh_supramarginal,1.66154222430546e-05,-4.08942572115371e-06
rh_lateraloccipital-rh_frontalpole,-1.77326337952197e-05,-3.53524156994503e-05
rh_lateraloccipital-rh_temporalpole,2.2455388202492e-05,1.92453572659999e-05
rh_lateraloccipital-rh_transversetemporal,-2.04648065672552e-05,-3.86270822345548e-05
rh_lateraloccipital-rh_insula,1.46378042934278e-05,1.28104243927483e-05
rh_lateralorbitofrontal-rh_lingual,1.41146984007832e-05,-1.98593538962455e-05
rh_lateralorbitofrontal-rh_medialorbitofrontal,-1.69220972937629e-05,-7.34613643317619e-06
rh_lateralorbitofrontal-rh_middletemporal,-1.1035916032697e-05,3.78229362774409e-05
rh_lateralorbitofrontal-rh_parahippocampal,-1.51984357528202e-05,-1.434181242254e-05
rh_lateralorbitofrontal-rh_paracentral,-1.62915548586057e-05,-9.28903844085567e-06
rh_lateralorbitofrontal-rh_parsopercularis,-1.81469612411429e-05,-8.23483262368679e-06
rh_lateralorbitofrontal-rh_parsorbitalis,-6.34245360475929e-06,3.39485169036608e-05
rh_lateralorbitofrontal-rh_parstriangularis,-1.64078574521579e-05,-7.20784034015467e-06
rh_lateralorbitofrontal-rh_pericalcarine,2.81224214587099e-05,-1.58411978890334e-05
rh_lateralorbitofrontal-rh_postcentral,-5.1929559412106e-06,2.06345746500952e-06
rh_lateralorbitofrontal-rh_posteriorcingulate,-1.36068195662108e-05,2.48524286813732e-06
rh_lateralorbitofrontal-rh_precentral,-2.2257793136397e-05,-1.47949447693418e-05
rh_lateralorbitofrontal-rh_precuneus,-1.40651883364552e-05,5.9074807836543e-06
rh_lateralorbitofrontal-rh_rostralanteriorcingulate,-1.78014917504949e-05,2.4849597321654e-05
rh_lateralorbitofrontal-rh_rostralmiddlefrontal,-1.02599099153904e-05,-5.15296137738893e-06
rh_lateralorbitofrontal-rh_superiorfrontal,-4.41647909786662e-06,3.89674303263526e-05
rh_lateralorbitofrontal-rh_superiorparietal,4.85673966869611e-07,1.04592813800389e-05
rh_lateralorbitofrontal-rh_superiortemporal,-2.10237284436715e-05,-6.54985617642961e-06
rh_lateralorbitofrontal-rh_supramarginal,-3.17533082867574e-05,-4.22258779766781e-05
rh_lateralorbitofrontal-rh_frontalpole,-1.99181013598707e-05,-1.1442146804109e-05
rh_lateralorbitofrontal-rh_temporalpole,1.98620595624043e-05,3.68624083433116e-05
rh_lateralorbitofrontal-rh_transversetemporal,-2.14537732546074e-05,-2.71824801306447e-05
