,Component_1,Component_2,Component_3,Component_4,Component_5
lh_lateralorbitofrontal-lh_precuneus,0.031488131826020005,-0.0013467516317538248,0.00326368289342975,0.0017922465744533763,0.011266673220591657
lh_lateralorbitofrontal-lh_rostralanteriorcingulate,0.04260378342137535,0.0021825377374789065,-0.01802882697537751,-0.016821597700359722,-0.025241926997213292
lh_lateralorbitofrontal-lh_rostralmiddlefrontal,0.029289614741120698,-0.00649026947822903,0.01623668181818754,0.021218293375405223,0.009851724939191765
lh_lateralorbitofrontal-lh_superiorfrontal,0.03211609120510091,-0.002508327515688497,0.0018798983113039053,-0.008201431443998103,-0.011638033072338584
lh_lateralorbitofrontal-lh_superiorparietal,0.016006255968266582,0.015513481698827252,0.011818346086650427,0.023498280365913306,0.05106778654863965
lh_lateralorbitofrontal-lh_superiortemporal,0.03450731510883932,-0.002413684258630621,0.006055776908176449,0.012594881259408292,0.009391783817245664
lh_lateralorbitofrontal-lh_supramarginal,0.045089023629590934,-0.026537931580815063,0.022453481789109598,0.021367346802577403,0.01107242230719463
lh_lateralorbitofrontal-lh_frontalpole,0.031178971506361588,-0.0005573499197068603,-0.002582284507563603,-0.02066027502052785,0.00888963229582419
lh_lateralorbitofrontal-lh_temporalpole,0.006148407383721132,0.025216611071900152,0.022024355787306917,0.024357369237730277,-0.03452547742537352
lh_lateralorbitofrontal-lh_transversetemporal,0.03921313507828861,-0.02029736258619676,0.02100191343060885,-0.007999556529833397,-0.009118068842810198
lh_lateralorbitofrontal-lh_insula,0.006813017986780249,0.020288586243931553,0.011069659546225921,0.008719959024701879,0.018629538997803483
lh_lateralorbitofrontal-rh_bankssts,0.031419599531691815,-0.009378985397158425,4.9741881921096465e-05,-0.006059778360400178,-0.004151055658639428
lh_lateralorbitofrontal-rh_caudalanteriorcingulate,0.004820595621856805,0.02493877552214688,-0.015388702362562788,0.044836370549142635,-0.006300768294344541
lh_lateralorbitofrontal-rh_caudalmiddlefrontal,0.030858750384125198,-0.003052127985788842,0.004318663018112575,0.00580716422321089,0.018971291800228177
lh_lateralorbitofrontal-rh_cuneus,0.009235417519143264,0.0063550267987083344,0.061983884171889755,-0.0205956508650946,-0.018528104147737326
lh_lateralorbitofrontal-rh_entorhinal,0.01864362108544927,0.0008829989729856203,0.012798546915142291,0.0018297456670268734,-0.03006501222035859
lh_lateralorbitofrontal-rh_fusiform,0.02322039996836721,0.010039860188645342,-0.018416963379614657,-0.024386154592667467,-0.027604470805266377
lh_lateralorbitofrontal-rh_inferiorparietal,0.03966171380332942,-0.016194729979382236,0.010523236596520073,0.014396035916977598,0.007105497696164926
lh_lateralorbitofrontal-rh_inferiortemporal,0.0367699823326672,-0.006000388649395627,0.00532420730800795,0.013358960025202616,0.0022654788990615522
lh_lateralorbitofrontal-rh_isthmuscingulate,-0.003507092509566705,0.019626585217868288,0.029426763201236043,0.0373914313295678,-0.017523399822416748
lh_lateralorbitofrontal-rh_lateraloccipital,0.018404348214049238,0.010748330900485438,0.017928371379780705,-0.01228389111139247,0.0071665318247201085
lh_lateralorbitofrontal-rh_lateralorbitofrontal,0.033270220767914534,-0.0055606420362795,-0.0067968346800392895,-0.0002280333480778977,-0.004365762961981499
lh_lateralorbitofrontal-rh_lingual,0.0032615805680332043,0.020006675619632843,0.04433386973453798,-0.01087599279887622,0.005648350914152178
lh_lateralorbitofrontal-rh_medialorbitofrontal,0.026354429436740375,-0.0005837948241193557,0.0027509148331406373,0.008286351666243738,-0.009315840792746806
lh_lateralorbitofrontal-rh_middletemporal,0.04068314237562915,-0.0099313752802098,0.00574006221400412,0.01208803170642038,-0.007850815457763267
lh_lateralorbitofrontal-rh_parahippocampal,0.02186326889862201,-0.009563038325369765,0.01734133078721933,0.006459549227087186,-0.022577369624151612
lh_lateralorbitofrontal-rh_paracentral,0.026361837831992106,0.007289985664443161,-0.004533269091768846,-0.008709154260533855,-0.004498943562438677
lh_lateralorbitofrontal-rh_parsopercularis,0.023136995569875234,0.00669479309721314,-0.010781424000300471,0.00012313558542109267,0.008489054582575303
lh_lateralorbitofrontal-rh_parsorbitalis,0.02167523666983176,0.013614714324879103,-0.016917407523409294,-0.00462324426053656,0.0008297504838664932
lh_lateralorbitofrontal-rh_parstriangularis,0.02392810079122996,0.0022637797254791503,-0.0012951614570008189,0.005502525503521989,0.003251846480997128
lh_lateralorbitofrontal-rh_pericalcarine,-0.005683754032676693,0.018402490378079953,0.04543080991388825,-0.016693005902091017,0.013787189434346012
lh_lateralorbitofrontal-rh_postcentral,0.020718837560914832,0.012018641998208277,0.008659774805668584,0.0055086233762481444,0.0067502435299504416
lh_lateralorbitofrontal-rh_posteriorcingulate,0.01656932031556944,0.014071762087259035,0.00483043074330363,0.05675124429577414,-0.018268339061838203
lh_lateralorbitofrontal-rh_precentral,0.03381664601521306,-0.004905728095469611,0.0024780405390425536,0.006464624141879437,0.019741934597605874
lh_lateralorbitofrontal-rh_precuneus,0.03133968729165247,-0.0021403317912651993,0.006689370240959496,0.00028968003696292014,0.009007547529199739
lh_lateralorbitofrontal-rh_rostralanteriorcingulate,0.042924628450725644,-0.005137094566906808,-0.012774315594557618,-0.007577139805070059,0.002016296399399145
lh_lateralorbitofrontal-rh_rostralmiddlefrontal,0.02632121113397035,-0.004262945780920981,0.0232001844517715,0.029510889100385924,0.017389693588153718
lh_lateralorbitofrontal-rh_superiorfrontal,0.03520930248211349,-0.0039163268191913184,-0.00154677298313469,-0.00947466217114917,-0.012910708287724167
lh_lateralorbitofrontal-rh_superiorparietal,0.009038028428750441,0.02451867520242181,0.00100136062388338,0.011003384534189725,0.040336712182531737
lh_lateralorbitofrontal-rh_superiortemporal,0.03371328384786903,0.0026014272344184273,-0.0006622026052839091,0.010059957233761982,0.007840716707582551
lh_lateralorbitofrontal-rh_supramarginal,0.04401525227521895,-0.022259710050352457,0.019414206904064195,0.022411808058513463,0.015514323384923256
lh_lateralorbitofrontal-rh_frontalpole,0.03606242968386812,-0.004615663109515421,-0.002231953213645857,-0.0237330344931268,-0.003501147335561196
lh_lateralorbitofrontal-rh_temporalpole,0.003146112547235368,0.02884899428765204,0.018194504804043214,0.02088726202614818,-0.04376830809289636
lh_lateralorbitofrontal-rh_transversetemporal,0.03341019247674204,-0.011266699147698005,0.010514544132223183,-0.011238853386416435,-0.009511797509670924
lh_lateralorbitofrontal-rh_insula,0.015231997447700379,0.01238609495267775,0.01742300151091573,0.011548997046325659,0.013725523246117949
lh_lingual-lh_medialorbitofrontal,0.014593338219221466,0.02339679683488921,0.023154679122397555,-0.0284897242693938,6.388429561620365e-05
lh_lingual-lh_middletemporal,0.0010397872737523898,0.034602270721931165,0.03027841786032155,-0.0182666889678835,0.007598572721585489
lh_lingual-lh_parahippocampal,0.009706185845894838,0.013275004374992494,0.018450383115284557,-0.013603889798071164,0.01439434713461824
lh_lingual-lh_paracentral,0.006900394795752127,0.017936313188680962,0.04501194963636749,0.0005703802749769833,0.0026629269403067313
lh_lingual-lh_parsopercularis,-0.006090898895490389,0.03761131854734845,0.03264772313647416,-0.013635180355732187,0.017061694338722126
lh_lingual-lh_parsorbitalis,0.0005536694844370636,0.03583890399188601,0.025688460683358543,-0.01278570054377104,0.021886591648098246
lh_lingual-lh_parstriangularis,0.006690361155476646,0.023643088056088758,0.04801977658436347,-0.0037989603075554135,0.0184585194542854
lh_lingual-lh_pericalcarine,-0.0046205383811318826,0.016828595339928896,-0.008773281051866477,-0.015493078845839323,0.010893434278690906
lh_lingual-lh_postcentral,0.006737304084636118,0.015393172267030335,0.05190287279574781,0.014232345769473107,0.01986572840942544
lh_lingual-lh_posteriorcingulate,0.021897244095063044,0.007081989713791838,0.01042377139057115,-0.03578303163550604,-0.025324323456715765
lh_lingual-lh_precentral,-0.01668655946819588,0.046374583568992635,0.029232293796842508,-0.007652764203176683,0.0019754498028563727
lh_lingual-lh_precuneus,-0.0017594656912036186,0.03487164152339929,0.02198446210603445,-0.02100539348048135,-0.0033880608543317013
lh_lingual-lh_rostralanteriorcingulate,0.028034277395710606,0.014112625438307764,0.0009553124840983801,-0.047519003680407804,-0.017105686658779814
lh_lingual-lh_rostralmiddlefrontal,-0.0006523808690018934,0.03506034760891486,0.03753547547514243,-0.02975566822703307,0.006194365538536456
lh_lingual-lh_superiorfrontal,-0.0025010901459882173,0.0405614467294729,0.03429315974312118,-0.03337163555992486,-0.007000990919963375
lh_lingual-lh_superiorparietal,-0.0034758390925584476,0.03538171495031509,0.02879899370831551,-0.01595079059404526,-0.005050958125785664
lh_lingual-lh_superiortemporal,-0.004621680549030454,0.04240860643569566,0.029294506501881912,-0.006311900495938704,0.02867117648910573
lh_lingual-lh_supramarginal,-0.0033193897124348904,0.034665665795488985,0.037833988596543196,-0.014469544296381932,0.01563969893936855
lh_lingual-lh_frontalpole,0.0142187018766048,0.015062270419759136,0.022695513749877404,-0.027489842021159054,0.0199231654539133
lh_lingual-lh_temporalpole,-0.0013556606041930945,0.04019045498914883,0.023885296271025345,-0.004804521153292572,-0.037987793239854836
lh_lingual-lh_transversetemporal,0.015019300542819577,0.015791226147397076,0.011036937899958856,-0.0013790775438328573,0.005476272085439339
lh_lingual-lh_insula,0.0026856732118729462,0.035747094560813056,0.000792303963854462,-0.029973483674062846,-0.014976468999480162
lh_lingual-rh_bankssts,0.007918668380116827,0.02509113170022179,0.009919173456038311,-0.01730699040291454,0.0123064252980947
lh_lingual-rh_caudalanteriorcingulate,0.026942538708960854,-0.0021295913294616386,0.012381682733874627,0.0033690534553493315,-0.007417529246961655
lh_lingual-rh_caudalmiddlefrontal,-0.006980289139980266,0.03902601367000034,0.022981123764380867,-0.02083206758582232,0.0012580247226118334
lh_lingual-rh_cuneus,0.02175615418720165,-0.012288366852399193,0.040398434624803095,0.019768834464165344,0.0017984983516414722
lh_lingual-rh_entorhinal,0.007860980867636242,0.015794269725741106,0.029568525242072728,-0.000860663792768588,-0.001261235041800697
lh_lingual-rh_fusiform,0.0012630282154599249,0.036680745053401353,0.0006403359875590057,-0.03276227641502711,-0.006577708001582024
lh_lingual-rh_inferiorparietal,0.003514827449837435,0.02562762399264422,0.03627033041335498,-0.010866252169175927,0.013342594395178474
lh_lingual-rh_inferiortemporal,0.004259590293266406,0.02939800334915642,0.023396379044075905,-0.015749103910212718,0.008194494500782985
lh_lingual-rh_isthmuscingulate,0.00893321750334297,0.015633496400878126,-0.0020613399911162088,-0.03632838184167865,-0.016423704153946304
lh_lingual-rh_lateraloccipital,0.012368633573483325,0.00665730320097011,0.0260879525427138,0.002990158694785754,-0.008082279187031282
lh_lingual-rh_lateralorbitofrontal,0.010161869390234283,0.02234982615644632,0.023263463976165615,-0.01901520633243009,0.0026540845577161017
lh_lingual-rh_lingual,0.004392435448885758,0.01836379743416407,-0.010060676834942398,-0.020831225932528757,-0.032567116217217
lh_lingual-rh_medialorbitofrontal,0.01889788962185715,0.019506679672589587,0.02214530631507781,-0.025269100738706477,0.0066982810396522905
lh_lingual-rh_middletemporal,0.0041801990578776505,0.03192257768499383,0.024895874772888238,-0.0152996235039158,0.011312603459925508
lh_lingual-rh_parahippocampal,0.01705120852770244,0.002669619116493144,0.029774490868340008,0.0023016264738275104,0.020753920207951335
lh_lingual-rh_paracentral,0.011194818484011196,0.013678577157045941,0.04429767058830461,0.007341240520588615,0.004517518613833807
lh_lingual-rh_parsopercularis,-0.003963866408859416,0.037261916720952706,0.019442428736595855,-0.018520429576050317,0.016023541828107345
lh_lingual-rh_parsorbitalis,0.0012454386518786947,0.0338526140417449,0.02216751806804155,-0.013100080016841436,0.022415902757495845
lh_lingual-rh_parstriangularis,0.005580501788612176,0.022836644173614487,0.0416691515123507,-0.008740731648486186,0.015607241146757494
lh_lingual-rh_pericalcarine,-0.0043612256128094185,0.008329574728916603,0.003757928001104008,-0.00937079836382732,-0.0008224849868009407
lh_lingual-rh_postcentral,0.006036811080121377,0.02226370341663654,0.027424813008825707,-0.0010161980463626872,0.006736437943012626
lh_lingual-rh_posteriorcingulate,0.013753235090021776,0.021601582633185564,-0.012647569329347965,-0.04883205322202036,-0.04938386916830879
lh_lingual-rh_precentral,-0.00855921276867513,0.036503749039939665,0.03076399346667713,0.001202992114825824,0.010525911471357244
lh_lingual-rh_precuneus,0.004267744397212627,0.02859906374665917,0.02134741062683943,-0.008256186482242975,0.009343716371114908
lh_lingual-rh_rostralanteriorcingulate,0.030562002390217165,0.002710061010599592,0.006688566608038545,-0.046789300556225044,-0.008371781390853417
lh_lingual-rh_rostralmiddlefrontal,0.005162283414285121,0.026853204353436487,0.03447627649078143,-0.025128873109958833,0.010490550576076698
lh_lingual-rh_superiorfrontal,0.003175469373292516,0.03172218658310587,0.03279617298215104,-0.02621407518522076,-0.00233012420765023
lh_lingual-rh_superiorparietal,0.004949525914534528,0.023623945460992703,0.031885971964112796,-0.0023555706950738543,0.008301541016761338
lh_lingual-rh_superiortemporal,-0.005925362655896284,0.04788366676146519,0.012674333361692583,-0.017355224584834187,0.021635093252655165
lh_lingual-rh_supramarginal,-0.004619990644574962,0.038356796772671904,0.02479718435213993,-0.016983507219401724,0.013001727249358427
lh_lingual-rh_frontalpole,0.020528312880516954,0.010086383713619461,0.0204735964450894,-0.028682099827793746,0.012208764982727915
lh_lingual-rh_temporalpole,-0.00041240887360684226,0.03608586775851361,0.026215177737925113,0.004209990113499257,-0.03374514878068097
lh_lingual-rh_transversetemporal,0.020372390733745104,0.008099743690234446,0.015744931169952906,0.0020403368670121966,-0.0036661348384985242
lh_lingual-rh_insula,0.010417010600014688,0.029721247025282557,0.0007975185704085227,-0.033963807427272424,-0.025989764243304254
lh_medialorbitofrontal-lh_middletemporal,0.023993824924910458,0.011000904226483529,-0.0021231710055300344,0.026744906056000814,0.02584054262750232
lh_medialorbitofrontal-lh_parahippocampal,0.024062864493187293,-0.005828717255943792,0.02345420075657555,0.02212680785974139,0.0043029119623521845
lh_medialorbitofrontal-lh_paracentral,0.023317352959303178,0.02466494818917821,-0.03162194925760723,-0.026474310894318072,-0.009031226471203932
lh_medialorbitofrontal-lh_parsopercularis,0.008054673515979946,0.02482218919855503,-0.019782524211028843,0.0019120148710663509,0.00767846340974923
lh_medialorbitofrontal-lh_parsorbitalis,0.0012187120629858828,0.029180384666170206,-0.03201421607404821,-0.007350683906241822,0.020326454229192804
lh_medialorbitofrontal-lh_parstriangularis,0.01474422775914636,0.021526887581939935,-0.024263612795467127,-0.004724516636850317,0.005167252951558336
lh_medialorbitofrontal-lh_pericalcarine,0.005334586644841719,0.02260687523606114,0.01796263475728133,-0.034738788253370574,0.01931587831384297
lh_medialorbitofrontal-lh_postcentral,0.024603747830999147,0.022342009185477334,-0.02025023927034698,-0.01619602644183833,0.009766609004683935
lh_medialorbitofrontal-lh_posteriorcingulate,0.037828739742078524,0.0030559715938930105,9.542959403611148e-05,0.0288404609436779,-0.015167201256721826
lh_medialorbitofrontal-lh_precentral,0.0116326241994373,0.03282488927473494,-0.027391607930724857,-0.0009109571700783198,0.0063061162396102445
lh_medialorbitofrontal-lh_precuneus,0.020272073728729058,0.01838116341172299,-0.033476047947095654,-0.012884843879490519,0.0014280006201931334
lh_medialorbitofrontal-lh_rostralanteriorcingulate,0.046597602157005764,-0.007407109769366878,0.0030999627000315995,0.001122759998266215,-0.0069184952058943955
lh_medialorbitofrontal-lh_rostralmiddlefrontal,0.025787847894282682,0.007429653860792541,-0.01214736500078885,0.010630318700916288,0.01785895476215059
lh_medialorbitofrontal-lh_superiorfrontal,0.012706441530516959,0.017363542708198752,-0.004966816816215637,0.004928292108217347,0.004826434869267087
lh_medialorbitofrontal-lh_superiorparietal,0.01265358889663275,0.03267490417138989,-0.030129556824078047,-0.004034290206196071,0.03326964351312662
lh_medialorbitofrontal-lh_superiortemporal,0.008525099931593996,0.030486282761712075,-0.018554827785520492,0.008884458835840204,0.017648331098962036
lh_medialorbitofrontal-lh_supramarginal,0.015570142178919366,0.016898325977852957,-0.020412689237865447,0.0004451819748156917,0.005849771100601662
lh_medialorbitofrontal-lh_frontalpole,0.008733887678053765,0.014202528261953864,-0.026363907227422406,-0.042318916084845545,-0.0006632708130526994
lh_medialorbitofrontal-lh_temporalpole,-0.006883027273220402,0.03418008006795675,0.013894994970259287,0.018232887690147925,-0.04350844973311027
lh_medialorbitofrontal-lh_transversetemporal,0.035453093735944595,0.0004874219885515848,-0.008868542194485818,-0.015767394212207627,-0.018590522803729602
lh_medialorbitofrontal-lh_insula,0.013786070314773882,0.02104569252739321,0.003404516017204538,0.0098536291733333,0.007242762283770207
lh_medialorbitofrontal-rh_bankssts,0.021283096943412884,0.00910766149148792,-0.012706604165932497,-0.003141813555903178,0.009280359414011624
lh_medialorbitofrontal-rh_caudalanteriorcingulate,0.023191171247650282,0.008326080381884588,-0.001443004328309048,0.04342332464021447,-0.006786146424796141
lh_medialorbitofrontal-rh_caudalmiddlefrontal,0.012991343268361462,0.026986208669108808,-0.026731066409962086,-0.005788534580027956,0.008679123685766291
lh_medialorbitofrontal-rh_cuneus,0.006239240292089083,0.014573484713948546,0.038986678936445335,-0.04704602156054755,-0.034984867175316486
lh_medialorbitofrontal-rh_entorhinal,0.005155518154717417,0.013091895443495007,0.00365868330115468,0.001987457976667781,-0.02286978592109633
lh_medialorbitofrontal-rh_fusiform,0.02307559654563049,0.010417175785934206,-0.008540883155071517,0.005386689502756493,-0.004245722591298267
lh_medialorbitofrontal-rh_inferiorparietal,0.02262921685514718,0.014898036732935282,-0.03249749525340029,-0.007766987795560306,0.0007861097817921723
lh_medialorbitofrontal-rh_inferiortemporal,0.017577741992083843,0.012483841322143715,-0.010347734180921265,0.022532381163242417,0.022633845303848515
lh_medialorbitofrontal-rh_isthmuscingulate,0.00728598676078741,0.014462531403863622,0.020851964686984144,0.019564746294101362,-0.018705536199208988
lh_medialorbitofrontal-rh_lateraloccipital,0.017059849863247115,0.01915558677618968,-0.012099515550333093,-0.02449684496765749,0.01122477573579867
lh_medialorbitofrontal-rh_lateralorbitofrontal,0.023966853618075795,0.0052829977042193185,-0.0027037146583645927,0.010263428454760668,0.005513137766317384
lh_medialorbitofrontal-rh_lingual,0.006766837750288471,0.02709384896107533,0.02108208299977013,-0.034885926231217335,-0.01039897128182218
lh_medialorbitofrontal-rh_medialorbitofrontal,0.017735073684071064,0.009816528568744374,-0.021180197413528532,-0.00843400477110922,-0.0053363817622699575
lh_medialorbitofrontal-rh_middletemporal,0.02424206082569216,0.012402422956935413,-0.008532018415609762,0.0209425579015313,0.016200987786553735
lh_medialorbitofrontal-rh_parahippocampal,0.03012062397993149,-0.010671229893415754,0.025362670751453754,0.02078242426325591,0.001619939779713947
lh_medialorbitofrontal-rh_paracentral,0.027606967173169756,0.01347361978359255,-0.01503586897674372,-0.008986688951953276,0.000645446899527231
lh_medialorbitofrontal-rh_parsopercularis,0.006309692646912057,0.029286029453712698,-0.029334915648909977,-0.0030928213445827906,0.008803185181315261
lh_medialorbitofrontal-rh_parsorbitalis,0.0065935957129475455,0.019404814956340968,-0.022377802772954508,0.005394211092264662,0.029806335306551787
lh_medialorbitofrontal-rh_parstriangularis,0.009301568598354498,0.025161395561415927,-0.031530710936435134,-0.006439441237348487,0.006275751644794928
lh_medialorbitofrontal-rh_pericalcarine,0.002165673642588019,0.016147936551615564,0.02725832603855139,-0.030724381570649086,0.009146593389022706
lh_medialorbitofrontal-rh_postcentral,0.02003591483979519,0.02250146668392148,-0.015155759529596973,-0.011025534223892351,0.010201902619820713
lh_medialorbitofrontal-rh_posteriorcingulate,0.03408911735638249,0.005265591335484729,0.0017737940528951067,0.03529099046014488,-0.025811514834871447
lh_medialorbitofrontal-rh_precentral,0.013967403891575768,0.03315461045657646,-0.031423038567427126,-0.004222196819626478,0.009562381400702848
lh_medialorbitofrontal-rh_precuneus,0.020745312533925718,0.01623405659904409,-0.027942687933117882,-0.006156609103702246,0.007900165544710267
lh_medialorbitofrontal-rh_rostralanteriorcingulate,0.045093536058133425,-0.011674470706310504,0.0008969617905249432,0.00018913860105301708,0.007920617833166572
lh_medialorbitofrontal-rh_rostralmiddlefrontal,0.026922619665767093,0.006347446644362571,-0.008847417985887897,0.01401329746384267,0.02395061858627778
lh_medialorbitofrontal-rh_superiorfrontal,0.016110456166327627,0.013685841293319416,-0.007686877935581711,0.004064994574734216,0.006526127819818224
lh_medialorbitofrontal-rh_superiorparietal,0.011619516838294782,0.030246329581169174,-0.023964441231076446,0.001680581136734722,0.04339160970364977
lh_medialorbitofrontal-rh_superiortemporal,0.006324174455182338,0.035921963972835355,-0.02808667788870746,0.0047563771048297725,0.018057709853398978
lh_medialorbitofrontal-rh_supramarginal,0.013797331834764084,0.024786753721885567,-0.03325234665415989,-0.007066840733149594,0.00032286421071450397
lh_medialorbitofrontal-rh_frontalpole,0.013052617700350676,0.012401426518491613,-0.03073274979288377,-0.05062519856155984,-0.01939808126570616
lh_medialorbitofrontal-rh_temporalpole,-0.007740830127653988,0.03583126672992547,0.010771811309863604,0.01596465206036038,-0.049384609578058666
lh_medialorbitofrontal-rh_transversetemporal,0.035405812028393956,-0.00022137500937016082,-0.00743953848164336,-0.00775108026411895,-0.017707275735667136
lh_medialorbitofrontal-rh_insula,0.023422600221500004,0.010577046317724006,0.010583560041016371,0.01285279068857865,0.0022127695953210896
lh_middletemporal-lh_parahippocampal,0.012793880389790022,0.008873748355316397,0.0089233822584577,0.002804093816957368,-0.015183203012605558
lh_middletemporal-lh_paracentral,0.02817301693732915,0.006339491436842596,-0.005808606150196776,0.007192111398460412,0.027866832840084874
lh_middletemporal-lh_parsopercularis,0.024951497152217582,0.0045144355816429975,-0.0065195633755465365,0.013557454775379198,0.01766857477885731
lh_middletemporal-lh_parsorbitalis,0.008936157431705697,0.02862355387255601,-0.03289018958412091,-0.0017962468304391973,0.029767281811856033
lh_middletemporal-lh_parstriangularis,0.014253208663884425,0.01530253773413627,-0.013708139930674178,0.008850838080078357,0.020832695361676118
lh_middletemporal-lh_pericalcarine,-0.005210380750148308,0.02828157614915703,0.03291635636960628,-0.020471110153941072,0.026520332396636065
lh_middletemporal-lh_postcentral,0.02266037097888162,0.011874296280882211,0.015426442253694298,0.01938886225214548,0.04254553323376323
lh_middletemporal-lh_posteriorcingulate,0.019518779055083823,0.020712302430626005,-0.015487608141730032,0.026182526153853056,-0.03614024674981542
lh_middletemporal-lh_precentral,0.03294502505905845,0.0004186037886920404,-0.011378241082877136,0.008303257580158922,0.025350481089322738
lh_middletemporal-lh_precuneus,0.017941920139889864,0.01398409792181286,-0.0018575521496473296,0.013110385541103598,0.03338609711175318
lh_middletemporal-lh_rostralanteriorcingulate,0.048755874938713945,0.0005815431994150892,-0.01817663313681465,-0.018570459561730784,-0.031212354136054773
lh_middletemporal-lh_rostralmiddlefrontal,0.004845384007684873,0.02541104876661641,-0.015913251417923123,0.011026309775112198,0.015120752131868209
lh_middletemporal-lh_superiorfrontal,0.032542338403879906,-0.00026852534329280275,-0.004399256219886866,0.009642902259428786,0.019261276874330095
lh_middletemporal-lh_superiorparietal,-0.0005985576087081926,0.04092283989632794,-0.004353419507302297,0.021478656150929504,0.06428678310132421
lh_middletemporal-lh_superiortemporal,0.033711245505921326,-0.006493663503831339,0.00880820283902829,0.013357290796401413,0.02013143028005109
lh_middletemporal-lh_supramarginal,0.021921202121501143,0.006404477232617631,-0.01354908705947147,0.004369926613142719,0.0025150401184788765
lh_middletemporal-lh_frontalpole,0.025670561763284486,0.0011603679541205183,0.004680718986508928,-0.005958508659488108,0.027271478521481696
lh_middletemporal-lh_temporalpole,0.013882313627612112,0.007756437644806294,0.03040438313264787,0.030548408698596312,-0.024163675838152553
lh_middletemporal-lh_transversetemporal,0.0314602851528462,-0.00522595832458874,0.0018415703772302258,-0.020753503919271863,-0.021007984240419466
lh_middletemporal-lh_insula,0.0188811840712676,0.01208689148601796,0.00102794731540307,-0.003995738743483963,-0.0034204799653990443
lh_middletemporal-rh_bankssts,0.024663151249125152,-7.537114757391636e-05,-0.010800738865567334,-0.011985004130735007,-0.0016301351271102906
lh_middletemporal-rh_caudalanteriorcingulate,0.010241100450686665,0.030296507512790963,-0.02736110377991168,0.02245652165746595,-0.029169703376878055
lh_middletemporal-rh_caudalmiddlefrontal,0.010534554035350589,0.02806828462873041,-0.034748028959905475,-0.016794385161188394,0.0015721099101736516
lh_middletemporal-rh_cuneus,0.005689245672825996,0.009167146266554276,0.06773410184223115,-0.004905896935643612,0.004593342206803465
lh_middletemporal-rh_entorhinal,0.016053817022255203,-0.0010593357581611014,0.003307986503047743,-0.004442037066892309,-0.02799676598264918
lh_middletemporal-rh_fusiform,0.018911317854242826,0.01686182789184977,-0.020418413156521334,-0.02689287997424151,-0.03037880523398501
lh_middletemporal-rh_inferiorparietal,0.01358218341156404,0.018586154453384848,-0.02009548954173966,0.0020651058473867196,0.011586964849434339
lh_middletemporal-rh_inferiortemporal,0.017936260383469595,0.01722604418392455,-0.03832404527614936,-0.02270530040387314,-0.019070934947735978
lh_middletemporal-rh_isthmuscingulate,-0.007639099331569894,0.03185894981617027,0.014309493034480689,0.007927777948132219,-0.03742366942379647
lh_middletemporal-rh_lateraloccipital,0.0035963137914150245,0.02695844174522402,0.016409421549020108,0.0015494515448912127,0.034412659276768516
lh_middletemporal-rh_lateralorbitofrontal,0.025041631309021786,0.012492359506467716,-0.024048660708595244,-0.01922351795877259,-0.01995906448252994
lh_middletemporal-rh_lingual,-0.002707465807906333,0.03144441324878279,0.0349574270316355,-0.015448370111471613,0.0072775577866769
lh_middletemporal-rh_medialorbitofrontal,0.02731702978009524,0.006353272966595111,-3.5686359559614664e-05,0.024774834859592695,0.018751831905832014
lh_middletemporal-rh_middletemporal,0.03376176328184267,-0.007754199428749114,-0.004765859914597176,0.013039326759946823,0.01538079763924627
lh_middletemporal-rh_parahippocampal,0.015593041521771059,0.008737596615160128,0.0067198423595338525,-0.0036949919251285704,-0.019959005681209164
lh_middletemporal-rh_paracentral,0.025357710198575557,0.006022552025249453,-0.0066417746562164245,0.0025714866081693937,0.01110272277349222
lh_middletemporal-rh_parsopercularis,0.014782994650345108,0.021436002275574347,-0.026662872243630956,-0.004392362408843314,0.0026257132840205406
lh_middletemporal-rh_parsorbitalis,0.009110441996410262,0.024654205859837026,-0.02652701981267233,0.0023375830016192163,0.023841284463040634
lh_middletemporal-rh_parstriangularis,0.0010459999939708884,0.031066002063356902,-0.02916896596233951,-0.003312337973640764,0.010281679150024458
lh_middletemporal-rh_pericalcarine,-0.006879826176354724,0.021216436607842462,0.04025762684071738,-0.016766917367922005,0.016310495856809874
lh_middletemporal-rh_postcentral,0.01310928446154071,0.01887550347876882,0.007620527587500946,0.006765016036402718,0.02053209293787208
lh_middletemporal-rh_posteriorcingulate,0.01747577943823571,0.020738667484804862,-0.011329964809736108,0.029708081656791462,-0.04593479566347303
lh_middletemporal-rh_precentral,0.02317492288336646,0.013413851206806405,-0.023165765543164435,-0.004922500196009314,0.018332971437222654
lh_middletemporal-rh_precuneus,0.015168132434888296,0.015658647718065993,-0.003019407222405198,0.002798749760055841,0.018649165012809152
lh_middletemporal-rh_rostralanteriorcingulate,0.0419840164418004,0.003700502685815203,-0.028496330913460502,-0.028630443885922226,-0.02643241451680681
lh_middletemporal-rh_rostralmiddlefrontal,-0.0033806145336441867,0.03311675598044394,-0.014952439909639086,0.0080778780390189,0.010243921283177615
lh_middletemporal-rh_superiorfrontal,0.029080640868182503,0.00487375813458026,-0.011259470443968987,0.004001967434399654,0.013245167148667579
lh_middletemporal-rh_superiorparietal,-0.005157275072780538,0.04150222703957093,-0.005081480235134326,0.01818836443565871,0.060165258363179035
lh_middletemporal-rh_superiortemporal,0.031128771648268154,-0.0009290238965189737,0.0017475177832174005,0.01621550530391331,0.02799113727370625
