,Component_1,Component_2,Component_3,Component_4,Component_5
lh_caudalanteriorcingulate-lh_posteriorcingulate,0.01682089382555462,-0.0014156818121019796,-0.014309035061094435,-0.005164205359736742,-0.010749207840561437
lh_caudalanteriorcingulate-lh_precentral,0.01636514518995539,0.022932674719813487,-0.031901422940776414,0.032252620478160715,-0.01692667367425621
lh_caudalanteriorcingulate-lh_precuneus,0.02288887857117284,0.009684827851612213,-0.02166550662137455,0.026986454914664917,-0.016850836071186752
lh_caudalanteriorcingulate-lh_rostralanteriorcingulate,0.016291595220081292,0.0008096481092912885,-0.015459589837376372,0.013014299513601306,-0.009509004839591455
lh_caudalanteriorcingulate-lh_rostralmiddlefrontal,0.022615434634645062,0.008413285568764153,-0.011538045062185049,0.043408328144712675,-0.006056912056286545
lh_caudalanteriorcingulate-lh_superiorfrontal,0.018791575624580642,0.014939456612016504,-0.01567596309316099,0.049174824824706885,-0.003502997153898238
lh_caudalanteriorcingulate-lh_superiorparietal,0.01826857780890899,0.017304679036218643,-0.01771544424753091,0.03333368937461553,0.008452616266843748
lh_caudalanteriorcingulate-lh_superiortemporal,0.021575154884569295,0.017565923092382734,-0.019331107987502556,0.040022015150754646,-0.01176051410962688
lh_caudalanteriorcingulate-lh_supramarginal,0.019264599159741283,0.012378683994950863,-0.022808511497662692,0.0352502222362449,-0.016199897766189277
lh_caudalanteriorcingulate-lh_frontalpole,0.03226737268133024,0.00509589664977444,-0.016662323124134022,-0.005895304206134674,-0.007046451394183667
lh_caudalanteriorcingulate-lh_temporalpole,0.013907848645241503,0.02238583037609508,-0.0019606109584169103,0.017571612278058854,-0.049762715714382545
lh_caudalanteriorcingulate-lh_transversetemporal,0.022486484805384812,0.0018466680090307398,-0.010347615156889749,0.020092065057332166,-0.010921019582870835
lh_caudalanteriorcingulate-lh_insula,-0.004768959809808137,0.03974772562553152,-0.048240108706171195,-0.012987655681546754,-0.03971960347300898
lh_caudalanteriorcingulate-rh_bankssts,0.01144396373173264,0.02113379400454781,-0.03144495103392099,0.020324733502724637,-0.011623709223499453
lh_caudalanteriorcingulate-rh_caudalanteriorcingulate,0.010404854862708817,0.0024867717474813277,-0.007297903602515899,0.0038548739278877193,-0.007651655557936402
lh_caudalanteriorcingulate-rh_caudalmiddlefrontal,0.011095898416022027,0.023416667132369357,-0.029313248802949533,0.036286798837551246,-0.005569102812110636
lh_caudalanteriorcingulate-rh_cuneus,0.03227330647321694,-0.01920808134412605,0.04438097934343077,-0.012615418698985997,-0.017828594196111085
lh_caudalanteriorcingulate-rh_entorhinal,0.027880213456831015,-0.004121839041995409,0.004684054652803779,0.027814157972329667,-0.02157550950250328
lh_caudalanteriorcingulate-rh_fusiform,0.016049324232348873,0.01304011582684651,-0.021871317781895716,0.0368120573131434,-0.00894707241179402
lh_caudalanteriorcingulate-rh_inferiorparietal,0.02328896190432465,0.007740308267240839,-0.01640725701606163,0.04493197430267071,-0.003091509752205535
lh_caudalanteriorcingulate-rh_inferiortemporal,0.02208437276112747,0.009076478367595954,-0.016562165649436415,0.03493082830002878,-0.01415833228604868
lh_caudalanteriorcingulate-rh_isthmuscingulate,0.02389539878966975,-0.011474387492555202,0.004357972587300495,0.017086105605191134,0.0021601991866263427
lh_caudalanteriorcingulate-rh_lateraloccipital,0.0318192311698977,6.64444458664574e-05,-0.00680545382786807,0.012806814458717427,-0.013056409157565962
