,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9
IC3-IC14,-0.047598164910113275,0.007861846841811414,0.013689700433177241,0.03214852828304046,-0.009922382049090295,0.07221003143921707,-0.024782106202473748,0.004105577103033261,0.015947836257030838
IC3-IC15,-0.028436452095831455,-0.014669554074273585,-0.03867440172820623,0.048718374304494313,0.0046396075779527495,0.028128985570489557,0.0020238355643831633,0.09006461753324042,0.06935682822966982
IC3-IC16,-0.02680329622058183,0.04896717604329241,-0.025024215272296212,-0.017111357949123898,-0.0069016935106256515,-0.0025144436181799615,0.041183089466191,-0.006345635007542638,-0.0072729065684478894
IC3-IC17,0.004960858887381969,-0.005499164759751845,0.09110425175735751,-0.0009878915776580831,0.11374969754019423,-0.06702855717594948,0.0716521298305123,-0.002615443965198007,0.0016667887015896748
IC3-IC18,0.014998853814221941,-0.0995004929189856,-0.06183960517884965,0.03249508829173493,0.04133620222563871,0.05714558559761751,0.02482805724077937,0.03552824495691718,-0.09005250988689752
IC3-IC19,-0.07744866998591989,0.16044727138050202,0.0024595640811575963,-0.011206129400595973,0.010804302246476952,-0.05230557892034182,0.035685059468327535,0.04728031060775723,-0.05885608486681219
IC3-IC20,0.03194734862018444,0.011014974674661056,0.0001953224779189729,0.04427511635383052,-0.05025645349102945,0.057144297428418596,0.0002325103953657221,0.10885715891670293,-0.09014956713431918
IC3-IC21,-0.004312026581695697,0.1153614272169965,0.05117848452875961,-0.14797423224837522,0.0701142482913018,0.06393129037875535,-0.025715123631812213,0.12360800485117387,-0.07122112144393142
IC4-IC5,0.11699646181863119,-0.08937852007728707,0.016696729897399187,0.00994772348603377,-0.04020185373867221,-0.1681201506461467,0.08651664006416354,0.08924491692883764,0.0469454439998823
IC4-IC6,0.024789296491998968,0.07817295910381454,-0.08251619622784134,-0.025178221355386048,0.10774492192218461,-0.02227735770386812,0.04868016612328729,-0.12168486134696625,0.14816223304428675
IC4-IC7,-0.0002004444338034379,0.01213129426060472,-0.08028169857617418,-0.038002858343176696,-0.04200688660374401,0.10895512623849574,-0.00236828589213304,0.1000405729156262,-0.03453270378533045
IC4-IC8,-0.008215089226714895,0.014740289865234226,-0.11889124426181867,-0.022983687371923845,-0.016532419478160913,0.1439235635613748,0.007440948009971186,0.12032921444225232,-0.004855350107528098
IC4-IC9,0.04917383695627531,0.05337799844768545,-0.0700508054524497,-0.00853365792038216,-0.003071657520119246,0.00864887323557,0.060030590827146145,-0.011607289763826297,0.05696683485436912
IC4-IC10,-0.010815422900258952,0.00979213904927496,0.07374409316395639,-0.04938007857011939,0.18331106778040998,-0.059978785243767915,0.06586171503319943,0.004221239256725938,0.030326131587042275
IC4-IC11,-0.0018724192074404387,-0.09496940830572116,0.09497700022015834,0.107343325307495,0.02224493645488762,0.009864709036982165,0.0285289274895082,-0.02903965623167889,-0.09187455073999103
IC4-IC12,-0.012352111411977318,0.20343780480848744,0.03144083656611358,0.02422351015139201,0.002259780362790507,-0.011910775075383422,-0.028646164362297357,0.04816690219404505,-0.14234466779802335
IC4-IC13,-0.05822686591126362,0.14008688415569873,-0.047162678451583624,-0.03446953490451105,-0.06987707538366934,0.009662482949055608,0.031557743928521016,0.1183651172846032,-0.03062076172544538
IC4-IC14,0.01377751028195372,0.0710660616703828,-0.07502472036696332,0.011025627754795422,-0.008217425682683722,-0.002094127460276936,-0.0643240456379383,-0.027543303153600988,0.04983838815544266
IC4-IC15,-0.06209936546664262,-0.032288533209251256,-0.0464565594419718,0.06387871484013996,0.05039409073755986,-0.00033735779414411726,-0.07830693017817114,0.025945771709826454,0.050444589610940706
IC4-IC16,-0.015928947063356416,0.01950695170736262,-0.03936539550016513,0.14416989518174309,0.08171805619363293,-0.002714312990131592,-0.02658681002968765,0.033155126390632,0.06964308652610078
IC4-IC17,-0.016917711866036404,0.030059803091336868,-0.004223768659867297,-0.08105842056559942,0.13853686558589207,-0.04580473857487121,-0.0525961941238583,0.008960297435056492,0.020146206468630263
IC4-IC18,-0.029256156042191003,0.04444050038806303,-0.1147209535951642,0.12806121858623742,0.04035718808466284,-0.04918509504391125,0.05417896283551547,-0.02837604441852161,0.021923171353066134
IC4-IC19,0.000514133958366921,-0.012614310878695445,-0.00677874180927121,-0.04382912764344101,0.0537460908483841,0.14583299296649935,0.03968185950078108,0.08796124980373929,0.02130059919442902
IC4-IC20,-0.03184537796671068,0.04662300710124435,-0.018738167418264447,0.174634719334678,0.06971078764752206,-0.08385993755984533,0.030433370446484153,0.09698996243214891,0.0379508432231935
IC4-IC21,-0.00024586822855834315,-0.04244620258029343,0.043089205046937765,-0.0340928959393136,0.1181453085936455,-0.05176014607767235,0.008761797434336112,0.059534910474713626,-0.05575829877389681
IC5-IC6,0.08850749510029966,-0.05550853836067687,0.011284924109809273,-0.06433801497996251,-0.089579914816838,-0.0967272210337601,-0.12843868885348755,0.08438922875674978,0.0009430406856075422
IC5-IC7,-0.028714312092371387,0.04058465087621178,-0.08028991050599048,0.03727227716411157,0.051406437453297156,-0.0459518938450403,-0.04875238750109522,-0.018764222266334337,-0.0018388402307855877
IC5-IC8,-0.018064830045958834,0.07988493896663794,0.0071517675897723116,0.052401366303839986,0.011960259254588558,0.02677293352165218,-0.03474057942914466,0.018565505169705992,0.010779421080497337
IC5-IC9,0.0007612149522134339,0.05297118185139109,-0.09982611097618185,-0.028819891509647342,-0.04872905704369786,-0.009037523804671328,-0.08819578511798785,0.11359248264268662,0.004277074288776635
IC5-IC10,-0.021671421850317618,-0.09752829243877252,0.12408816595560823,-0.029832045053047856,-0.059983645243805714,-0.015741326647655516,-0.05820357533451821,0.02340805125476402,-0.08481331041406157
IC5-IC11,0.04173714769589022,-0.014195264489581659,0.02340692657218568,-0.11263188235686941,0.07091578372643816,0.06853363171738427,0.0479548932517282,0.12577368637255149,0.049986965807843994
IC5-IC12,-0.016931346109276456,0.01460881919186401,-0.09322857329378405,-0.04939244234551425,0.04836447283590747,0.13336240424067677,-0.04272140448372763,-0.008579802747077451,0.03675133616417642
IC5-IC13,0.03545181523818273,-0.04600167310668318,-0.015658369497324603,-0.018961550230505983,0.046102378911092944,0.06498491608667552,-0.02006395180846531,0.027262796244989004,0.0011413254928398908
IC5-IC14,0.03295265354004577,0.01644239977887043,0.029763868565792693,0.008769431509987458,-0.04860876527396984,0.027521359570928206,0.007807585546795765,-0.03559708241633437,0.05301176668035648
IC5-IC15,0.06522029664563998,0.03223250755201651,-0.0331089436503116,0.060046318801625385,0.006287510770104812,-0.10653018470038185,0.008274530699818492,-0.041505510021871826,0.009364301707058945
IC5-IC16,0.029867495336576278,-0.008480025293809992,0.009448560102427573,-0.0198331869582416,0.03978980985341999,0.1215369922604797,-0.05504166232451923,0.036678051450816276,-0.0010503723813646165
IC5-IC17,0.006962470322029803,-0.019662435126914433,0.07686284337438251,-0.04882080311185656,0.019394832409184628,0.01243172979392753,0.031219679025983334,-0.005446296656530556,0.031025216106984537
IC5-IC18,-0.07455823554103062,0.05329538981833693,-0.015075927459697663,0.16165115222631482,0.0874813119487922,-0.11822806360547788,0.0846744134919421,0.020799865609878315,-0.09663859787312686
IC5-IC19,0.05831866064440819,-0.06896489949236152,-0.04884267109941354,-0.015301728068752922,0.026880491167630492,0.0361452392835766,0.05823569108786986,0.02666090166382641,-0.04749460557388849
IC5-IC20,0.1391628619588048,-0.039349207752471665,-0.031702734433548416,0.011263116056163402,-0.0412758975491736,-0.037386228780962184,0.07341745248691693,0.09056513588813449,0.0022127826434101524
IC5-IC21,0.08898731968367811,-0.07279719046915657,-0.02197791673388931,0.007069651632402246,-0.09237668795001723,-0.02252564345956879,0.05295583804970526,-0.01756455476525784,-0.03394496394121341
IC6-IC7,-0.0753090100627925,-0.0854323579762497,-0.03320242535074008,0.1145655550215271,0.033168440921529395,-0.016144213478378883,-0.10935132444125899,0.15521288931854185,0.027346538488792933
IC6-IC8,-0.01640321480699717,-0.015643368150533073,-0.0897050782293093,0.01924740490170685,0.02815831586923053,0.09186255509939756,0.054181758850498966,-0.0022640717283683425,-0.11476897134630383
IC6-IC9,0.010677292513963958,-0.10195945458161422,0.045232279083165836,-0.0120866069771154,0.15494553354185872,0.08396559651985272,0.017240099384929698,-0.03362372306296499,0.042560805053383624
IC6-IC10,-0.021809313373326752,0.031855898387143144,0.024903680203548762,0.029495993159758288,-0.003431977457425048,-0.03753329164484249,-0.19780309070765018,0.013526944367294463,0.07018152335178869
IC6-IC11,0.06297945695979924,-0.05147104740169708,0.0012589737792467245,-0.04417734958113628,-0.04140464023753588,0.055903910863564506,-0.02219336028665087,0.01825679444503837,-0.1336077129821659
IC6-IC12,0.03970560120890264,0.06240413789227734,-0.08087469282282277,0.012078979744173938,0.003949967447266328,0.02664807535598633,0.03588278634336906,0.04785760672282442,0.008611967668159025
IC6-IC13,0.009944714508930879,0.07096832382807347,0.0060141336734172235,-0.03723257183437012,0.01579035838998096,0.04848042293336889,0.1431327895878251,0.02984649700728838,0.00733853003087678
IC6-IC14,0.061278941476581625,0.05613223530064377,-0.07536074683802109,-0.0472451062048651,-0.004747051893332397,0.05404645953511746,0.010279383165150938,0.054794817065599064,0.017707071162550127
IC6-IC15,0.0036971311235991333,-0.06726002898997334,-0.06334939933918055,0.004005732136017283,0.05019703057416551,0.0755887711971059,-0.04973743966890674,0.03085895798513248,-0.1569675669148621
IC6-IC16,0.09053091849756624,0.11102181958693207,-0.14340950482167217,-0.04208962797395434,-0.06929421902647505,-0.1132905425915419,-0.06242367897605478,-0.05853291012966462,0.08194857250881254
IC6-IC17,0.09780879904095406,-0.17833637846461334,-0.012654874606705589,0.03171602778244874,-0.037571987626529635,0.04211681002417744,0.04042662509345222,0.05697395028708684,0.09792160385137563
IC6-IC18,0.09185822706967778,-0.14596923987053081,0.022345043556223958,0.0432100937780603,0.04314653704378231,0.0386020132267242,0.03368065957082715,-0.0070487311729969014,0.06957858360419093
IC6-IC19,0.04174518168728723,-0.20241238134103998,0.05731747149722495,0.08169591914624057,0.039304526174296535,-0.015154536974816337,-0.0039866392603226265,-0.03079845198576776,0.08513524049180249
IC6-IC20,0.12542049590590537,-0.011591304185857918,0.03847160741396435,-0.09080443638581662,-0.0740809884618679,0.0027631480653255757,0.06361145451200781,0.04018194937411903,-0.1396993874864809
IC6-IC21,-0.0420985580584479,0.07058889007040925,-0.029667127468372464,0.05501761299613822,-0.03192833784989052,0.009679791123338635,-0.06396896875151359,0.03400277112352219,0.21756830943981184
IC7-IC8,-0.05632388516441328,0.018279036829175338,-0.09847196036761703,0.06818481708693074,0.03215066329713723,0.025309323484178678,-0.020738926272933892,0.017379419668433264,-0.008405992047977286
IC7-IC9,-0.04462378252568209,0.03492035277608026,-0.026182853125666258,-0.15290907195227063,0.10710797218623692,-0.022629370546854884,-0.01244785975390444,0.1001526658370208,0.061006507278364736
IC7-IC10,0.017707816576380847,-0.035528555201544985,-0.12005459122393898,0.0029506777241602934,0.0005976830178741467,-0.05243974819259635,-0.04400244994896708,0.0857745151046041,0.026508679817642287
IC7-IC11,0.10494872975878225,-0.06419241606852098,-0.10325378974606969,-0.005437732769080888,-0.02533062886806931,-0.05584648325227599,0.07570964408649206,-0.05518156518572629,0.02590234492069576
IC7-IC12,-0.02675422570626432,0.017363607248252883,-0.055138863221765304,0.006329699838057524,0.03902540977919206,0.06069641019462088,0.0005238983483603301,0.10894986908126145,0.12055969829797278
IC7-IC13,0.026488026043376925,0.05609846762315319,-0.1377615920458447,0.006049457471792213,0.03058854235632554,-0.014436219511302252,-0.00747421233723758,-0.02839298146982015,0.011390703773782512
IC7-IC14,0.07614052291132177,0.00036529756015037096,-0.03439680488532437,-0.14103484757429724,-0.04797347128748703,0.029487133301339008,0.09369689787928302,0.08065184073675608,0.1145533285187612
IC7-IC15,0.04642748041700246,-0.029835696918034744,-0.042710220074924005,-0.10670454807599224,0.1341876295941299,0.04889708132729489,-0.0677205387598727,-0.06407959542501836,-0.023310730787060304
IC7-IC16,0.006168916190375223,-0.006148546548407274,0.007353786156248925,-0.01923035196722048,-0.06683678899054811,-0.03414717239271787,-0.004968326486352534,0.033414555252088904,0.07158044167382033
IC7-IC17,0.07111271154570212,-0.06835679127197991,-0.09354808078154753,-0.006594346252008391,-0.06879101737823166,-0.008016846414912793,-0.1114307209517785,0.006769912632433549,-0.023818703626107534
IC7-IC18,0.03644951951584626,-0.034472376845487325,-0.03753163989772735,-0.024938580037456377,-0.0518033937761975,-0.001655669226880646,-0.07603797184573971,-0.05186130870554091,-0.04602620615366924
IC7-IC19,0.10304815118146302,-0.014572268079309572,-0.11587325443869183,-0.01321890699317015,-0.048898399606455666,-0.025568377031856736,-0.023467275061380535,-0.034398066625416994,-0.04825572323597296
IC7-IC20,0.07039885899742916,-0.016079624932760786,-0.002345355942417358,0.018896097415199188,0.0013813787090713972,-0.04233201351765692,-0.017045996893908906,0.062282490108417236,-0.04048901757837908
IC7-IC21,0.016385421929652495,0.00297027673812023,0.014467030869408832,-0.08650150535850941,-0.05795785821805034,-0.08433584412407624,-0.010219493993331597,-0.06147845552528824,0.06566524050727508
IC8-IC9,-0.10498173561586097,0.010241991516466147,0.06004996228530479,0.1039721544163591,0.0399353161957272,-0.05570436686675569,0.15493647977076233,0.07169491798589626,-0.055486321635395935
IC8-IC10,0.0663604144556514,-0.013282403620589222,-0.10116846262545184,0.012692223759655613,-0.06535606708914538,0.10669949992293876,-0.14299619520049373,-0.11347295809846765,0.03348052366956892
IC8-IC11,-0.01988897917401171,0.10547119340481964,0.08814821451957551,-0.09390591294006083,0.09773121159282994,-0.032769024997309465,-0.10556522260469876,0.022520565594256452,-0.05453484826658156
IC8-IC12,0.04609265869388519,0.01902755332313541,0.002070303384736821,0.021318927900933326,0.08603511771471441,0.0913437205033624,0.03010464453311643,-0.07113126219496725,-0.16748551332311948
IC8-IC13,0.011783445484658542,-0.06069668004667854,-0.05504663834488257,0.0036468411082717536,0.1173089776191918,-0.010505027767259333,-0.050425373460566816,-0.08995550933051807,-0.03732959487802315
IC8-IC14,0.03127561774554368,-0.0348507263209376,0.006067735190251385,0.05467198917940107,-0.04067422286506731,-0.038625612496608175,-0.21305571917321253,0.11355856531187646,-0.018830878435591954
IC8-IC15,-0.05162158406056469,-0.10273688551043068,-0.023350398897798327,0.05494506017659747,-0.013227135753871584,-0.004197785323243132,-0.033702838121368164,0.08824846040054418,-0.003553154252256114
IC8-IC16,0.03807062034082451,0.05248973025664667,-0.06354960852783338,0.0717429819313749,0.014004608410729553,-0.03778946706131788,0.06099895890558904,0.05020362442024254,0.15107807430738346
IC8-IC17,0.045421901017569564,-0.06001989987815026,0.039335668207482105,-0.13298599809521472,0.12003419944563316,-0.04810841806759411,-0.04000952347122377,-0.06941923339310965,-0.003672387371975055
IC8-IC18,0.09715372611690375,0.01595162717624777,-0.141752279614253,-0.010841803696099706,0.010221207531165703,0.04655612124978131,0.19244872464116175,0.023604917651736595,-0.06126582706487243
IC8-IC19,-0.062233392637724656,0.09933053232352787,0.004663924168859196,0.02015579617560603,-0.01639082709937445,-0.056258736444598056,-0.043850496680347656,0.025740789138338754,-0.057966374238921835
IC8-IC20,-0.06183384814688128,0.05642872253428831,-0.022970961943678113,0.08779867738507488,0.03552010470983398,0.06729671891701712,-0.11582013140415527,0.03405314475869611,-0.10550521192458433
IC8-IC21,-0.024205964711678348,0.11017808725697409,-0.0011948986127835375,-0.008202950391092482,-0.10306547681921086,0.00020233108597196597,0.06429213658249107,0.12539855265517336,-0.10319298479011593
IC9-IC10,0.01545090436701463,0.05071300242007901,-0.15287019115828282,0.03141781770484337,0.015190751508594762,-0.03711740538691844,-0.012780980698129106,-0.029017267437072756,0.05165665097483668
IC9-IC11,0.04465725944158311,-0.028461375344215143,-0.12011970699083706,0.024943108834449335,0.04797219020757179,0.04482094430004747,0.07637156240507825,0.1338037917416942,-0.05766619583791779
IC9-IC12,0.027807630490474324,-0.12868796707170468,0.032598174657139094,0.04601874497039591,0.04848480366958164,0.03171978443364634,-0.010162146656233296,0.003565410764331084,0.11863662928187813
IC9-IC13,0.02385183046262834,0.014060409092956291,-0.07729027832033226,-0.026115888400950405,-0.027606592497303146,0.0653859090118987,-0.003960260500667218,0.05724635745968067,0.04090217741111164
IC9-IC14,0.07140011934761067,0.006605247803778275,-0.011369452525780978,-0.011928634809213396,-0.095817737129083,0.06540279826660207,0.0127848569300742,-0.04113340220112984,0.010488029042095726
IC9-IC15,0.05412928749606924,-0.10001152718291882,-0.024366656455113392,-0.005037210414766505,0.03616246709095627,0.05976779188253318,0.03872537231821896,-0.034371780630611956,-0.013081787748484246
IC9-IC16,-0.04052047008606332,0.04510194232994624,-0.05539962863919569,0.035974425004186336,0.047977646937720865,-0.07901135535265275,-0.08861254419030314,0.09445308492663887,-0.019370456445593272
IC9-IC17,0.030068584109714944,-0.09162665870680446,0.029957972916414784,0.014195541439035104,0.07162590172028004,0.08273889574025613,-0.053102965031359584,0.09355430372587802,-0.08318051113722522
IC9-IC18,0.021492411999294928,0.0631601221111444,-0.13602678761534331,-0.027206091415973386,-0.020653913515379926,0.09693562879506941,-0.0064183924720377355,0.023258690845901705,0.0646909199301612
IC9-IC19,-0.02187505391336799,0.022246456663620073,-0.1350017921157648,-0.02947203898781844,0.08378039609544774,0.11314504751798769,0.06792341986658078,-0.005460275548172978,-0.11285248593870935
IC9-IC20,0.01888072260141542,0.044585215688118233,-0.09080192336929595,-0.06231679939762632,-0.0329411811492577,0.03161508145010439,0.029986637292284506,0.015232011531715235,-0.051280392417961417
IC9-IC21,0.05897658645890777,-0.019113645545757493,-0.07097418527963631,-0.07342838102283283,-0.016370114424629913,0.0641889646797432,-0.026388956966425046,0.05175941377340748,-0.042749633793369324
IC10-IC11,0.03238081310363263,0.06728988271755575,-0.20091759308698476,0.02957250959168793,0.07935022357412433,0.062005716732725,-0.07736181511446233,-0.013960858995469833,-0.019050972156533785
IC10-IC12,0.11257661485952601,-0.14944035839939035,0.006753101271020676,0.056794967915720654,0.008319666367305752,0.05298819041512744,-0.033903604250341925,0.0487203540019803,-0.03404202690053144
