,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
rh_inferiorparietal,-0.0829614093249083,0.16232132962629875,-0.037027107086283775,0.0032501266972303853,-0.06502582766863745,-0.0636746183047091
rh_inferiortemporal,-0.17068135828069728,0.12546061188023672,0.02676841494349575,-0.1506561729549226,0.11918107851662983,0.11191854987603939
rh_isthmuscingulate,-0.012189825372497931,0.04415306272782227,-0.11209284451907627,-0.138710735838211,0.02869336957931329,-0.12902680266157227
rh_lateraloccipital,0.11498166883667153,0.10114785807712309,-0.21503488027048415,-0.0035866102243704394,-0.08784072792425435,-0.06440205432675875
rh_lateralorbitofrontal,-0.07382776035717163,0.1414001304799628,0.022910679771606622,-0.008903551659113098,0.0953597466454676,-0.03196577704082631
rh_lingual,0.18535240877352754,0.0869846336127897,-0.1980996968345702,-0.07099609781662553,-0.028043565121590907,-0.07960114239760938
rh_medialorbitofrontal,-0.0646930685724834,0.14914029229950804,0.02760813078906239,0.008671897939989149,-0.003500421504032002,-0.08197709841355418
rh_middletemporal,-0.0935795266471658,0.16266927616880225,0.0951139261862099,-0.04452024633805736,0.1704146823941561,0.046363562522839734
rh_parahippocampal,-0.06665277547910362,0.08533867794293372,0.028367452291340974,0.10781593004998784,0.08769846300386816,0.2206290309815512
rh_paracentral,-0.059674924234404285,0.11144075234829987,-0.04756923606213635,-0.005126628258734228,-0.21762503879065775,-0.07913190875788882
rh_parsopercularis,-0.030164761747430453,0.11220744349948467,-0.009787266833031903,-0.00941422276105991,0.03085300991436448,-0.03961287914545557
rh_parsorbitalis,-0.07390845984944956,0.11403785259081324,-0.02049120550170575,-0.06753555163945875,-0.08993412696808689,0.008811496352475719
rh_parstriangularis,-0.047158464337975235,0.11909944807895717,-0.018739922772167187,-0.05414763365704001,-0.02662440712297211,-0.07924319644889295
rh_pericalcarine,0.22829453987969783,0.043158909474313445,-0.22155714090284478,0.07680832755960006,0.03025686658661087,-0.13749281581666833
rh_postcentral,0.04973957663545135,0.1168321926748839,-0.04896742219049995,0.022750014267635545,0.02166077840154674,-0.08992126420059589
rh_posteriorcingulate,-0.05056514616615251,0.11619637466675989,0.10325308451889213,0.30891160168195503,-0.04412601441128107,-0.006694160692670535
rh_precentral,-0.024246420261371523,0.13009374042496732,-0.07859032215784917,0.049600572327528125,-0.13344521473388818,0.04679100331907059
rh_precuneus,-0.0457851191124564,0.14677294673101482,-0.07870734006495639,-0.08855941485229842,-0.060447921139330445,-0.02301660845713275
rh_rostralanteriorcingulate,-0.17241983881861597,0.08005691075948955,0.058657739840341415,-0.11143792479036307,-0.1794077949054424,-0.07373153254946314
rh_rostralmiddlefrontal,-0.021318691499160446,0.15526908355791502,-0.06023047784473893,-0.01807211488241878,0.011632780858483889,-0.039392601490035435
rh_superiorfrontal,0.077839652277153,0.18538969120275162,0.006385309511365566,0.2689278851960256,0.14958940224397338,-0.06160794308018624
rh_superiorparietal,0.06846161432809553,0.11766788552614921,-0.10300290167665221,-0.04845342249623603,-0.001696745484777779,-0.026850378591837483
rh_superiortemporal,-0.023570516029393203,0.13030907898525776,-0.005186457654432905,0.009070371981071716,0.3314336395973037,0.10942634420891895
rh_supramarginal,-0.08735748484075576,0.12989288292926873,-0.04868633679655617,-0.023737769391438488,0.042219733030774816,0.005708092803785824
rh_frontalpole,-0.030722300361043196,0.059588253633411484,-0.10580610087367356,0.019156772184757778,-0.027351451237391716,0.08923142135844021
rh_temporalpole,0.05073973916969058,0.08814308273397928,0.013349066903127734,0.11085144778252334,0.08438560635313641,0.40849588349526794
rh_transversetemporal,-0.09237868543669034,0.07048547379874916,-0.016486353135373465,0.021540303180606162,-0.11628994679542072,-0.09122868668511457
rh_insula,-0.031215487133622953,0.08090476082153059,-0.010783760352331242,-0.18496832887722434,0.1908019296258787,0.0369556646798687
sex_1,0.05702207312145663,0.07422960653341071,-0.05967785621075078,0.030278881042121435,-0.008186815063175671,0.032124181805784253
assessment_centre_11026,0.03033611721201295,0.022507691493536822,0.05827097030467812,0.23738176452749984,0.016275229762825395,-0.038959605126881416
assessment_centre_11027,0.030775677086783037,0.014581985160855512,0.038967170885372736,0.00032699334620214,0.22242423232275155,-0.01981334033379849
