,Component_1,Component_2,Component_3
age,0.745993858729356,-0.07006626083900766,-0.026088701222508736
sex_1,0.6587824955769601,0.1774836324813428,0.13489220710607763
assessment_centre_11026,-0.04744811341637744,0.9549697597234472,-0.25472284081523544
assessment_centre_11027,-0.08513203153163361,0.22720703621804567,0.9572041300044289
