,Component_1,Component_2,Component_3,Component_4,Component_5
IC4-IC5,0.12024485275065422,0.09801801434421918,-0.030188844714197645,0.012320805720263854,0.034095999633709545
IC4-IC6,0.014256466523341657,-0.01936696598581606,0.11682622542475982,0.06974031821524666,-0.05330429669986804
IC4-IC7,-0.006215708246607605,-0.03241454299644397,0.009357151244018381,-0.015702060484389758,0.03559290441404966
IC4-IC8,-0.043057362029646745,-0.006227543413763798,0.09064387618329356,-0.07583619153924133,0.031151330371048468
IC4-IC9,0.05014264532961791,-0.04639974254523199,0.026708246114931732,0.03536227756381493,0.011186653884088883
IC4-IC10,0.05204280394148793,0.010641774163249414,0.012461610244859117,0.08634295806021461,-0.08793792754752867
IC4-IC11,0.013711635652387137,0.07121118605362878,-0.07584385054231776,0.030060928596453443,0.12044294743708814
IC4-IC12,-0.032734119160539275,-0.18666903767074527,-0.0033183140184146346,0.08969354492038646,-0.023521330159218878
IC4-IC13,-0.07679596209853774,-0.1451148555729221,0.021514315653148246,9.094699113266468e-05,-0.038663882412632675
IC4-IC14,-0.06310101531480158,-0.021547558695467543,0.09318305721509579,0.03382673372411819,-0.0006271165012316236
IC4-IC15,-0.06097846894793463,0.02814541748091083,0.04801107372845954,0.0004707563414603373,-0.1098324509893798
IC4-IC16,0.09647828253012063,-0.0635632138586783,0.016481067521544837,0.11541693999252436,0.142132201858742
IC4-IC17,0.04054757249597295,-0.0088574092270708,0.06428945109525676,0.08287371007869535,-0.08231390674140235
IC4-IC18,0.04783219505768035,-0.052810557921681045,0.13642949543754235,-0.012441018151550976,0.06506888037761054
IC4-IC19,-0.11391133242630859,0.05652211276695759,-0.0005225666906313181,0.09408762623959202,0.055597340735586295
IC4-IC20,-0.008080715354859436,-0.058527568027822954,0.015402657207616731,0.18445576205690542,0.02075550879002463
IC4-IC21,0.019987485764032184,0.07072436298855198,0.03642574572185668,0.04518792103339787,-0.04875003672633232
IC5-IC6,0.0764763155324179,0.06133655251291657,-0.0418975392680642,-0.04413172866137016,-0.025321172076243847
IC5-IC7,-0.056524245861158506,0.00755208282572476,0.1436781733831006,0.018098551573150424,-0.03143214629823874
IC5-IC8,-0.0030554652444102683,-0.07739458447336543,0.027356099969302005,0.03296680390371459,0.15506361045195952
IC5-IC9,-0.010051635125650448,-0.05850841164260144,0.04880666734770724,0.0283605933788193,-0.05845916242951284
IC5-IC10,-0.027950636933461913,0.06809420804844285,-0.13178737002508364,-0.06429757479984921,-0.1076745294975725
IC5-IC11,0.034133616283748315,0.030070989856371036,-0.01911118502937337,0.03656773609567552,-0.004692795082922077
IC5-IC12,0.04841970333207884,-0.030204391069229144,0.06903922042949244,-0.028519994539385935,0.027631712241124245
IC5-IC13,0.022461620177385767,0.04243168993181348,-0.01195707805445408,0.021400063969522834,-0.006143473728384046
IC5-IC14,0.013233005525982626,-0.008267897634448945,-0.01702205898920285,-0.07496697068092606,0.04655933220447745
IC5-IC15,0.15010552847950462,-0.037915739454521584,0.05695457494291915,-0.05871315125096787,0.0199284042274094
IC5-IC16,-0.0090110660960696,0.03669352215968433,0.012587206916378067,0.002966681350460459,0.11955131473899748
IC5-IC17,0.048045765162202006,0.0011280864647447402,-0.04244004410885628,-0.08689642579985014,-0.01978297072070295
IC5-IC18,0.06199038771532744,-0.1077175431721339,0.01848465440776109,0.14107206417515114,-0.022298434019307072
IC5-IC19,0.002923251669412512,0.11511264124217355,0.08356207689720746,-0.06885431216251728,0.03013719720665844
IC5-IC20,0.09290623456823338,0.06228677563743925,-0.015150489590653989,0.03554242977600805,0.08354913437490662
IC5-IC21,0.081330644951043,0.04689191896340842,-0.07884676784918604,0.009780765205510359,0.08418457353343389
IC6-IC7,-0.034112674763608276,0.05178574208925053,0.030886967791684514,0.015248180998571411,-0.07935848137300025
IC6-IC8,-0.12195568967371412,0.06196783022692395,0.07634452572074789,0.07002890284342209,0.028831357046424606
IC6-IC9,0.022113896592505015,0.11307896703964453,-0.005661916382605775,0.08500286730995554,0.07842498592555307
IC6-IC10,0.009960235213278414,-0.028510675590812405,0.04043310077581729,-0.06160872963139426,0.06331512945107268
IC6-IC11,0.03208098920548874,0.033372278587729516,-0.07274009565866667,-0.030429796659345608,-0.0761534588279622
IC6-IC12,0.031210260122871137,-0.048824121507009446,0.0547298271050887,0.04752672300421449,0.027973133277878873
IC6-IC13,0.0755403033394045,-0.08935643813339793,-0.010041879961297523,-0.020318391995321244,0.056391493859574905
IC6-IC14,-0.03312863231030622,0.01071771272422363,0.11046946943408656,-0.03319333545925886,0.06202428549423186
IC6-IC15,-0.00782962218287567,0.059875505486963805,0.0313524302319208,0.0060512832727408926,-0.016229649979864848
IC6-IC16,0.10023401970958613,-0.07307436539933575,0.14283635385158966,-0.08726232522000164,-0.0303387249217495
IC6-IC17,0.07536127481745557,0.16908010127411877,-0.04823148260958375,-0.04631927613990725,0.11336090919140987
IC6-IC18,0.07250837156934102,0.153057281971253,-0.04309486986571735,0.022016042932164758,0.06381580797933331
IC6-IC19,0.048052341264865246,0.20064415556628173,-0.033292824247513224,-0.03477338373809306,0.053291424470595004
IC6-IC20,0.11452956908911997,0.0014938837681669273,-0.11493532707517491,-0.01761654084756096,-0.04925757611608034
IC6-IC21,-0.0472800522077096,-0.07862109383049577,0.022021321084724634,0.018505481107308312,0.02509523076766962
IC7-IC8,-0.12127287068189735,0.012757476196919219,0.1064866790987201,0.07342634007000594,-0.020073841206806674
IC7-IC9,0.022656943042522956,-0.01655981794417023,0.09937946139559278,0.01732930929960412,-0.004539547662014176
IC7-IC10,0.03851026708612589,0.05667743013796996,0.1393293901715034,-0.10387490211074143,-0.042757165010359414
IC7-IC11,0.09944634018205957,0.05398950326268253,-0.0014285762613515855,0.021087040012112264,-0.0653649879711364
IC7-IC12,-0.0606678528745308,0.0155229831899822,0.09028959162183169,0.006607374841291913,0.038168115434564547
IC7-IC13,0.09474722758487333,-0.05504900957986702,0.1309222382964222,-0.012368730018234908,0.04624591393971325
IC7-IC14,-0.029978804892558313,0.06130728744570801,0.040636578168055236,-0.06435908084955931,-0.04874164151684757
IC7-IC15,0.053497340003043715,0.06543224754565315,0.07364529890689175,0.018824328272491773,-0.026730846102683486
IC7-IC16,0.03616634940961112,-0.006167987026381759,-8.943934148274382e-05,-0.14527753127859883,-0.010933971689870042
IC7-IC17,0.055095494136668983,0.0487709512357354,-0.02510371131136302,0.07046219624951246,0.017841349926071316
IC7-IC18,-0.003791449170153789,0.05151532684076951,0.025158333004604752,-0.03524607026475214,0.06384993486183485
IC7-IC19,0.08692207754735179,0.018576010773803896,0.026164363371840655,0.025312630519091214,-0.010507288179267354
IC7-IC20,0.11792667941479504,-0.008142538537768352,-0.047787553118842356,0.014668106567824373,-0.10877690277965935
IC7-IC21,0.01790735871586598,0.002248307293380889,-0.0015873431540209067,-0.06365387361760477,-0.04149755104834996
IC8-IC9,-0.0517881959357503,-0.047028640468378666,-0.036755875552638616,0.06315358280166337,-0.014582429418879004
IC8-IC10,0.06300549622505873,0.006444933827614901,0.03939605330771977,-0.08384694548404178,0.11061586447222523
IC8-IC11,0.095182971007947,-0.10606903718462107,0.029056645233287697,-0.05998035776221388,-0.05174869912250836
IC8-IC12,0.08226825978971974,-0.01814500900928657,0.002614919494317348,0.06214551390107802,0.08653756531209392
IC8-IC13,0.060525989572167295,0.04919983649359225,0.02576977231847247,0.1116812375832937,-0.02454160562803091
IC8-IC14,-0.004556137510540661,0.029128695812957184,-0.04481990598813066,0.04822373587790115,-0.0825965841206818
IC8-IC15,-0.10158485179949972,0.09847237570499479,-0.0008642476734879186,0.053352927040719596,0.029971855754357485
IC8-IC16,0.1254652003190775,-0.07991199340794455,0.03844636875128476,-0.007023363805718856,-0.0017418923483746573
IC8-IC17,0.03248410392673108,0.10778449566758218,0.024747502500542536,0.013125230827529597,-0.1160656755578354
IC8-IC18,0.05040869037176171,0.016000760408454898,0.07991022045118314,0.08867393797665203,0.11854251438401707
IC8-IC19,-0.024527188621252857,-0.10739713789072632,0.037156508286792955,-0.005299847474347348,-0.007182131421559979
IC8-IC20,-0.0037130464914938554,-0.09709290958937551,-0.0014220041300469378,0.1056313406152153,0.08438645967592691
IC8-IC21,-0.033124705423942795,-0.1218843494026583,-0.002424799668799895,-0.09422091832440069,-0.07027898667090104
IC9-IC10,-0.03217551070541419,0.013693437315934425,0.21038458197925272,-0.047939589386180814,0.04799471300358072
IC9-IC11,0.012802156636357025,0.04336993271948342,0.061019001959018666,0.11653721681634435,3.939375514226341e-05
IC9-IC12,0.010786627096942671,0.1439342628755384,-0.010552367950532307,0.010658144367611175,0.05870950880945148
IC9-IC13,0.06545477664911242,-0.02431717125071755,0.05790871016152073,-0.07228688489257813,0.08248797703964769
IC9-IC14,0.049569723029586246,-0.02379776597425745,-0.07259963805066709,-0.05917631761785566,-0.006502904905398397
IC9-IC15,-0.0037200430164446184,0.12619801596199243,0.014493120287004614,-0.005276081595068568,0.0025401833801798157
IC9-IC16,0.041161601045274596,-0.04271803792711373,0.12817946969655197,-0.05412084548694873,-0.03451942599246801
IC9-IC17,0.04335232975676238,0.08009609535969013,-0.028699215272631338,-0.007461913041167833,-0.005794004572934334
IC9-IC18,0.03794060777546161,-0.06786473878041752,0.07821058001894475,-0.0037330437348138783,0.11053750637259027
IC9-IC19,0.030529652468591184,-0.03517448166488776,0.08041455419264332,0.1112929816766326,0.12259698567538076
IC9-IC20,0.06665316550027799,-0.05867198797071633,0.06145479130389552,-0.08429435781315342,0.02884664478727059
IC9-IC21,0.05046120222092493,0.020875214332561,0.03965478550017565,-0.08403699557862569,0.01369389569938318
IC10-IC11,0.046619864272585326,-0.01866744347360555,0.22744285941746753,-0.011005407688146425,0.06746737630073907
IC10-IC12,0.08912213999383081,0.15309680778172802,-0.036862940190141524,-0.016830095637860518,0.11757200910669106
IC10-IC13,0.06422705401677202,0.16724569144084178,-0.014901065863169511,0.122385826886547,-0.005266389704768888
IC10-IC14,0.07270810231859974,0.16718061719172858,-0.06017125901355975,0.06276494565999834,0.11510380729529796
IC10-IC15,0.12975746816633804,-0.013515726323572804,-0.025050248255611585,0.11519128301421312,0.08149323885928204
IC10-IC16,0.054866098713162344,0.0073813414210234405,0.20360487695749035,0.05953216085903025,0.036355645256236094
IC10-IC17,-0.04098564338298628,-0.17189536457182433,-0.016033010165889094,0.015610265744257093,0.0029398998705807964
IC10-IC18,0.03731336224314611,-0.048256019415685796,0.04893691130875668,0.014045310754856235,-0.1263006957111256
IC10-IC19,-0.03847933859879938,0.21067381351495612,0.12941113163639634,0.05707215304969409,0.025079783418153912
IC10-IC20,-0.009771179530514214,0.08640272578579382,-0.056506444779294354,-0.005166491767748396,0.030677243557975582
IC10-IC21,0.09661570250188557,0.006537310105080304,-0.07992080059554874,0.07040373722909177,0.002294870169452602
IC11-IC12,0.06851916280079379,0.005220799755702061,0.11722945317198223,-0.0755769708003942,-0.11686875355092896
IC11-IC13,0.021608691673137375,0.039494129605232985,-0.009964297044814701,0.03853463839710765,-0.05019252023789053
IC11-IC14,0.062442033984549394,0.04006679271276888,0.02639561200301139,-0.060739639761428064,0.027768849052648446
IC11-IC15,0.057497000528157365,0.018004034123800545,0.06333233800606708,-0.009467736687241173,0.059240598906845486
IC11-IC16,0.04579497200601927,-0.04295566354126181,0.09490186297220791,-0.06265167220865166,-0.0029096109307010804
IC11-IC17,-0.03814605084597922,-0.12045655722607856,-0.02391011880145654,0.06290140782571249,0.1958034362689549
IC11-IC18,0.11310775262226505,0.008950132603896488,0.06267183819926386,0.04135957106994345,-0.05317040577078943
IC11-IC19,0.09017618337546782,0.07927472528617667,0.019198670699365677,-0.040440022187366115,-0.009594500466659666
IC11-IC20,0.05036915044093556,0.05975240203469417,0.1182469199570584,0.007362224271958449,-0.016272758016904622
IC11-IC21,0.08231102800301694,0.08858834582409408,0.033477701017879245,0.09394670893068759,0.026307716664851936
IC12-IC13,-0.007886847046289346,0.05438905102895219,0.05764397176013249,-0.035861930096211,-0.039582925546334344
IC12-IC14,-0.07737343089146963,0.013703873366746624,0.01481771526058643,-0.020823690760970546,-0.033649583929862795
IC12-IC15,-0.09076795890656558,0.013749188454197411,-0.005968869090496341,0.01594059587783168,0.005636231170365617
IC12-IC16,0.03089938501794172,0.10484236789876045,0.0037103619565201826,-0.00982345470045066,-0.1506586618307311
IC12-IC17,0.009120684075291069,0.11761960005437842,0.0636961120569629,0.08075660334018822,0.0010937108385544315
IC12-IC18,0.0033982510901701094,-0.026608372994752473,0.017729388158781768,0.07344582706054391,0.0217376320264749
IC12-IC19,0.11852344629489289,0.03632239495192567,0.01201746278484197,-0.02576934408483193,0.06179053348645087
IC12-IC20,-0.004967180453443303,0.07188457637551604,0.01672170825117305,0.13001994360839975,-0.018292791574309852
IC12-IC21,-0.015672060569329703,-0.012184533034226213,0.09692084097562795,0.0014285339337343419,-0.05582176067488672
IC13-IC14,-0.00642373169470518,0.02286283945107096,-0.011926249313907874,0.03634757200211452,0.009293107113116376
IC13-IC15,0.10399334074731584,-0.02415448741779188,-0.0301486311397261,0.10862601492412476,0.017141097069339632
IC13-IC16,0.15277965521358572,-0.07211552986761091,-0.015455471938239661,0.036644894745173066,-0.022449779129164384
IC13-IC17,0.1112725840202144,0.03342175819898828,-0.03556327726782563,-0.0717147387909479,-0.11665687584778338
IC13-IC18,0.090925699995299,-0.005272151276684335,0.03649841830344138,-0.004734710765741326,-0.1250935221064657
IC13-IC19,0.18441310579422276,-0.1270430229436664,0.0776174758056874,0.13417407261800474,0.05014261076337076
IC13-IC20,0.041950652739356636,0.09394423286058216,-0.038294377151501274,0.013214653363137792,-0.04173623508163211
IC13-IC21,0.0631350960725824,0.10953776649114698,0.050532925096354486,-0.04411373394194199,-0.04573040789900433
IC14-IC15,0.0539490150631411,0.10709150815164199,0.024083043326717703,-0.00308808047021383,0.030956600237446404
IC14-IC16,0.06091757057939939,0.06872544826014013,-0.05393522143403025,0.001998805050968971,0.08739804969848115
IC14-IC17,-0.07473012732414809,-0.07499120266262482,0.09611773971657303,-0.05275640464988049,-0.004682080934968349
IC14-IC18,-0.03967713715703549,-0.10320413973530523,0.06349768376218617,0.09151378206817401,-0.006068916064590625
IC14-IC19,-0.03432900473740654,0.02017849642336838,0.01117314049684881,0.046776143013124286,-0.013115935253420162
IC14-IC20,0.042691959565285376,0.06376117936772766,-0.046814287308894746,0.03745383270064292,0.009840506240481554
IC14-IC21,-0.02446100470398161,-0.0316627684739738,0.07510776047062943,-0.0024577241628532956,-0.020219362889607975
IC15-IC16,0.04448564603517836,-0.01709239155172178,0.04964449069126845,0.06539145685883295,-0.08862293973857967
IC15-IC17,-0.06595808528652174,0.0852279471151274,0.1545855680513589,-0.12564612464429242,0.04710331661263629
IC15-IC18,0.05044973217424494,0.03995564844327266,0.010129247363132277,-0.04322379531266342,0.03307472385042311
IC15-IC19,0.014438808153060912,0.031165367490971953,0.030821448982804468,-0.0626975553011017,-0.08576263770630717
IC15-IC20,-0.006316794697077203,0.03126288241128471,0.0027252754936596467,0.0051635392556254045,-0.09576111441272261
IC15-IC21,-0.11709262789751806,0.05945322747607953,-0.055258068265362024,0.09086393100294174,-0.13085273778847104
IC16-IC17,0.12812117350649932,-0.11545656446870921,0.05948595407206576,0.07821632532921219,0.05059322715185468
IC16-IC18,0.05018828855841859,-0.006788720975141364,0.07254995045655598,-0.11197227502563244,-0.07032396777315675
IC16-IC19,-0.05848465806407082,0.07985406220531203,0.019921135614579567,0.0038869157958390166,0.008852723319706456
IC16-IC20,-0.005415080791313154,-0.004193132589040969,0.01913359262198876,0.05746829898179762,0.0620778670604674
IC16-IC21,0.028370787818543474,0.1085778735094738,0.12824560128969398,-0.0285558678208035,0.07721935936657552
IC17-IC18,0.0003331589422386828,0.04608128805828361,0.1338065117086026,-0.031153529232534147,0.1052869253463046
IC17-IC19,0.09066999773886764,0.06544708232666589,0.06402389656578365,0.013705321778138458,0.026751453092886155
IC17-IC20,0.0996912494641335,0.022746393733210357,0.04076807306051043,-0.15107557504940633,0.028681670030114143
IC17-IC21,-0.08951368504919793,0.014045142060106071,0.07110559377362496,0.15567561544658684,-0.09133102697211846
IC18-IC19,-0.0027062297404646628,-0.0745145483592191,-0.04403842950281459,-0.025446876414872224,-0.04361648505312137
IC18-IC20,-0.038189213112440355,0.02949117905417733,0.08267655255521301,0.02254388927657275,-0.14792055621889047
IC18-IC21,-0.014394007926153774,0.04780167014054113,0.049831839736827276,0.022056474390447035,-0.03022441135512003
IC19-IC20,0.06273418903653158,-0.05696372756981013,0.11524509304708493,-0.010095285066072044,0.006740840317426872
IC19-IC21,-0.009595940157394997,-0.02145109845760871,0.08101458369002525,0.021729957300047634,-0.04616511675487679
IC20-IC21,0.02329467527643077,-0.03191032425195382,0.007027477908463326,0.010760907062165197,-0.02475576050455981
sex_1,-0.16698230733514455,0.004725476523746008,-0.02311149420763217,0.131315507194983,-0.0963929522963412
assessment_centre_11026,0.02556799464858521,-0.039207772031101804,-0.08535485136233587,0.1333158210685786,0.050516951121507545
assessment_centre_11027,0.12230673705894374,-0.04012926143042535,-0.053238146618972665,0.04300841134366641,0.014170652710786519
