,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9
IC2-IC14,0.039226311004155134,0.04236533634854586,-0.014971546013561836,-0.12601720694899513,0.12950440327665635,-0.0421685882858722,-0.10044319310001322,-0.048292490093782524,-0.036120510963928786
IC2-IC15,0.144102503908737,-0.01521319447558667,-0.029470882711442596,0.026825083196047907,0.06256366154394831,-0.06354712112655428,-0.06126263838027074,0.10541379952412125,-0.025484205832609685
IC2-IC16,0.017733237134516914,0.004102553623532701,0.022743410901295856,-0.008915546312048675,0.03134774159569606,0.12738178357216212,0.04059562164528376,-0.02549118394992094,0.12603679490402467
IC2-IC17,-0.062219574056604915,-0.1068473842760194,-0.08259816761961436,0.08099854002028431,0.20175888490812213,0.007617423841344484,0.011003384318688634,0.08461669302079816,-0.015286992363035516
IC2-IC18,0.03304165364466675,-0.007046649456418174,0.031725688184143286,-0.05364641524247452,0.11586124664438188,-0.02256168972539847,-0.11523315252075576,-0.056345140416684716,0.06445258227010141
IC2-IC19,0.07342835625392821,-0.010909524763904138,-0.07214252704367419,-0.029576128205928125,-0.026577290384314268,0.08640569699460675,0.09588385406360737,0.009359531028906258,0.0946952666515101
IC2-IC20,-0.09837037128091564,0.16998371653664893,-0.06185906354200856,0.02070960090236227,0.0727657707921195,-0.058883258445780434,-0.00040833783014147194,0.025645278267701948,-0.07360371539390535
IC2-IC21,0.02760803986994338,-0.12343108728558508,-0.0366744783132976,-0.011288320134288874,0.06143827773177801,0.034946810150276245,0.035406973797936676,0.002832819754273439,-0.04111670218422531
IC3-IC4,-0.07116658275835361,0.06892278079455412,-0.07858253332878934,-0.06620943788500905,0.12771120819346218,-0.044322179380600846,0.021279525140697822,-0.11207611786030974,0.012676017950713358
IC3-IC5,0.01634729073485716,-0.00990228814972455,0.015944185857431712,0.02166802479357165,0.00819809203814921,-0.07804307249232378,0.01331904941305379,-0.04451633588572283,0.020459075246997572
IC3-IC6,-0.051010355845065386,-0.033859127359426824,0.005753580137154938,0.04167923816596782,0.09422395445078552,-0.05810360746422805,0.01944669494194016,-0.028880500620098264,-0.08191768178572034
IC3-IC7,-0.09835811804857295,-0.009000775425838548,0.03448631439430473,0.0567548569301345,0.06656064884007803,-0.099366610949901,-0.055226064516829494,-0.04021665579240292,-0.09683300801341321
IC3-IC8,-0.10762896315282423,0.04236227844761701,-0.013179213594368782,-0.053804452673678324,0.1186707027549355,-0.08091317631767916,0.033416748361292256,-0.0667979515889433,0.05076057183854878
IC3-IC9,0.0025667391377518617,-0.1634472417491572,0.05885598521637948,-0.06381860130937689,-0.025637670879362206,0.04475357727245925,0.052690538105558356,0.029534955100093026,-0.06512875559642628
IC3-IC10,0.0018977204506073345,-0.008362598484998247,0.03256305420421881,0.059906174329669035,-0.06918367670456449,-0.006809232815791316,0.06684512349330994,0.003277471992095041,0.1027925012055964
IC3-IC11,-0.07568775125954998,0.08044984319460081,-0.03172710389476239,0.003710381740255787,-0.04031306759017723,-0.039218173812345936,0.021673062224098597,-0.00630317422145956,0.04074360646874759
IC3-IC12,-0.026925369950491454,-0.053515053562166695,-0.003481247989098161,0.02624482016155772,0.057198374895383146,-0.123507621176095,-0.049705137923419365,0.06428312151946738,-0.06441139380632444
IC3-IC13,-0.006953034463191421,0.022701107224335812,-0.04190841177302577,-0.07170759059186677,0.09843290070975792,-0.06380732963636034,-0.0524088828973893,0.005993454507674422,0.12146424420107256
IC3-IC14,-0.06859410547427414,-0.045873835964569544,-0.010867282758266233,0.02556854486580439,-0.0798654521800233,-0.03659498270314189,0.09687907106397278,-0.04308215064031762,0.060450941679154775
IC3-IC15,-0.020239382524119925,-0.05352403328601642,0.012443989052100164,0.06548461536513024,0.020727258581580216,-0.021291850438840496,0.07065143997057237,0.03651573365950036,0.08702310528780494
IC3-IC16,-0.015513903120508349,0.041968584774484105,0.0044782315903397815,0.08180232723732342,-0.021347298417916306,-0.10291904273489161,0.0010457669339577302,0.08614850151777328,0.03890503768266716
IC3-IC17,-0.07396035833840897,0.08441373822537382,0.10793706955568433,0.05672937183735605,0.1197708677852057,-0.07879587186674139,0.009684392970352496,0.05201386272811342,0.08030109377015049
IC3-IC18,0.005357624895136095,-0.08158514522598735,0.05574685422995465,0.006819221387614511,0.09036345810428886,0.0032087574949309517,-0.0029940580675620913,0.1441017794968355,-0.08757824057267642
IC3-IC19,-0.07049356671971996,0.069918124611958,-0.12264320812100342,0.08415781095295091,-0.02855012263999714,-0.045019531985055115,-0.019774148803521272,-0.05223065821973058,-0.07849388514673229
IC3-IC20,0.04845669612041015,-0.05325883378508312,-0.03606906744536081,-0.03322437806169415,-0.07446914544020346,0.06201933285954913,0.00578496189600813,0.03408142268885829,-0.05421174665397004
IC3-IC21,-0.06264564261243459,0.1553207933663925,-0.08977656452259308,-0.07374068168092351,-0.02078474411345621,0.0750892730481252,0.04058702262622185,0.11353406132211977,-0.02504264672735813
IC4-IC5,0.04122598050393956,-0.031804600251379746,0.15755627002671915,0.015396978700878148,0.07594191783170091,-0.09775721098082722,0.09638248887213968,-0.06642962703174761,-0.030022727741125993
IC4-IC6,0.044038487293564056,0.05325237725269777,-0.1262304970714459,-0.02995004617023833,0.1004240244991437,0.006623336858422425,-0.06310818997412658,-0.06741729431234063,0.1175343838523333
IC4-IC7,0.05376683093052998,-0.015542855052256247,-0.06575063129612156,-0.028220428528537216,-0.04728948525049031,0.09864067674647328,0.03573549215205849,0.1403457020594284,0.0016425155435259087
IC4-IC8,0.04551631817034156,-0.062305733606157404,-0.13825398871927547,-0.07571443959031486,-0.06720841795883928,0.11925128172918628,0.08137903730425082,0.11436302804976729,0.03898631063866396
IC4-IC9,0.06825397949982925,0.006050592451784454,-0.07247429222245605,-0.021030758940223642,-0.04482750165391273,-0.06353826933016958,-0.0168372603623811,0.0570015053031338,0.01703610870469333
IC4-IC10,-0.06882734221771512,0.13258915987800127,0.02885396326801781,-0.024097539085345995,0.1529510388174603,-0.02169588392941331,-0.016630134294956116,0.03783626793786445,0.08268677268461877
IC4-IC11,-0.07206190776903616,-0.0767454303908703,0.15822521474797563,0.07066285555623066,0.050859826398498724,-0.03902025667115642,-0.003945988645780125,0.03758400826385823,-0.032650188673868305
IC4-IC12,0.0018809433648825956,0.08156665902914684,-0.1410618592624305,0.06693793090661002,-0.03863878590582123,0.02420970896397337,-0.07140783052561749,0.00047797240435827707,-0.07903966732105501
IC4-IC13,0.01765942078910433,0.039757115921272436,-0.16423269204614832,0.017767266823209314,-0.10507639149880876,0.04272453458648126,-0.0729293987245967,0.01720934433401706,-0.04400522216184068
IC4-IC14,0.0262841984781576,-0.032513089219652985,-0.12078047113523464,-0.003350161490566066,0.014572662789371263,0.08933077245531215,0.10486215034742481,-0.1231722932174588,-0.016049693441896582
IC4-IC15,0.03040503089013056,-0.0550254342271781,-0.11020090694587595,-0.07995079185103968,0.004790842946434503,0.029151859345475505,-0.07311313124717393,-0.20604438874978256,0.01997106240241069
IC4-IC16,0.10396811285322391,0.020493886471802388,0.015775849995207154,0.11789980790495284,0.08581299300185795,-0.0650125244620323,0.015986960667336243,0.0038330151850762455,0.03983532502280014
IC4-IC17,-0.03322586243635662,0.11495540158449014,-0.04892207223532573,-0.0585810228100884,0.070282378675421,-0.08902707193237545,0.010270378438593733,0.004017676585144589,-0.021475706276540593
IC4-IC18,-0.0007283315616563338,-0.10351517108881789,-0.08583191136269708,0.1088501746032758,0.06519491897266733,-0.08667238129843029,0.07625934072377745,-0.09011174451059102,-0.07783712851423831
IC4-IC19,-0.05646333769883713,0.0041291331994828375,0.03449484207815536,0.031303169727397516,0.09349505810395482,0.08145162018542174,-0.07289507013782504,0.15534405295445838,-0.051876915274672426
IC4-IC20,0.0031208774727346455,-0.07237723013668944,-0.06576642018378047,0.08839584465910164,0.08061352763522252,-0.06388244449092374,-0.09788441050687136,0.03974358119417131,0.0037327675030579916
IC4-IC21,-0.052474334242807646,0.054178925045436005,0.03975018220609655,-0.04762239529957728,0.10972173028968339,-0.01736837621316517,0.02449886475979625,0.026917454887767842,-0.07062038094411116
IC5-IC6,0.08871515151199681,0.027020297516457844,0.07501130601026863,-0.07135141743019695,-0.04209568908114937,-0.03141999847021263,0.07599897994785494,-0.01996228756716388,0.0064441019063273585
IC5-IC7,-0.010334046589376427,-0.03242283584387444,-0.09115661789039038,0.03380110273584854,0.06791479358985678,-0.04318339446997108,0.010073167145437123,-0.013023834895357906,0.06254514598731535
IC5-IC8,-0.035213812124551325,0.006103469720579255,-0.005218498825018067,0.1185970363318844,0.010728292452738875,-0.03517531961033852,0.07217874358056658,0.004331058047212891,0.09439518818212245
IC5-IC9,0.0705706083648776,-0.01122905372618368,-0.12717999227107898,-0.03365699759230131,-0.03220167179354322,0.05898554544093123,0.05800846325698577,-0.021504256982375586,0.011781304882923149
IC5-IC10,-0.013427704230843855,0.0394478280858671,0.14924953389971646,-0.022081973777121216,-0.0265064329316433,0.05368270925546893,-0.04719788589687358,-0.07566140634714812,-0.06648066026632779
IC5-IC11,-0.007967506614471638,0.07576695640065564,-0.014572453455933622,-0.13575603619093393,-0.008068394994925093,0.04576638752801339,0.0305342603391295,0.07507093965037256,-0.02579617213840166
IC5-IC12,-0.024616461983675387,-0.016412638386814095,-0.06949723350965177,-0.010159547632340265,0.02911481030797918,0.055572375440115986,0.0858519792601088,0.10208073551179737,0.0329464069135648
IC5-IC13,0.023642140056934855,-0.0176141079116995,-0.011573216581468624,-0.0812653005655732,0.05896403942299533,0.07404734966079927,-0.09546188610127913,0.009275737280764303,0.056126965482073986
IC5-IC14,-0.0036413803906037456,-0.014683048781912731,0.03129402020787401,0.022614234591515205,-0.05211542625840897,-0.0019609040302362795,0.02043251876193626,0.04721226968538147,0.003606733880916411
IC5-IC15,0.06164272590200488,-0.02257547510820213,-0.029436296924698447,0.003564402113472576,-0.003422419981432991,-0.08357249138594033,0.11346096278467226,-0.01065082566146707,0.06157622515608321
IC5-IC16,-0.013409577002525359,-0.0020425561574658685,0.004816984837723416,-0.043894768627201076,-0.022884252803534035,0.03628542606202493,0.12161424208065519,0.0696495489185661,0.0023922048003698145
IC5-IC17,-0.030906406366844594,0.0568684949074303,0.05525810909547188,-0.03435182204432515,0.010051354819008654,0.038630166842324926,-0.04235795090029509,-0.023452957738888575,0.03449976844098168
IC5-IC18,-0.0075433473729337374,-0.0065592565171755535,-0.012269176079902093,0.17044325837156415,0.11385660185274908,-0.13873841320509214,-0.09583858081363965,-0.010228914520932103,-0.0607375110904009
IC5-IC19,-0.0009449709289997545,-0.06358025495868667,0.02066165192553559,-0.06876935322338082,-0.015093276000630795,-0.10337122380681626,0.041676687090349746,0.06654219160470765,-0.09223006091727481
IC5-IC20,0.11027191692351068,-0.03687377385129042,0.05037855891506538,-0.05216760354344889,-0.0335964379589899,-0.08960119785414024,0.0359759452057547,0.03933333993218123,-0.08707735395048856
IC5-IC21,0.08276878778351923,-0.05384441775220944,0.09226354195457429,-0.01731853281889059,-0.0623189232846559,-0.09203255221629637,-0.022555795580706944,0.03952837133633028,-0.042559899781675944
IC6-IC7,0.011660503675748014,-0.0901607131126375,-0.0052318709811953095,0.004797312740055297,0.01600311758852076,-0.06798384432090333,-0.03266492312254224,0.010639241753720982,0.09272715948466294
IC6-IC8,0.012287773427102857,-0.07172033873057437,-0.08567814850473662,-0.05011439139348769,-0.04987450875273768,-0.03274197358133533,0.02305576067263409,0.020349676998952706,-0.1429868796419889
IC6-IC9,-0.06765172084184765,0.009441377951770647,0.09915584203881532,-0.03495705844460914,0.17554197771912106,0.10003352682088594,0.06281822800258746,0.047994596140034755,0.036762177398766006
IC6-IC10,-0.038589358902790014,-0.0004795618577420781,0.007103421397957295,0.06794595701291212,0.04014936509478641,0.023577205239269563,0.11136662018848925,-0.05573990950230703,0.1033530735070209
IC6-IC11,0.03529888364197848,-0.034163673643837905,0.009030211262253757,-0.10200248964485008,-0.02586633435368046,0.06803459729191175,-0.07348506801909123,-0.038973319449550986,-0.12211918635299779
IC6-IC12,0.029112212567422125,-0.03589507758874339,-0.08924204371035155,0.004335709157640127,-0.017320895873816817,-0.030963740123371466,0.035566755231732625,0.10840199972532251,-0.012501677773514118
IC6-IC13,-0.007367207171035174,0.0855539913847704,0.03147012995124355,0.08877569466604811,0.0019900891675143175,-0.03915628915582337,0.04692470324919685,0.09620516855600006,-0.017310199576830443
IC6-IC14,0.04128888909414669,-0.002364197593081045,-0.08835437699705609,-0.048531075668097584,-0.04479044272719093,-0.008648928626171415,0.054183160349640706,0.09761790318764416,-0.024692663998132323
IC6-IC15,0.043880583950445605,-0.040739471944786006,-0.019633690796477615,-0.051879639844066384,0.10744602401149628,0.11487760199213508,-0.07694855477257538,-0.02919102138518502,-0.04671250232413775
IC6-IC16,0.12956603113508983,0.012231833389462727,-0.13931069179647995,-0.017352587830108516,-0.048561372907367624,-0.09366830085729334,0.07007592901158397,-0.07710017312761606,0.04050730394180486
IC6-IC17,0.04908700425655345,-0.13406661048548754,0.1261278720669028,-0.09275279079568569,-0.0067959647364446325,-0.0036559301018586764,0.029441877401193747,0.1246164458388457,0.11949313502752157
IC6-IC18,0.008985961393314722,-0.09418264181990414,0.12391639234975213,-0.06722970715306988,0.08020041182488538,0.04149389764314262,0.08193848570625382,0.010608825421624701,-0.03329995010673234
IC6-IC19,-0.039959674663452543,-0.11936483555472521,0.19613610063672704,-0.026327727719423828,0.07439659048739336,-0.06797757744137096,0.05429919776366594,-0.006410662351115654,0.04880634899582685
IC6-IC20,0.054618596794485774,0.04376256590592629,0.07533053620063523,-0.07466736893737567,-0.10146023451044735,-0.07534344545408017,-0.00694846979502691,0.10469198925566099,-0.1293859161020363
IC6-IC21,0.051313214733782746,0.014615294589274179,-0.05843994102182685,0.06849686903383646,-0.05875459790474665,-0.052983639451568025,-0.0667819809509559,0.0048214211114672645,0.17034602118933104
IC7-IC8,-0.03974807130535279,-0.10462336319225363,-0.10983310379659492,0.03300982519542002,0.02384221845929448,-0.04240501463226139,-0.029914632952659986,0.012651318599226732,-0.05770469557063786
IC7-IC9,-0.11277233052370399,0.09971984918968146,-0.06181057851234293,-0.055353264517954685,0.043706107278466855,-0.05416500518362894,0.13031778068426988,0.1109896596167597,-0.043199744630305854
IC7-IC10,0.08375330914446626,-0.04157687242679021,-0.05417166352908081,-0.04184068482006126,0.018090604706152216,-0.05014640807850358,0.07607037726146544,-0.005296646730762216,0.038348632313602284
IC7-IC11,0.12323223732806796,-0.06075508226232693,0.0008011350198504234,-0.062251096764862825,0.06961742972660107,-0.008387949743702876,-0.10230083412450666,-0.048803548931212186,0.07691222063196361
IC7-IC12,-0.03516725820122219,-0.045979001298752015,-0.07940966075909722,-0.006295595982066781,0.038582993618239886,0.07572126260493649,0.03526745341721271,0.10373283507913521,0.0901135223145179
IC7-IC13,0.06904096972398896,-0.003652620841737106,-0.07665110337204332,0.05724369764739108,0.07826535069769852,-0.03322063540172889,0.05778045496927389,0.09761908500024102,0.07306572452021924
IC7-IC14,0.04513879109881473,0.038223487091186094,-0.044832249523922604,-0.147396471819312,-0.10111402048976459,0.021411959073455878,0.027925913949727613,0.07531432693478077,-0.029728097905489134
IC7-IC15,-0.022884663959402335,0.027916639781929767,-0.07664011786307087,-0.17091321833658232,0.08002288890934312,0.050911837542993846,0.097925223964728,-0.16915131055272445,-0.06659228931461043
IC7-IC16,0.05604200363272674,0.03590380932701708,0.03271319790376463,-0.0028991623470853685,-0.08625625569349638,-0.07313281773593842,-0.010968073460064372,-0.030027217945901324,0.08496194686839063
IC7-IC17,0.10580650404184865,-0.06510481788681342,0.021860523361690715,-0.03508873124540709,0.0016978168613925922,-0.021391238985532995,0.02452549910563234,-0.015034271548115182,-0.045187139922292736
IC7-IC18,-0.024337722912040644,-0.07380122700264707,0.008464219089723465,-0.028028626889461256,-0.043160957804614375,-0.0633647283332269,0.08971501683279003,-0.055343854171460635,0.01745459194474578
IC7-IC19,0.10459311983215956,-0.05682536178647295,-0.020888768336600035,-0.028947665014401783,0.0035527250418267405,-0.05275965132775569,0.03251497652444138,0.04672609884072859,-0.03857505334821448
IC7-IC20,0.07597844570700397,0.011896187648735903,0.0407503966261964,-0.01124352319029116,0.019729968319574014,-0.04580970443302765,0.01658350891632094,-0.02056517992431755,-0.05925708567973587
IC7-IC21,-0.0008156500820337149,0.04576942670764739,0.00834977968697829,-0.04145600439834053,-0.03645896285208552,-0.025679857308073963,-0.04931668373112276,-0.04730524315803225,0.026074142594374874
IC8-IC9,-0.045022113154635446,0.01071231114250299,0.019401537338913442,0.09217671510738595,0.005758064450417377,-0.059216428445149245,-0.10618549894152997,0.03812639322597609,0.004447663683827385
IC8-IC10,0.06497066774373353,-0.09933866142208397,-0.03205775061176503,-0.013192152851206044,-0.037867503937630574,0.04006275542561159,0.11254031104240693,-0.01932887192076513,0.0405293048202387
IC8-IC11,-0.07095276243786428,0.19164725351073805,0.011250500627738934,0.03922014465244019,0.04392571343086958,-0.045352495239976094,0.12264383342566726,-0.04253874009839833,-0.11167926039863027
IC8-IC12,0.009583197407268061,0.022408357635443042,0.01801606782552591,0.018359666016410096,0.05804278723254052,0.010319578603161579,0.06739037634982536,0.004337710824064437,-0.1675757709986761
IC8-IC13,0.02821662148751135,-0.009389660392049725,-0.019301598873206514,-0.056376360217084684,0.16457779110047366,0.04942944152844145,-0.02073385347797064,-0.1761036551267297,-0.007807424074891661
IC8-IC14,0.09161801152862366,-0.01751889162471297,0.02550093338687016,-0.024323374630919017,-0.04638084100128085,-0.07588625209507995,-0.009208119838105256,-0.05937193881950386,-0.02218972210173169
IC8-IC15,-0.021486741568383896,-0.1170573249624039,-0.011124363194857524,-0.05635791690686928,-0.005380374037451233,0.06599339939348967,0.06582906290597075,-0.05977416382003635,0.030488772971257475
IC8-IC16,0.06157420533387604,-0.02789805937051502,-0.04446813472780095,0.06223719694894789,0.050456868396502555,-0.039356186250395414,-0.04035940165232397,0.029225693050248087,0.07734387580780185
IC8-IC17,-0.04678569618500577,0.08522511808666343,0.021111983045427,-0.16078327397560802,0.07624551573557577,-0.03594810487250198,-0.0007425587390377758,-0.04787661588240443,0.05432499632662604
IC8-IC18,0.10932990568355762,-0.03363147576708579,-0.053133402179394294,-0.01567011250139658,0.02973041922791288,-3.7755400313626106e-05,0.021951508335152352,0.21383775058625112,-0.04897542551872468
IC8-IC19,-0.02613663230835897,0.05129448576580244,-0.03562951325646341,0.11726210339407073,-0.004116342313122811,-0.07052246396285278,-0.034786479593315656,-0.009181526044477908,0.005018259485782314
IC8-IC20,0.022714136837398185,0.002749163103878337,-0.05402647862517178,0.08108731456293959,-0.00036234206722847066,-0.015515567585524212,-0.02343639380627065,0.02068573585475985,-0.029740905662436347
IC8-IC21,0.022212053459333896,0.02685769137346993,-0.07379726764488419,0.05432079378596405,-0.10291126733937489,0.05567375290428351,0.003406113186821887,-0.010996398795669798,-0.16953264358107084
IC9-IC10,0.012064066645617037,-0.09540838919125534,-0.13780411762678973,0.01969470716000107,0.056385315090364097,-0.019713058209902386,0.07552652934576594,-0.0005778390599064743,0.0395772571268997
IC9-IC11,0.07902349305770348,-0.06832068673733294,-0.0808131319876181,-0.06748001162720067,0.04015398583781624,0.023713073198783192,-0.016681527492877095,0.21155960018812336,-0.00012392875753943096
IC9-IC12,-0.04691393122885338,-0.09254772746071499,0.09845154623792449,-0.04372509684708524,0.055045876845420345,-0.016482695484247842,0.033127196702766384,0.04230584652390692,0.11201638441648491
IC9-IC13,0.020225429406625414,-0.023860608054194047,-0.011861696696649522,0.03684377420399334,0.006158098048690487,0.038015820193937885,0.14249657416650915,0.0816103998519442,0.01612221419816308
IC9-IC14,0.08773795807090663,-0.00568091064677312,0.029538592683978567,-0.010076002399551353,-0.10719028836226419,0.009207765389421722,0.054498659053557615,0.02817560764516121,0.06701861983869563
IC9-IC15,0.015251249445983765,-0.06887685969349013,0.03074433536587821,-0.09467239401436392,0.04621134026418034,0.05540532327057896,-0.002342588271168332,0.0012939059617417695,-0.007572353195607245
IC9-IC16,-0.003656362931354732,0.005806807624845867,-0.061702611614415,0.061421807198591874,0.07658560510233975,-0.040048809538587846,0.06351221745013234,-0.007661537126183197,-0.024638284630395784
IC9-IC17,-0.0025205423117850025,-0.016265573565606154,0.08636311271909827,-0.03169502049474009,0.1044363547074948,0.08320649497439024,0.016486233780406662,0.03372093250149131,-0.0320378456611818
IC9-IC18,0.07927919008719576,-0.009509262984440912,-0.11241897717009741,-0.004411930295985389,-0.06505274694832161,-0.017034535754287712,0.08895996700214058,0.04506096656845075,0.034712705911033065
IC9-IC19,0.0011848168690240246,-0.0003181510165074038,-0.06380936671769326,0.04425665603767086,0.08372797744989341,-0.013484944350088691,0.021964054236450082,0.1535847354721656,-0.05565022224453112
IC9-IC20,0.05224058956887917,0.027105345862106212,-0.05586212997486009,-0.004574769733139228,-0.06871598494258206,-0.07784952217083027,0.04459684179812955,0.033963427114419936,-0.12040726421735401
IC9-IC21,0.05103120092726849,-0.02100821117156015,-0.055810108617624095,-0.10393136859555192,-0.0031919160569569113,0.061027125045821494,-0.027721439251203083,-0.025288435782151255,-0.020411321215019373
IC10-IC11,0.07582419126963956,-0.052786469386221245,-0.1641633669370551,0.007539259864926191,0.051916226964397426,-0.05479469621084247,0.13054979052632865,0.07548103337754626,-0.0017171423652403383
