,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
rh_inferiorparietal,-0.12569226897691718,0.13702951263902288,-0.027422052597157416,0.05548828959741259,0.014653016419901356,-0.13138893433812474
rh_inferiortemporal,-0.19553218865419203,0.07418225909715508,0.04329193417282459,-0.1253714651297111,0.12285249232199959,0.06479368681734606
rh_isthmuscingulate,-0.016083886961014537,0.06880884127673281,-0.08028219561557655,-0.07325280045599031,0.05174581138429569,-0.07075290368266908
rh_lateraloccipital,0.08134329711747267,0.1645873459950721,-0.18741914767095436,0.012217318959129548,-0.09438808787870195,-0.07393329214725805
rh_lateralorbitofrontal,-0.09822429614182576,0.117429172650683,0.05911523784885677,-0.020727678451674864,0.055733331527753026,0.007416747213587529
rh_lingual,0.15746042218592304,0.16818069043003514,-0.16251340049182028,-0.07487334424306984,-0.09748838452450513,-0.05957571327695226
rh_medialorbitofrontal,-0.10886101795784409,0.11113280749753003,0.01958783637864777,0.04692898096825364,0.018816440368216992,-0.0688614747450886
rh_middletemporal,-0.1235986175460104,0.11656337605306559,0.1251628408501188,-0.07033984280718998,0.09461689500114245,0.07256472400591739
rh_parahippocampal,-0.07220628413875639,0.06779631554847904,0.05767965901743533,0.13816019936784804,0.018161682179480283,0.15642777945396397
rh_paracentral,-0.08677363076191905,0.10071681633069732,-0.02255849171845903,-0.018736100679338733,-0.21911906007628493,-0.07037877180052488
rh_parsopercularis,-0.056668454827558765,0.1011208113209676,0.013329929473058832,-0.029552012242522744,0.03113564284319519,0.006680379670409601
rh_parsorbitalis,-0.0877156248317772,0.10378416635551971,0.02159556587911577,-0.05674241817818166,-0.07679757388790621,-0.011791164686542408
rh_parstriangularis,-0.06427750520778006,0.11407834160989859,0.02824689809438854,-0.09621989914641256,-0.059235946405561776,-0.07351753679067705
rh_pericalcarine,0.17298452323303118,0.11325329612667018,-0.272090208234503,0.12328953568442035,0.0028606502707474797,-0.14111588873652725
rh_postcentral,0.008527740780028895,0.12476713514196985,-0.04072384429514415,-0.028786834432010626,-0.08790077450498703,-0.055125196855827716
rh_posteriorcingulate,-0.0649638720013645,0.08240911643089373,0.12804869637811933,0.31823337977478294,-0.007869528798271413,0.06981122491252312
rh_precentral,-0.048374568803249536,0.1400713392525763,-0.025293253111681888,-0.002114236999471351,-0.16056601364241474,0.09989904278877877
rh_precuneus,-0.08144273267207747,0.14344276656969465,-0.05489133978073671,-0.047727733272235014,0.00011882395461811365,-0.07824860982074423
rh_rostralanteriorcingulate,-0.20046371141172317,0.014848700461922342,0.045718666014282684,-0.15318256090343152,-0.17941817224666326,-0.019175925895876605
rh_rostralmiddlefrontal,-0.05449409589784414,0.1568149272314857,-0.026319941037307646,0.005957405619695613,0.04872368757438837,-0.09815686159873624
rh_superiorfrontal,0.018698558254979798,0.1801643936242988,0.0005062382122870264,0.2912866044407678,0.2202367356703699,-0.05356490842566331
rh_superiorparietal,0.043442898922972886,0.15368497222580763,-0.06086485717969831,-0.06487056429511473,0.008105094563736447,-0.06810999203006345
rh_superiortemporal,-0.055295265213669245,0.1176326345404329,0.011126731161025553,0.03199830751764483,0.3380618164468198,0.10609793365946543
rh_supramarginal,-0.10813324751594414,0.11976944939232687,-0.0015906310451417813,-0.03804367620645685,0.04236406662375764,0.057964234412441966
rh_frontalpole,-0.0381755226010361,0.07718032596548748,-0.06551201637423651,-0.018111882905721664,-0.09589625064957279,0.06732766000314258
rh_temporalpole,0.01414707676724945,0.08144696769117192,-0.0003994951595926665,0.11842899660760572,0.11409777103667834,0.44043153253182493
rh_transversetemporal,-0.11417543797034327,0.04464794482970209,-0.009237032747793217,-0.01853182716462781,-0.1267208795625908,-0.11027924381358527
rh_insula,-0.0676954477344153,0.060358335675160454,-0.026246368076511113,-0.18061348466305638,0.32350347380335714,0.04041611516063763
sex_1,0.07122340351268547,0.12040140483109982,0.02334108227113636,-0.003102951993560698,-0.01027333061765571,0.018048728005958713
assessment_centre_11026,0.036795651395641754,0.02204673830312783,0.0654192381219118,0.26389899803664274,-0.02249415744856185,-0.03039979117018775
assessment_centre_11027,0.010505190551462571,0.0018103540823158118,0.010089134655085989,-0.0072614447062176336,0.22440989300307534,0.014729462914230555
