,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7
lh_parsorbitalis-rh_entorhinal,0.01303712442473972,-0.001840296353844321,0.006143321309872161,-0.023986814848426314,-0.010410881163263988,-0.011801092454877458,-0.02900507067870362
lh_parsorbitalis-rh_fusiform,0.01028174954850161,-0.0044414993700608784,0.03158276520681999,-0.0038689187396815502,-0.04791226214857939,-0.02028171192147549,-0.004455190263576939
lh_parsorbitalis-rh_inferiorparietal,0.0036898200016054765,0.013929977497512493,0.056540369348622006,0.02178535840838932,-0.015212063961395777,-0.0023926669076855473,0.013241301873795028
lh_parsorbitalis-rh_inferiortemporal,0.009176520466652838,0.008940066244818657,0.042214367547602695,-0.002139249808662616,-0.019959544534650105,0.021574617284682268,0.008903448680738432
lh_parsorbitalis-rh_isthmuscingulate,0.018087340251786647,-0.012283311278293189,0.010065059940894669,0.016399625148319292,-0.010590186736411562,-0.0661751546634794,-0.0022614590849795663
lh_parsorbitalis-rh_lateraloccipital,0.04137646862229926,0.0194379913853334,0.04548532515181173,0.017747058964189877,-0.03675596319830113,-0.03514905308590099,0.0074238492908632395
lh_parsorbitalis-rh_lateralorbitofrontal,0.02114411504034984,0.00964177394722044,0.036932072513684494,-0.02534561709355578,-0.03159379967230734,0.01439718718451574,0.03568643338730636
lh_parsorbitalis-rh_lingual,0.04667148799898341,-0.009258769043918877,0.007233282332914396,0.020319270572203042,-0.012884513559576273,-0.04394895888463324,0.014917825073018042
lh_parsorbitalis-rh_medialorbitofrontal,0.020432560407547495,0.0165890351215202,0.03324406055288315,-0.020784384515387423,-0.04075353875291777,-0.02300554477184214,0.010763527934818187
lh_parsorbitalis-rh_middletemporal,0.009348412337048619,0.008568861097488294,0.041685415201630376,-0.0008459992917109615,-0.00471025968361252,0.030129632461933932,0.020883837351367358
lh_parsorbitalis-rh_parahippocampal,0.000752652264961623,-0.016102813010795528,0.012771588696473555,0.010243305637466385,-0.018134908053415225,-0.027465466572952072,0.0068801988561861425
lh_parsorbitalis-rh_paracentral,-0.005787786618518859,-0.017759595737568384,0.017984357106575456,0.015126234754443725,-0.010885508183425685,-0.014550641433108146,0.022288767381185116
lh_parsorbitalis-rh_parsopercularis,-0.003117579810396797,-0.007262466146920708,0.023633353005702025,-0.006507926046472989,-0.006742874267125853,0.009519515439343002,0.0076501924043987785
lh_parsorbitalis-rh_parsorbitalis,-0.013662478672654011,-0.008795504291428198,0.01353587650122604,-0.007457971960769054,-0.014694166887006537,0.008905954295161955,0.010813782439619803
lh_parsorbitalis-rh_parstriangularis,0.0014712290285138858,0.004476718843081064,0.03127459214573647,0.0007737154474923066,-0.017703570120234963,-0.008602243936610684,0.009348599201761097
lh_parsorbitalis-rh_pericalcarine,0.056911522079057655,0.008352733029257582,0.012690486555856069,0.00883390492691768,-0.016824961876199956,-0.027245481641367034,0.007542328166379599
lh_parsorbitalis-rh_postcentral,-0.004775379775152769,-0.023960839330230636,0.012465712063764307,0.016876665266961063,-0.022759440223971004,-0.025191689929577588,0.024253603234501247
lh_parsorbitalis-rh_posteriorcingulate,0.019535880335531282,0.006261060426293589,0.03786277658907407,-0.05140702831255101,0.00667128564535858,-0.03262951762150286,-0.0044287060861866396
lh_parsorbitalis-rh_precentral,-0.004764836724517388,-0.006572506259668468,0.03605726716151784,0.009917357093630222,-0.003017977016386917,0.022971553356147627,0.023496193132311344
lh_parsorbitalis-rh_precuneus,0.00438303299786653,-0.004661229992144008,0.024834383403915365,0.001458073396590273,-0.03266931821069952,-0.012401839239816128,0.009268656454852864
lh_parsorbitalis-rh_rostralanteriorcingulate,-0.011451923554307021,-0.023339549256840238,0.025090804606645374,-0.013531916928944317,-0.041582565580189634,-0.02840740943726042,-0.007643435878975559
lh_parsorbitalis-rh_rostralmiddlefrontal,0.008553254216664873,0.005134279818670837,0.039633315558472854,-0.015168758148315904,-0.051746986429018454,-0.03754876908924686,-0.00840744864774183
lh_parsorbitalis-rh_superiorfrontal,-0.00846305969612045,-0.01516421466533992,0.007823319693542394,-0.033350735445233266,-0.03823362671927121,0.013000429167654893,0.003793621145205537
lh_parsorbitalis-rh_superiorparietal,0.005097614611004876,-0.006405571892406431,0.027344279680004448,0.014092185989148057,-0.053399478264126984,-0.022901130443560024,0.021525019476612433
lh_parsorbitalis-rh_superiortemporal,0.00033854723387186087,-0.005652803187408867,0.016722165835138417,-0.021839701614210692,-0.018084514859180327,0.017582010884515,-0.007321090943032051
lh_parsorbitalis-rh_supramarginal,-0.002841786544149756,0.0040582970685006745,0.04630448653108659,0.0059289200986145565,-0.01048934513528883,0.014891738056152801,0.016631586327846302
lh_parsorbitalis-rh_frontalpole,-0.0042936724463631505,-0.01651626152357376,0.0011397792793621875,-0.005361689617978292,0.02117936790054529,0.020428555529440742,-0.012116085192269355
lh_parsorbitalis-rh_temporalpole,0.012974927154526215,-0.01696325760942332,-0.006895410048256143,-0.026425421569255366,0.03181205517690883,0.008290888005139736,-0.0303068353663401
lh_parsorbitalis-rh_transversetemporal,-0.005428715586109163,-0.023701984563686284,0.012662517970164456,-0.02466345117400506,-0.029003235769447754,-0.03275427520785009,-0.018379038315722032
lh_parsorbitalis-rh_insula,0.0248062996860213,-0.00523482961245976,0.024720952875580824,-0.021293632837067256,-0.022774343153238355,0.014449597585443575,0.006799132065336912
lh_parstriangularis-lh_pericalcarine,0.04727909431592479,-0.020062209861097864,-0.015007590626661915,0.01301954469993031,-0.001674920205069291,0.004563493143949626,-0.006998365464239352
lh_parstriangularis-lh_postcentral,0.0018947923603549108,-0.02919406290237107,0.004725848266610379,0.01506501857855228,-0.013422272406182222,0.005604281036986952,-0.0005277173801799261
lh_parstriangularis-lh_posteriorcingulate,0.0064949281126579295,0.0021529750829649154,0.028187333532539494,-0.044366664238245646,0.03349861009767932,-0.020693771149769818,-0.005656260254689757
lh_parstriangularis-lh_precentral,0.0028292953367933583,-0.013833277884988598,0.005238703561588977,-0.0131117283851357,0.01785158657384829,0.0005242343354036479,-0.006646134000030774
lh_parstriangularis-lh_precuneus,-0.007523790607185818,-0.026358694494055212,0.0022514232985304545,-0.014321200969797394,-0.006081396737347132,0.003410020902029942,-0.007659767274146954
lh_parstriangularis-lh_rostralanteriorcingulate,-0.022332366701650782,-0.03405571552259146,0.023257685530136494,0.008744200104077218,0.017601784652670035,-0.004651240782179464,-0.017067107459747488
lh_parstriangularis-lh_rostralmiddlefrontal,-0.006670237099761774,-0.015193900823501,0.017807706622051597,-0.00796172725417748,-0.0030905416734515437,0.0024860098714456495,-0.008414567015078027
lh_parstriangularis-lh_superiorfrontal,0.009481772915735232,-0.003998001670133092,0.014256506586572891,-0.02035277714415628,0.009089398689978994,-0.002531431019852517,-0.006115226823404366
lh_parstriangularis-lh_superiorparietal,-0.0027373042416449756,-0.019997703366815747,0.00812231308896444,0.01938914934341299,-0.019067506852985378,0.02957822789410987,0.02713409870444006
lh_parstriangularis-lh_superiortemporal,0.008501241497458928,-0.00807254028975283,0.00831583869052127,-0.019518398230416033,-0.007290984121908022,-0.006518455148585209,-0.010560411381420786
lh_parstriangularis-lh_supramarginal,-0.00950854266780465,-0.0170255507305172,0.0078097968194792925,-0.01520128684749061,0.0021878789376857015,0.006855010785811417,-0.0006533116512739526
lh_parstriangularis-lh_frontalpole,0.007300861966160409,-0.008446366449906945,0.010614256595617886,-0.01200310930784894,0.012452130631485906,0.03467680224226577,-0.0051219940376489356
lh_parstriangularis-lh_temporalpole,0.01683342526907724,-0.00986726076569766,0.0076653588590326885,-0.033678972462238825,-0.0025939544498252923,-0.013363650758619727,0.01627106738970629
lh_parstriangularis-lh_transversetemporal,0.00490294456942252,-0.010077607194634335,0.017279766879921277,0.029597915009698238,0.050031026591332003,0.023815122749092598,-0.005968895432896937
lh_parstriangularis-lh_insula,0.016503186295910972,-0.0032549276908180953,0.015506190016919595,0.002643146156079428,-0.009856190475198588,-0.007274323142643761,0.0009383866737568972
lh_parstriangularis-rh_bankssts,-0.003587708365205048,-0.0146331816417703,0.010109605575805673,-0.017490521088965396,0.01271218734414758,0.02136633009722179,-0.024031686360617158
lh_parstriangularis-rh_caudalanteriorcingulate,-0.005672985043754163,-0.0022411774714433666,0.03152173874005702,-0.01360687830303823,0.029260769864888868,-0.03739561450184181,0.036011349758041475
lh_parstriangularis-rh_caudalmiddlefrontal,-0.018985191037484875,-0.03168748635729305,-0.006222018510813647,-0.022889000212657894,0.008229394524742901,0.02806025020915619,0.006232039869047068
lh_parstriangularis-rh_cuneus,0.043978811770525796,-0.02298738451948499,-0.02095616191637293,0.016023080162408384,0.012988426045087927,-0.00376564702337281,0.02607687016870563
lh_parstriangularis-rh_entorhinal,0.010492617746588682,-0.0030681724863739993,0.011862612175034249,-0.015811806230773315,0.010020852238949454,0.007094257157251378,-0.0189289208885199
lh_parstriangularis-rh_fusiform,-0.0034304216660237434,-0.014102048116939173,0.029859919637011647,0.018396188374882792,-0.013963469648015056,-0.006948161106132376,-0.014380285546288386
lh_parstriangularis-rh_inferiorparietal,-0.017075103161119518,-0.019113272234881275,0.013948225273820709,0.0012387168481727002,0.008694756871891016,0.008157938044342993,0.00023858010645357998
lh_parstriangularis-rh_inferiortemporal,-0.010951600623248209,-0.0169233324769752,0.025941868592472765,0.012425113420204798,-0.001927172868653681,0.010694347399159101,-0.015645530353633506
lh_parstriangularis-rh_isthmuscingulate,0.0065942133679567335,-0.024381188716437113,-0.008482222034238651,0.024648707414329486,0.019964132615398263,-0.060389334902876804,-0.007589593727810316
lh_parstriangularis-rh_lateraloccipital,0.03152284595576798,-0.010928301561779461,0.0068385816946827495,0.006723870769346615,-0.016148978987397936,-0.012726501356288429,0.023132568697608887
lh_parstriangularis-rh_lateralorbitofrontal,0.0027706510732598633,-0.011288728369882232,0.02141363277220905,-0.022659421132271273,-0.0190921890189974,0.031109997106180405,0.02008348601040053
lh_parstriangularis-rh_lingual,0.041807349669479445,-0.025133916232875517,-0.013728764186749924,0.018548486730220946,0.0057258946463151685,-0.032468023560490195,0.019704858263280542
lh_parstriangularis-rh_medialorbitofrontal,0.004629243881101621,-0.0021247758189261103,0.028555239917514928,-0.010043825296693792,-0.011519769573303466,-0.0042265019938716435,0.003173792317851258
lh_parstriangularis-rh_middletemporal,-0.013575535995933096,-0.0236398431346812,0.0030524690304968003,-0.01908565213696509,-0.009304786997983972,0.005867864663312476,-0.013737163072282576
lh_parstriangularis-rh_parahippocampal,-0.009506621469907215,-0.021163771002686658,0.015050665837940092,0.015611351547057596,0.004870158098394221,-0.005519415729349235,0.006791947418737842
lh_parstriangularis-rh_paracentral,-0.005644152352558411,-0.023623677909293542,0.005067489279576711,-0.009813743817138851,0.017081189601378558,-0.01476607246982449,0.0061434112435243046
lh_parstriangularis-rh_parsopercularis,-0.010418675228961723,-0.02210777937885289,-0.0008777166302518217,-0.011754483316489605,0.012831828341545523,0.042600942882879,0.018878362007075905
lh_parstriangularis-rh_parsorbitalis,-0.007116552973718898,-0.011611241628117068,0.014403660309855864,-0.02000307600267435,-0.029321657191063142,0.0014587332807945266,-0.009931587437085467
lh_parstriangularis-rh_parstriangularis,-0.02240959370029594,-0.028477195340288863,-0.009143085070018207,-0.019835496248198685,0.0004509065878999957,0.014614647111634335,0.018356382568142076
lh_parstriangularis-rh_pericalcarine,0.0512807454958607,-0.01341660564859227,-0.01962270486567992,0.001866729989541452,0.0028946459981548495,-0.015377094688264425,0.02126129769864507
lh_parstriangularis-rh_postcentral,0.001392472792404391,-0.02706825350321178,0.0020786787460729352,0.01612230202667565,0.0012852541152251111,-0.011298319166326985,0.03775743388556217
lh_parstriangularis-rh_posteriorcingulate,0.010502746173175462,0.004457560932892519,0.027459595094335303,-0.03830272609244412,0.04730104947134565,-0.030207181637199997,-0.011615276734405055
lh_parstriangularis-rh_precentral,-0.006714249599333825,-0.018810795593603755,0.008913573252792743,-0.0033869406209996304,0.02364354095814847,0.022202225839875283,-0.0031418307564672642
lh_parstriangularis-rh_precuneus,-0.006369168851145933,-0.02597605277449628,0.0005668741381107457,-0.005394887520805821,0.007240479385837255,0.009772303250187329,0.01197283609711777
lh_parstriangularis-rh_rostralanteriorcingulate,-0.022166530828251263,-0.02624203121516121,0.031577091456842635,0.019002266449797516,-0.015401163586839605,-0.015513172883601654,-0.01985201330314513
lh_parstriangularis-rh_rostralmiddlefrontal,-0.005323713939144817,-0.013586248172923265,0.019791569823560548,-0.004428832351742887,0.009179133153624876,0.015421080340881804,0.018654739242833566
lh_parstriangularis-rh_superiorfrontal,-0.0006800217075432923,-0.013413627082847613,0.009425902770284917,-0.02280888776029663,-0.0016590778593995796,0.02039351501823581,-0.020100338853838114
lh_parstriangularis-rh_superiorparietal,-0.005779907871506657,-0.027946136647353723,-0.0059985238676246765,0.0026955565384292703,-0.025200131007655717,-0.005328297141287864,0.03667100434234235
lh_parstriangularis-rh_superiortemporal,0.008756656890232308,-0.0014062492936699486,0.01609850620820209,-0.014791728124145342,-0.015579595079380119,0.004963394103331132,-0.03230547452699976
lh_parstriangularis-rh_supramarginal,-0.017281068577598875,-0.022862522719386397,0.006236315200477242,-0.016526091814179876,0.002601804114576299,0.020984665578302523,-0.005177425933410223
lh_parstriangularis-rh_frontalpole,0.0016147617424950125,-0.0152277869094619,0.006226000202646663,-0.01785932447965235,0.005621253619127255,0.023113194442715826,-0.0165859701830439
lh_parstriangularis-rh_temporalpole,0.014626722123523157,-0.015782495945465682,0.0007392375591339716,-0.025763571305566023,0.02367606535366013,-0.0011365275505661903,-0.038614984085856965
lh_parstriangularis-rh_transversetemporal,0.0004652311561365893,-0.0067769776912373625,0.022554975438402316,0.027830717585400164,0.03568626535918487,0.004518039500026005,0.0019452647835750453
lh_parstriangularis-rh_insula,0.013573633565019196,-0.007549472371415755,0.014845340202899978,0.002120002622309283,-0.008523488035155923,0.024378332942262607,-0.0022116538626807845
lh_pericalcarine-lh_postcentral,0.05538773197872541,-0.0011495388961127605,-0.0062735705769885585,0.001649652780859263,0.006960514992118364,0.0031269270161276477,-0.009638039115285487
lh_pericalcarine-lh_posteriorcingulate,0.01548551417076253,-0.04067015497612691,-0.03315610485161219,0.01738835375507846,-0.0002951109383631626,0.01959170141341561,-0.010309210214207023
lh_pericalcarine-lh_precentral,0.056307771821009704,-0.01355576267082041,-0.023678121140413,-0.014884828400741514,0.00011693456519248055,0.017260653013727367,0.027262668998633652
lh_pericalcarine-lh_precuneus,0.053921388054420365,-0.00810112327190162,-0.015477529835532947,-0.008065348939066248,0.007055793786885696,-0.0025100914187501113,-0.009700126179852069
lh_pericalcarine-lh_rostralanteriorcingulate,0.019027097160243412,-0.03290471479398898,-0.01050328086452728,0.019631074249407847,0.0006123549757529328,0.002613654002558128,-0.018765427504473322
lh_pericalcarine-lh_rostralmiddlefrontal,0.05497084397807503,-0.01722114054423615,-0.020735161514321986,0.00574635005089405,-0.008659068637167611,-0.0028043321217886756,-0.012759823995020543
lh_pericalcarine-lh_superiorfrontal,0.07136187298251864,0.002191368620227797,0.0015011456991184525,0.014032633211686211,0.0035780869529626305,-0.0015451718879434888,-0.010740960574439398
lh_pericalcarine-lh_superiorparietal,0.0534740368075683,-0.009756610796488385,-0.020774223208752177,-0.011512184007090235,0.006435518318188079,-0.01189184786632481,-0.02209860861847211
lh_pericalcarine-lh_superiortemporal,0.04661858733954141,-0.023215402107076472,-0.022859033451369384,-0.003876601248674355,-0.003647505387285823,0.0016034567379713145,-0.010901646744612355
lh_pericalcarine-lh_supramarginal,0.05930856234044945,-0.009207182061285457,-0.009204915661595646,0.00830129270185525,-0.004535400464762749,-0.003105509914788979,-0.008254007874893634
lh_pericalcarine-lh_frontalpole,0.03594693527183465,-0.010055936871899294,-0.0003182964676156326,2.2677002191253746e-05,-0.0033559282536316194,0.018084436476352803,-0.01848466566249893
lh_pericalcarine-lh_temporalpole,0.036901957719596264,-0.007874215751210412,0.011367798347582845,0.0012014294568974235,0.017158306487591098,0.003714361129635757,0.015195628835429839
lh_pericalcarine-lh_transversetemporal,0.02190025720337595,-0.024428050648422555,-0.012063790361086377,-0.010644153307054555,0.01509539695886831,0.03735061219614203,0.014154133680718191
lh_pericalcarine-lh_insula,0.025194581897999224,-0.035058726475309214,-0.0240838130718967,0.006977332562005593,0.008382255304633017,0.013063509061924399,0.01295175232765996
lh_pericalcarine-rh_bankssts,0.02989377294499219,-0.028147247541601965,-0.023980122134548573,-0.011774147965825446,-0.0019291423366715513,0.01905667980569293,-0.03139061532116926
lh_pericalcarine-rh_caudalanteriorcingulate,0.012347603249568127,-0.0238055542147025,-0.009402827616411468,0.020899681746730372,-0.010851956612748653,0.023389635241915313,-0.028986504878957348
lh_pericalcarine-rh_caudalmiddlefrontal,0.05482931991521796,-0.009750265677667392,-0.015366244411073943,-0.0006791453372022635,-0.001798726416660088,0.018445116103869705,-0.010156604866632028
lh_pericalcarine-rh_cuneus,0.006454300643634657,0.004672512263974027,0.021693938094065526,0.003645681420887866,-0.010157059213473004,0.014432198045165186,-0.014414233725023491
lh_pericalcarine-rh_entorhinal,0.03274753345576886,-0.008313514399778704,0.001644534284850978,-0.0013443328695944762,0.004992158793683057,0.011911871646908117,-0.020371421671074863
lh_pericalcarine-rh_fusiform,0.04074476524417019,-0.008904693848312816,-0.0019677317650425978,0.015937762418359886,-0.0006518636200111698,0.017933894335095707,-0.03267268331235529
lh_pericalcarine-rh_inferiorparietal,0.0530417758089795,-0.008244788363832021,-0.010212175814805373,0.0062634319015169235,-0.002934050652249487,0.008448109032164733,-0.03325374935632477
lh_pericalcarine-rh_inferiortemporal,0.031450133107708084,-0.023001891972843337,-0.014065027802618466,0.02162744593224166,0.0035641673075616897,0.011952851576723246,-0.030976502031374836
lh_pericalcarine-rh_isthmuscingulate,0.019504290976547597,-0.009054912246197278,-0.0010160980026277734,0.016265301145577622,-0.0006881075248629265,0.04349630599480373,-0.02018111993698096
lh_pericalcarine-rh_lateraloccipital,0.02116330952631613,-0.012091541148438023,-0.008208898403648314,0.007883195463766677,0.010641737070898117,0.028449570485562757,-0.02345344438747445
lh_pericalcarine-rh_lateralorbitofrontal,0.02869582904567114,-0.029401182204408554,-0.016094735579160364,0.009276988857868,-0.011849592248839677,0.017288999284077393,-0.02736563030038491
lh_pericalcarine-rh_lingual,0.018971860784479374,0.005007674488418253,0.013148642632038177,0.0015049671551499275,-0.0023476311508179117,0.02772252400293426,-0.018094738476315653
lh_pericalcarine-rh_medialorbitofrontal,0.019712125488677443,-0.03217717101823763,-0.00825559160795076,0.020929970730391875,-0.008663592310137856,0.01587126624254332,-0.03355182118753145
lh_pericalcarine-rh_middletemporal,0.030645505556195603,-0.028107718069186525,-0.020774999982402537,0.012531228746411632,-0.00230278546142329,0.018252115996142626,-0.02676574461646434
lh_pericalcarine-rh_parahippocampal,0.03370678282878077,-0.010112042745015036,-0.004877462609850282,6.373815617812633e-05,-0.02030798567339139,0.013089573882855757,-0.034398661144145574
lh_pericalcarine-rh_paracentral,0.04292195428188651,-0.018062829222818568,-0.01835633311347722,-0.01788519090628101,-0.015265159700212045,0.029478681792177355,-0.00240030436726174
lh_pericalcarine-rh_parsopercularis,0.041765258068293856,-0.023476351521987265,-0.024306857883499018,-0.0005520129324032145,-0.005588787999388164,0.029832901653567025,-0.008644791350533053
lh_pericalcarine-rh_parsorbitalis,0.047730296029436105,-0.0018150043240749132,0.009987615596902838,0.00865372891884128,-0.029301646418562345,0.00341879407676244,-0.02899282716243039
lh_pericalcarine-rh_parstriangularis,0.04467113007226299,-0.02019650107614599,-0.018008148133216335,0.005736273486156717,-0.01587645974063827,0.015980228908739496,-0.022502688367764513
lh_pericalcarine-rh_pericalcarine,-0.01581466791654016,-0.015079719802635286,-0.01115283494148987,-0.008642505302329838,0.004378694278278621,-0.0016826925503994462,0.008024716828374695
lh_pericalcarine-rh_postcentral,0.04723680253461689,-0.0009310500674399683,-0.0003587784025975958,0.004771855772701149,-0.002529230543050834,0.023899024037488212,-0.03214390493454756
lh_pericalcarine-rh_posteriorcingulate,0.01591765804736913,-0.036610026379090346,-0.02586986136913185,0.01386909957491595,-0.009236486153117762,0.029573089310164148,-0.028734644672292795
lh_pericalcarine-rh_precentral,0.05160311098849051,-0.012807902788516581,-0.020378786083103274,-0.018603359498392757,-0.012855270816556756,0.027987840241610277,-0.000583778663367822
lh_pericalcarine-rh_precuneus,0.04940505518893838,-0.005393124649450519,-0.007414857560406508,-0.00559277224674997,-0.0034258603545998644,0.005169414369857496,-0.030916134656137753
lh_pericalcarine-rh_rostralanteriorcingulate,0.00635201141371405,-0.03921526434290769,-0.017242877170915924,0.029574587045183138,-0.0003932190155772761,0.03292864706193561,-0.009948026776436306
lh_pericalcarine-rh_rostralmiddlefrontal,0.04456576785726798,-0.02149434901881708,-0.02232770615661606,0.002470480704214425,-0.01829918777085234,0.012543381900269731,-0.03445090458371741
lh_pericalcarine-rh_superiorfrontal,0.05986403117190699,-0.006999533443377462,-0.006518517001795012,0.002844495445544639,-0.013340481327656905,0.010388269599042496,-0.03498588932393045
lh_pericalcarine-rh_superiorparietal,0.0495901272515393,-0.00315489668436509,-0.00840103995136139,-0.0013394609647726875,0.004357554784302674,0.011605562460939026,-0.04171462478874432
lh_pericalcarine-rh_superiortemporal,0.04631058376383296,-0.016288294092063706,-0.013243579441277678,0.002375006911401009,-0.01674318644734128,0.012954237538758984,-0.0429676915165573
lh_pericalcarine-rh_supramarginal,0.05526670986909836,-0.008404760502530265,-0.01055504984807512,-0.00010535987487956474,-0.01611149059266141,0.006829576070616068,-0.02883824864648082
lh_pericalcarine-rh_frontalpole,0.03299197465554514,-0.008953018685417266,0.007247243910912414,0.005559220515714347,-0.0057113220054234234,0.028328083365504495,-0.03688959280831434
lh_pericalcarine-rh_temporalpole,0.02767521832607524,-0.023535103402031732,-0.010058359991570977,-0.014877798863837322,0.02034828508740056,0.006623761549743127,-0.040851326251066654
lh_pericalcarine-rh_transversetemporal,0.02181465533715594,-0.02107646243394288,-0.00821827414604463,-0.003275448786671024,0.013180889946575064,0.04313309410067653,-0.002997604051532681
lh_pericalcarine-rh_insula,0.01887439462351956,-0.04353049096499031,-0.03125499191129932,-0.01017624733678556,-0.017815512389229227,0.018907731287399723,-0.01823915302123209
lh_postcentral-lh_posteriorcingulate,-0.004889367089117546,-0.023209084151028438,0.018253661882708393,-0.015946492324571817,0.022809769160987137,0.0065004632401506396,0.005064240850106867
lh_postcentral-lh_precentral,0.0325752047810736,-0.009533993309296895,-0.004224743087593539,-0.02582835593967194,-0.015586963560103249,0.00821725830446488,0.03192633733065224
lh_postcentral-lh_precuneus,0.012149564945319862,-0.010301341554214999,0.010363569360187395,-0.018868478983230248,-0.0051177550715086235,-0.007810494722912477,-0.009322810432131791
lh_postcentral-lh_rostralanteriorcingulate,-0.019942441961054685,-0.03981032845509646,0.023501267157618865,0.0288611266060643,0.010972531916560928,0.0092376067410852,-0.0020902748019966414
lh_postcentral-lh_rostralmiddlefrontal,0.010495010609360658,-0.026359178023339105,0.01091973514660846,0.015110769437861795,-0.020836317840233765,0.0020729401568012093,0.0036852883906237396
lh_postcentral-lh_superiorfrontal,0.033437793514279175,-0.006771718922151892,0.016643032320030397,0.007593812772745646,-0.013637125305436596,-0.005476488034801474,0.0007247523505405795
lh_postcentral-lh_superiorparietal,0.02736670613287509,0.005501166459638017,0.03515167076596262,0.007988085154352521,0.006886405432545432,0.00376984503331715,-0.00518937121777171
lh_postcentral-lh_superiortemporal,0.016756065708136043,-0.017689521069647298,0.007399028892312081,0.00481360157182824,-0.01475848192207783,0.0003256164906723403,-0.003430574795952318
lh_postcentral-lh_supramarginal,0.02123069329352159,-0.014078242229228512,0.019365627020752223,0.01531049282249724,-0.016283292689450477,-0.003653216605544091,0.0005749510557912523
lh_postcentral-lh_frontalpole,-0.0019362942069950332,-0.024085371746451274,0.009939155663035232,-0.0005996800185595547,0.002743863405666653,0.02937201255276285,-0.014487877034772343
lh_postcentral-lh_temporalpole,0.019364328352326356,-0.008080255878214542,0.022919475902097988,0.00028273499622764284,0.01751461725758673,0.010745893502306906,0.03782725204222006
lh_postcentral-lh_transversetemporal,-0.0007034176330842409,-0.02084263564198285,0.01673705177657094,-0.006496386502885853,0.027541729129754923,0.04383920744656174,0.0022438141157500725
lh_postcentral-lh_insula,0.018539373576891994,-0.003981076086567016,0.027910648829474277,0.028360821997459214,0.0035809991078561833,0.01620913350075401,0.01646352949108303
lh_postcentral-rh_bankssts,0.007913370112926069,-0.017444071526226592,0.005492871922201141,-0.015296243206728432,-0.00891025024883238,0.020884800773075723,-0.046277486870583924
lh_postcentral-rh_caudalanteriorcingulate,-0.011519161361599464,-0.016793068498101627,0.03007667729976225,0.005315964128025179,0.013883824286877173,-0.008393415551681984,0.028931811730849848
lh_postcentral-rh_caudalmiddlefrontal,0.019573455255330798,-0.016672755095938657,0.003378170325787179,-0.009152256127769513,-0.019510271400660525,0.020575489416030827,-0.013487979129936323
lh_postcentral-rh_cuneus,0.04828459447964798,-0.002683137210804006,0.0024999614588631794,0.012302384143158925,0.02501069672697447,0.002552633302960143,0.029837649411504262
lh_postcentral-rh_entorhinal,0.010391580836241409,-0.009043674045197899,0.012917321852958736,0.002982025061770133,0.00628292206345688,0.02147120934157203,-0.010850066592450488
lh_postcentral-rh_fusiform,-0.0029960047085828448,-0.017987575437089183,0.027160564618176012,0.028193344530041336,-0.024177461905507385,0.014409756716135758,-0.0158576781225486
lh_postcentral-rh_inferiorparietal,0.011247194110846306,-0.011224913855372973,0.018847622855123994,0.016551059214380128,-0.011407739150000479,0.011639669234148744,-0.0336588236336727
lh_postcentral-rh_inferiortemporal,-0.021638156564183778,-0.0436898015039608,-0.0008380054201251776,0.01753317503732861,-0.02166149322283187,0.013014172664903968,-0.021254090822542884
lh_postcentral-rh_isthmuscingulate,-0.0060546379535286405,-0.030780428780729563,0.0011583348747992433,0.0419266461865339,0.0131970370036223,-0.007125909124084579,0.008107794695852549
lh_postcentral-rh_lateraloccipital,-0.0003377095314439286,-0.02515395751487952,0.01077389401085185,0.007780582991288979,-0.006828920790259151,0.021684489448421124,0.03268975965802272
lh_postcentral-rh_lateralorbitofrontal,-0.01177390855160868,-0.0352131611646997,0.01028852546110408,-0.0012012431223970387,-0.03125492356213564,0.03703674948949934,0.006262997417312235
lh_postcentral-rh_lingual,0.045915729437041544,-0.003207822493489704,0.0022886057407448834,0.007864403693398301,0.003424142384502899,-0.03140302919388283,0.02305976452630061
lh_postcentral-rh_medialorbitofrontal,-0.017541444822263472,-0.034707282106217104,0.0208601440222147,0.029614965670529857,-0.012420719450968596,0.02683948263684567,-0.004753917785265701
lh_postcentral-rh_middletemporal,-0.016270634386104176,-0.042210474004141664,-0.00723678930399956,0.011883271447964524,-0.01696862741323583,0.02425123611700266,-0.010413939367206748
lh_postcentral-rh_parahippocampal,-0.00899399383947796,-0.01920402512404094,0.01602366641988519,0.014655131414407307,-0.03160060724240362,0.004834787274714133,-0.012074142948579827
lh_postcentral-rh_paracentral,0.01637552507498619,-0.011945090009472038,0.012266440325204795,-0.01516896198729483,-0.006292335038111908,0.03537956793873022,0.011062960804903299
lh_postcentral-rh_parsopercularis,0.00048722936471232625,-0.03348307874188332,-0.011457474749264743,-0.007434889524744808,-0.023209622760940987,0.031517719872336536,-0.008778615657820286
lh_postcentral-rh_parsorbitalis,-0.007495967994217709,-0.02757924048990204,0.011091721472293106,0.004952318072223677,-0.04199820239018378,0.011455993969266078,-0.015295723566568355
lh_postcentral-rh_parstriangularis,-0.00045217837076514105,-0.027308188473343875,0.0032797350265693745,0.01216754721569755,-0.018506096029569482,0.030874094378592558,-0.005498419653375026
