,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10
lh_inferiortemporal-rh_supramarginal,-0.044772453810629484,-0.004816370526245392,-0.008704705971654453,0.026817687300894042,0.03554169266508149,0.00889079501158624,0.02513883697672128,-0.010797639868834098,-0.024128521235715277,-0.015825281804024125
lh_inferiortemporal-rh_frontalpole,-0.00881829342062961,0.01287435596842471,-0.015543511501915469,0.0061211673053313456,-0.006674127179189607,0.005351044966726799,0.02711293324233832,-0.015647628568031213,0.012962791966124034,-0.013765229380577957
lh_inferiortemporal-rh_temporalpole,-0.00042868350425256376,0.015904479633603554,-0.02643882361691574,-0.01857926390794901,0.007758364893454049,0.0376780724034719,-0.034851321036603884,-0.020373882555014076,0.014032702255291393,0.011973928243164459
lh_inferiortemporal-rh_transversetemporal,-0.03504972567844648,-0.010892460606321435,-0.020351312817785305,0.01243867557787925,0.026301513875760726,-0.010231264015927999,-0.0024682974097529516,-0.021757321615041226,0.003671055477852723,0.02787863577722601
lh_inferiortemporal-rh_insula,-0.01785477026842885,0.006399020315682873,-0.022927905280941276,0.01924820049632169,-0.018738246916840163,-0.0023022293191455874,-0.0112460370060236,-0.001748059353115754,-0.03234994974743362,-0.0006738688673744085
lh_isthmuscingulate-lh_lateraloccipital,-0.0056126789277826826,-0.009492175425081033,-0.015147851422851919,0.003662076275214587,0.02862067392719679,-0.03693345726799819,-0.012619567149106215,0.011746143679951785,-0.0439524219208285,0.01323903230335915
lh_isthmuscingulate-lh_lateralorbitofrontal,-0.0006384380898817938,-0.0015524500595941815,-0.01753019184103838,0.014320289073853116,0.047468062655726756,-0.04296446195205753,-0.0033632099161040206,0.03908199720887476,-0.022049845896857823,-0.007847446944995333
lh_isthmuscingulate-lh_lingual,-0.011577195674156621,-0.017207904379584978,-0.019238877504086514,0.029121568183125494,0.042150723780167106,0.016753385835365765,0.012513171207787199,0.027158282658424314,-0.014240456448253109,-0.008845815041512951
lh_isthmuscingulate-lh_medialorbitofrontal,-0.0007044501420585955,0.009837758752136367,-0.009777443221953447,0.02714778094880994,0.04935259426452592,-0.03294377722644005,-0.00960323007216451,0.01615403391361539,-0.02280280379646773,-0.008963250897221716
lh_isthmuscingulate-lh_middletemporal,0.005992073681468377,0.010389173001030838,-0.012340997575732215,0.027994147692446965,0.04977207000116188,-0.048370181611267216,-0.002614517524059872,0.04525226187578894,0.006697437564311611,-0.010185885490065749
lh_isthmuscingulate-lh_parahippocampal,0.001932761769301739,0.012139038417908027,-0.001956239629586356,0.028873962828023052,0.04655846304321999,-0.03726597923382796,-0.004513995481011567,0.017418162897139957,-0.022482315900685036,0.023008024514149825
lh_isthmuscingulate-lh_paracentral,-0.0030702064814647156,-0.0006316965146058426,-0.020755659342085783,0.009045823750857152,0.0227793523914041,-0.03829716120642063,-0.0002237621295206323,0.03378548533376707,-0.02725006480689983,-0.0016852988432845446
lh_isthmuscingulate-lh_parsopercularis,0.013963985064939205,0.006979400830658244,-0.020540147805421342,-0.0010329595503424617,0.02599476706291011,-0.05470925427614492,-0.011537668969658885,0.03853866831247469,-0.019843992602996942,0.0024291190060958677
lh_isthmuscingulate-lh_parsorbitalis,0.008339433326402924,0.01629490550780949,-0.01594951469375306,0.0130933017208199,0.024204805524874397,-0.04573918611749023,-0.01533726207182026,0.023336669126710043,-0.017751275507540274,-0.011858739255053641
lh_isthmuscingulate-lh_parstriangularis,0.007641399553006029,0.004584205761176207,-0.01678851492970515,0.014766685978486216,0.04523276654982727,-0.047435524355106125,-0.012549429665473719,0.035945948473169745,-0.02438454847471311,-0.00025761430127232976
lh_isthmuscingulate-lh_pericalcarine,0.0014697492247489421,-0.031098102855176012,-0.02897609308520687,0.01152927970057753,0.005568935502907715,0.030721735319527068,-0.006778975854621527,-0.026533057106738575,0.005023857302183842,0.014270393135781703
lh_isthmuscingulate-lh_postcentral,-0.012289433365085256,-0.02155920324346359,-0.0291339845947211,0.00472929107514742,0.018606723833222618,-0.026712592247577424,0.012769758841635389,0.02730492034547409,-0.038896674411525695,0.009560987532377599
lh_isthmuscingulate-lh_posteriorcingulate,-0.024396543546481353,-0.016147861911412147,-0.028271390032482892,-0.0036871610585333275,0.0046216874285786805,-0.003092320948440078,-0.0025302973133591073,-0.00681942904603736,-0.01190515624163341,-0.03080049040871885
lh_isthmuscingulate-lh_precentral,0.008393408596027859,-0.00739963976523984,-0.0309076070478036,-0.010956877453829953,0.030499350457590706,-0.03786285739943683,0.0030928501559748947,0.04498091726770879,-0.03843530527243361,3.743528794374853e-05
lh_isthmuscingulate-lh_precuneus,0.0025090310784067283,-0.0020742956735651692,-0.018031901319711927,0.0020874453568432622,0.03284532042831937,-0.052864762550101196,-0.008145134281632027,0.05056483042281362,-0.022204061142939897,-0.007005777283476614
lh_isthmuscingulate-lh_rostralanteriorcingulate,-0.01346942278697497,0.015507989228032216,-0.0021649305532913505,0.03237506560812597,0.03244109716347076,-0.016770490827251072,-0.0029984040882110887,0.0032668842312617487,0.011702462562947212,-0.006686479197536805
lh_isthmuscingulate-lh_rostralmiddlefrontal,0.011514490409478325,-0.005592278062593665,-0.023643852282785767,-0.000837406787392194,0.038050850252857656,-0.056821730412446106,-0.007698297438379772,0.04736416307729409,-0.012177191449847859,-0.0024300501744274066
lh_isthmuscingulate-lh_superiorfrontal,0.03321472734311708,0.027756714619219042,-0.01570908194674719,0.002787938513574267,0.019832161528998114,-0.06484006702272942,-0.012879847781990535,0.03954779501723807,-0.01301436806288994,0.0051811143535270944
lh_isthmuscingulate-lh_superiorparietal,0.007752504790352382,0.004982379400859647,-0.010817686540580832,0.01182760549885226,0.028188845974078537,-0.04132165363963515,-0.000730312667077216,0.03929586290652893,-0.03211942630313424,0.019878457188303014
lh_isthmuscingulate-lh_superiortemporal,0.005297069382989234,0.00191703772872628,-0.02481480994307146,0.012852345995580558,0.03631920869188411,-0.048979830403622505,0.002730067433441796,0.04867376757522095,0.019134768688308847,0.003229604995663372
lh_isthmuscingulate-lh_supramarginal,0.009855139976336722,-0.0009692066948549322,-0.02160953236316368,0.004293438969444152,0.04071506034163104,-0.053957225945468236,-0.008402218263646342,0.05129154705612072,-0.008773663883863813,-0.005983135692256391
lh_isthmuscingulate-lh_frontalpole,0.003748137925547882,0.011491758308265142,-0.01790340275839509,0.015051378811191054,0.005900792316143207,-0.02238205071539056,-0.005590205880523353,0.001731703789466893,-0.015800902517695347,0.009991595116685405
lh_isthmuscingulate-lh_temporalpole,0.008318909419441224,0.026706349965368754,-0.02016619556873365,0.004139961434076021,0.025323681208315067,-0.014853383413276938,-0.0002971604594183738,-0.008804792069109868,-0.0018871179636786848,-0.031008696512504753
lh_isthmuscingulate-lh_transversetemporal,-0.02989074612363746,-0.026902353092407946,-0.03670632050566056,-0.0234005452274329,0.027161328896756695,0.002050795507239962,0.015546063790074288,0.04475613375664834,0.027158863544012403,0.023898571006611146
lh_isthmuscingulate-lh_insula,-0.013362238507504943,-0.006033911344512655,-0.028016400004181676,0.0007493391588776257,-0.004345311057875364,-0.02715101734441446,0.020610079596049324,0.04499373217443227,0.01574980350641947,-0.015147813828190453
lh_isthmuscingulate-rh_bankssts,0.002882637869141342,0.009882265561326268,-0.016648206909299034,-0.0010616634062710366,0.009677076123036659,-0.010549652735744111,-0.01659065595090381,0.032588586770615685,0.014398968225702262,-0.009759697069048227
lh_isthmuscingulate-rh_caudalanteriorcingulate,-0.023430529907658246,-0.007618142500563489,-0.01650497908528081,-0.03102640503528425,0.002523863647613226,0.002608782630246775,0.019483722134124828,0.012765256007381156,-0.004742974958164241,-0.004784156351406407
lh_isthmuscingulate-rh_caudalmiddlefrontal,0.020913530296201903,0.014707277882572757,-0.0156657799214951,0.0005630212903175013,0.02868816021411099,-0.03623717394173714,-0.017196123592400768,0.05194973631593107,-0.03615367059357185,-0.016350439005784
lh_isthmuscingulate-rh_cuneus,-0.0019630555003229615,-0.02868326921836674,-0.03572501256519421,0.01313404458677691,0.02189622948210202,0.0011286718083728434,0.022071424404913272,-0.0016314283623207507,-0.015398687438572145,0.034840735626679685
lh_isthmuscingulate-rh_entorhinal,0.007429901506714823,0.021269954326939705,-0.008020793026294448,0.01807061156296125,0.010200281115817998,-0.03127163818401173,-0.03805416932509189,0.021582171931534347,-0.013537066023556374,-0.003990139558259666
lh_isthmuscingulate-rh_fusiform,-0.00033572249057141134,0.007996748002791118,-0.011703400280251604,0.014676636863688204,0.03138347636272249,-0.03105129534394282,-0.027620750004839618,0.060573162718429684,0.0009136010985699343,-0.002134096158141091
lh_isthmuscingulate-rh_inferiorparietal,0.008480401307183015,0.0010753368822573924,-0.02104250478045011,-0.003779348586898469,0.031203230251619522,-0.052305185602804616,-0.024194729453812357,0.05631853364990186,-0.006332304073442129,-0.00029934594798898935
lh_isthmuscingulate-rh_inferiortemporal,0.009232115972808402,0.013669996553734798,-0.008267376669574677,0.022726129990191322,0.04642783075236213,-0.026492879185252532,-0.0235121130384829,0.07117831201692804,0.00783480316623288,-0.014798086932448403
lh_isthmuscingulate-rh_isthmuscingulate,-0.003923993908588591,0.0040993105191372715,0.002854991320750475,0.022483033087277678,0.021603443835218047,0.0286374944531307,0.0031103073573665123,-0.009914259708849751,-0.01823178502275873,-0.033147450568240346
lh_isthmuscingulate-rh_lateraloccipital,-0.00882998195606323,-0.008602837287037212,-0.01703023663873701,0.004855903952435844,0.035141162666673886,-0.03435187382055563,-0.006405582456216502,0.015927451965837076,-0.02945745485306841,0.01811374410673729
lh_isthmuscingulate-rh_lateralorbitofrontal,-0.0028587606550785445,0.006424660840819172,-0.009879402547374237,0.02764659922899702,0.05397152642322752,-0.010731022497391725,-0.010232991937265738,0.05629098934617384,-0.011295035025110419,-0.01035034496543154
lh_isthmuscingulate-rh_lingual,-0.00958542617222083,-0.019125353805245535,-0.022229363482453454,0.021719166387665162,0.0379835279710992,-0.010803159676028351,0.023984640347678127,0.014852093463091619,-0.004729698511800711,0.004216149982212015
lh_isthmuscingulate-rh_medialorbitofrontal,-0.001077467286684002,0.017461818167369355,-0.00671871157185295,0.03788502283063164,0.0540117147426322,-0.02032155185901423,-0.021486384816310773,0.033200042760340505,-0.018871472831375777,-0.006100662231389608
lh_isthmuscingulate-rh_middletemporal,0.0028603298162868085,0.00866236904664697,-0.013857556354645629,0.024602562134533504,0.03472343218349198,-0.032416401698064694,-0.030805935007392007,0.07010437122037431,0.0069220100736764375,-0.010524449906034676
lh_isthmuscingulate-rh_parahippocampal,-0.003701121608269554,-0.0003798140350250153,-0.011759223571568896,0.012764885815167175,0.0290746200578228,-0.037245288342091794,-0.022261880896168953,0.020229736700658228,-0.03841713617548519,-0.0015283757949585434
lh_isthmuscingulate-rh_paracentral,-0.007229215939266035,-0.003029890269841292,-0.020700340810930497,0.010564633546973705,0.031144155267943934,-0.025549738826914775,-0.00407481415534181,0.04315464358885213,-0.03206591706784365,-0.016672482525909037
lh_isthmuscingulate-rh_parsopercularis,0.012793023456728907,0.012083492770884056,-0.013470486864347282,0.006767923797340304,0.029895701855793568,-0.03486328043872648,-0.018855303924324,0.04549339705840958,-0.027526810985994507,-0.017777486715955866
lh_isthmuscingulate-rh_parsorbitalis,0.006557334474222827,0.015094787540412165,-0.01453085696999495,0.01289487161784751,0.023253181849254942,-0.04154746230153213,-0.025587520277835094,0.03512229425384026,-0.013370136869326362,0.0010805466419101409
lh_isthmuscingulate-rh_parstriangularis,0.012546618351926287,0.012495379725651633,-0.008177165165895194,0.021321099318514822,0.04649754394007957,-0.04211378382340622,-0.021569117307234084,0.03946877929230299,-0.031289467811860226,-0.009852205049756603
lh_isthmuscingulate-rh_pericalcarine,0.005621845156641949,-0.036113215402139145,-0.0349853757339949,-0.00033561079249604407,0.010536817701151053,0.023082360543561168,0.022838231073393004,-0.03370349481535851,0.019360374626892645,0.006096292383421091
lh_isthmuscingulate-rh_postcentral,-0.015047280893102857,-0.018659016971767188,-0.025214893273297026,0.011468432958623046,0.02152440227972783,-0.015326635853861292,0.009582634395984937,0.022115953052209574,-0.053458927105337006,-0.0019143923176756898
lh_isthmuscingulate-rh_posteriorcingulate,-0.02700561688976754,-0.024123964779026775,-0.03166799229983194,-0.017381375072712653,-0.0024035932107112114,-8.573640374755562e-05,-0.010651372652120582,-0.0024195454212115595,-0.00683371787316999,-0.028023985643889818
lh_isthmuscingulate-rh_precentral,0.007702887825477499,-0.0017976482111440805,-0.025959575567486147,-0.0032049984658355257,0.025586380549105114,-0.030281781816326597,-0.012877486233990204,0.050078700963370304,-0.04482889099136536,-0.003971089130906266
lh_isthmuscingulate-rh_precuneus,-0.001838730139322058,-0.006168721144965569,-0.021700241923743476,-0.0017454954004768712,0.027436174831407582,-0.05452213344819563,-0.019544640920799886,0.052510320743289374,-0.021917671543594655,-0.002111240881925511
lh_isthmuscingulate-rh_rostralanteriorcingulate,-0.026012637022367464,-0.013616373198651825,-0.00858850482822005,0.030025246338796326,0.0139051484265479,-0.012425885811096497,-0.009113090809138675,0.05372539151456679,0.03468061590619302,-0.000696790826041095
lh_isthmuscingulate-rh_rostralmiddlefrontal,0.008556642331474951,-0.007155662270678207,-0.022990242015612866,-0.0005125914527163454,0.03443932354894772,-0.046039279643043156,-0.01844325069425172,0.06180589082638427,-0.007107829553736227,0.005155860156087998
lh_isthmuscingulate-rh_superiorfrontal,0.027534642832928103,0.025604744172049304,-0.013795018562111148,0.006723889690512071,0.014974876895477393,-0.04647956113989413,-0.03609747957986576,0.05305327872962036,-0.02110113054336417,0.0036885943685915053
lh_isthmuscingulate-rh_superiorparietal,0.006290243521512205,0.006027940684748379,-0.011101095699085588,0.014303173645087442,0.02768116428077951,-0.038575080608916734,-0.002865884807128079,0.03209320584037609,-0.035284984408495076,0.018002007113254715
lh_isthmuscingulate-rh_superiortemporal,0.004029132717026058,0.0049261895311039335,-0.02412214548759719,0.011019027280272747,0.015299250678290228,-0.039111372313435894,-0.030778301650714383,0.06947089691322267,0.009717567871478759,-0.0041804469208747514
lh_isthmuscingulate-rh_supramarginal,0.01051461848124801,0.00395459672851064,-0.02047373378847832,0.002990571048598609,0.03077614623140675,-0.04978388384187922,-0.03091382759511698,0.046477141703251054,-0.028430529550318523,-0.02100449176894821
lh_isthmuscingulate-rh_frontalpole,0.0001225682179891905,0.011889502878717335,-0.017932220467775158,0.01499123520135388,0.0029288200677198843,-0.025993213270935428,-0.014015601634269865,0.005832416962726596,-0.010351232065072461,0.01525762526342404
lh_isthmuscingulate-rh_temporalpole,0.008411703635930813,0.020107083086962196,-0.024162881827641862,0.00026379287700581074,0.02230232961685747,0.011049983909955478,-0.059689424259314935,-0.007336322024612205,-0.007252498401987408,-0.0017476454237991268
lh_isthmuscingulate-rh_transversetemporal,-0.034584234163094064,-0.028317018742969498,-0.03602763057456069,-0.020654199200457204,0.028845955808714567,-0.011581612714565526,-0.004029286109241026,0.01769850448110061,-0.0025593818279525606,0.018663633878173262
lh_isthmuscingulate-rh_insula,-0.020744057250621048,-0.013766682229462226,-0.03609829937251843,-0.0033701186496286504,-0.016697416632265347,-0.00636354771433513,-0.0069535523590031414,0.04204443299618771,-0.006970835147591634,-0.009182193344808727
lh_lateraloccipital-lh_lateralorbitofrontal,-0.0011923530465293047,0.00022654189412512572,-0.02915316023658197,0.004542799653026589,-0.01413198631295033,0.023509702927366188,0.02550746473025798,0.004011396401340363,-0.005373977792585538,0.02936158717844991
lh_lateraloccipital-lh_lingual,0.005845142294799505,-0.008635234908563444,-0.02153962341697474,0.020986254823406544,0.030404870847769744,-0.019297931959982844,-0.005914055888913351,0.03537155550094103,0.0020534444439401123,-0.0008172704958743872
lh_lateraloccipital-lh_medialorbitofrontal,-0.0027529609215247637,0.021810818393014058,-0.008456942136559977,0.019607930207804485,-0.011798252932037831,-0.0013369521739361404,-0.012083999298704998,-0.02324835381635529,-0.020874272849802096,0.021097112597809026
lh_lateraloccipital-lh_middletemporal,0.022847999674060624,0.030538748784464866,-0.013581877524235345,0.01877277686971646,-0.018650647196052198,-0.014034204017433004,0.0013310468927976665,0.02304982291282012,0.01941643982292903,-0.0037212632201642157
lh_lateraloccipital-lh_parahippocampal,-0.007482615949951842,0.011338063663223317,-0.007699905808240852,0.019582575357900454,0.0034146847054788085,-0.006132950354436731,0.002221876175666183,-0.012597874472942704,-0.013663478897250522,0.057276739795022576
lh_lateraloccipital-lh_paracentral,0.008903793942870643,0.00876896000795402,-0.025155088517844686,-0.005175867095312968,-0.0008028612517499621,0.0346355199648082,0.034667993069450564,0.019692658335125537,-0.016099025126956906,0.0422783024695411
lh_lateraloccipital-lh_parsopercularis,0.02677829429764594,0.00786141384529091,-0.02951588617358169,-0.0032534904866029554,-0.017850315008518244,0.016443254205878045,0.02066242046642704,0.007054376826487899,-0.01677794011795667,0.02037303289788986
lh_lateraloccipital-lh_parsorbitalis,0.01272262304123817,0.02602350168036146,-0.015252826601808421,0.013285294997529744,-0.01917854782319645,0.009413780549914564,-0.0015130078661771068,-0.02318315523309505,-0.02667345352205285,-0.017003077044978568
lh_lateraloccipital-lh_parstriangularis,0.015893599848739254,0.009814838495969884,-0.025315041176299912,0.013078655704428226,-0.0030156879781366316,0.02670045617870433,0.010051865398258593,-0.009519017575643357,-0.029056917072441523,0.005642755950420232
lh_lateraloccipital-lh_pericalcarine,0.013586808757855248,-0.00986758600217291,-0.019977348254530833,0.02448528566368553,0.027175824544600786,0.011933013753394393,-0.03052628925366085,-0.013655053719026342,0.005766001015630621,-0.004911826758568847
lh_lateraloccipital-lh_postcentral,-0.020285030689103468,-0.017018354849677876,-0.03752792820463441,-0.011860568786869388,-0.013859216538994024,0.02039989955034312,0.01315331800128476,0.02715701039752962,-0.024912733984215035,0.007848274663977136
lh_lateraloccipital-lh_posteriorcingulate,-0.013371596333789782,0.016065292361649934,-0.022459927877232454,-0.014008336608009875,0.02068999115967952,0.011422026777701235,-0.013519141300595927,-0.020082625619210225,-0.006770294867411078,-0.0054864897812168315
lh_lateraloccipital-lh_precentral,0.03858693578955813,0.01419214089454232,-0.030895207815840257,-0.021669137460845724,-0.005001070361357724,0.028772763534710744,0.03032724885014361,0.006674077776492652,-0.04937192981245127,0.01853944111682383
lh_lateraloccipital-lh_precuneus,0.01681496166270485,0.01374286653483805,-0.02248352717678381,0.0035451830676631116,0.00042104060647811975,0.0097649388283931,-0.0015312450612496962,0.001545701393058713,-0.002544363243027721,0.0024690890861802255
lh_lateraloccipital-lh_rostralanteriorcingulate,-0.02487169063400939,0.01654659626891853,-0.012601046227631961,0.030908350617377758,0.011367234498652241,-0.006535171722660762,-0.012389094558866822,-0.03350853629624618,0.000825720597238141,0.028861511654549043
lh_lateraloccipital-lh_rostralmiddlefrontal,0.030045808716560877,0.0270141383705633,-0.02154189935901792,0.01823988237249001,-0.016253115564915776,0.00442270476842528,-0.0011559466296454013,-0.01496758608396598,-0.008395745785153152,0.03290741216477202
lh_lateraloccipital-lh_superiorfrontal,0.05692204285204462,0.05642010165686943,-0.012864881555301938,-0.0011788547357511356,-0.03671093651158259,-0.0063982822716024314,0.0018749774314530785,-0.020944375614891556,-0.01320347216049262,0.03221484318238552
lh_lateraloccipital-lh_superiorparietal,0.0020228690665786055,-0.006615864668181302,-0.03660994823954611,-0.0003793157159137588,-0.014992984446801305,0.004351209532396733,0.004503142660048219,0.0014245484366865986,-0.004505444754830811,0.0232137383520414
lh_lateraloccipital-lh_superiortemporal,0.026395504090140565,0.022988723121675568,-0.020291952104527496,0.011299960383776855,-0.030748840793607277,-0.018143009552940483,-0.005159092732982006,-0.012884789785201174,-0.007130626674584332,-0.0056554947099223644
lh_lateraloccipital-lh_supramarginal,0.02500180553157927,0.006612226092740977,-0.03363227327906896,0.003933986671556744,-0.013641245962616207,-0.004405453443574115,-0.0035719885714670502,-0.010532540609719662,-0.014370225452889539,0.0028413404647974726
lh_lateraloccipital-lh_frontalpole,0.004638674656071335,0.02094699340724456,-0.012935036517848091,0.010553038191017368,-0.03596723028462962,0.01600164196661827,0.002974823816691826,-0.033001054259753575,-0.0031455232101939273,0.010181877386756804
lh_lateraloccipital-lh_temporalpole,0.011361872270717934,0.025349109486952924,-0.023481256942184336,-0.013909758279111476,-0.00824170065765521,0.007886829399160647,0.007781297140745633,-0.01860580612159611,0.00687718474079027,-0.022687390306830042
lh_lateraloccipital-lh_transversetemporal,-0.01899910769493825,-0.013718228496521361,-0.030599685549560315,0.003599430983599718,0.02081554994625403,0.03702292445929385,0.005702937196364144,-0.030504287147441488,-0.0332591241873447,0.004572417434914724
lh_lateraloccipital-lh_insula,0.0058863891131515555,0.00887833394867914,-0.014119630750638278,0.027014934984622246,-0.012322818694543334,-0.006309702161571638,0.01885902999926831,0.0060151171736760045,-0.016271170627756217,0.0027919556988633084
lh_lateraloccipital-rh_bankssts,0.008053213043771882,0.015795358901292238,-0.01393366492089723,0.009102081582966817,-0.021279947402708648,0.023064145125448823,-0.015018537699345955,-0.011385892185382235,0.0019647281356279835,-0.003320378542642364
lh_lateraloccipital-rh_caudalanteriorcingulate,-0.01983664020258489,0.017266086552102513,-0.0208946361336343,-0.05212932811500366,-0.002253269388989322,-0.01136284562779801,0.010621780229836553,0.00271536023663074,-0.013489133787474208,0.025545497884636875
lh_lateraloccipital-rh_caudalmiddlefrontal,0.030240870200213196,0.018156428437992433,-0.025437636049529012,-0.007087342933881158,-0.02090900898830181,0.039171898847759706,-0.008328309271191893,0.03267550807604151,-0.015823372809573716,0.020550929552421687
lh_lateraloccipital-rh_cuneus,0.007965199163489473,-0.028742069459235447,-0.037437397954499074,0.001992950449194141,0.030618117542812896,-0.006211555668471931,0.04336747041586657,-0.006064082865361675,0.025893802345629935,0.025802549313563128
lh_lateraloccipital-rh_entorhinal,0.011466424990383925,0.026153419443506045,-0.0065555460021761245,0.005274362812619029,-0.03023709768101818,0.0071111180936374915,-0.030090024589650276,0.012909312140464858,0.004651023953090681,0.018315724274256442
lh_lateraloccipital-rh_fusiform,0.010219771979185423,0.027888835635194457,-0.006244573008501462,0.03596282222302231,-0.015092521162866244,-0.004459209390752726,-0.03664305617021583,0.01549772640632293,-0.01683743827909633,0.027965731910562903
lh_lateraloccipital-rh_inferiorparietal,0.0218679137699443,0.01343678240161401,-0.02624420606595686,0.0072944757030820795,-0.026815517082339424,0.00834822950376165,-0.047213871614338696,-0.0011386715190618135,-0.026853227252167936,-0.014745965354203194
lh_lateraloccipital-rh_inferiortemporal,0.0029150859189213175,0.01042383749542813,-0.017399339322847523,0.01975073223313176,-0.00584584012403824,0.02990468098662438,-0.019602041439119255,0.03269122686711431,-0.010106002377215529,-0.015923682651105116
lh_lateraloccipital-rh_isthmuscingulate,-0.008085399492821877,-0.011417315496103926,-0.01612420774108172,0.012819471402665627,0.032239531466666436,-0.011769311773483478,-0.025378149848988067,-0.002832073628253818,-0.07102799736086346,-0.0007023990000157413
lh_lateraloccipital-rh_lateraloccipital,-0.024262807196168287,-0.018644072664897815,-0.03491137299107309,-0.006449332625241917,-0.0007144729468627585,-0.0029214859661485667,-0.011651321824494854,-0.005034237754243062,-0.018146537123547083,-0.001740380540248775
lh_lateraloccipital-rh_lateralorbitofrontal,-0.005439851966189094,0.009070301226549853,-0.025153287933303514,0.005901670835965365,-0.02594586352660727,0.031811280739025345,-0.004168374915860605,0.011667265813124326,-0.01665789334842758,0.00014648923414578224
lh_lateraloccipital-rh_lingual,0.017399317824927672,0.007228441714824652,-0.010448016076395924,0.021602438299447514,0.03758278978666973,-0.04420134572780149,0.03099902145435536,0.002211470644844806,0.012698224950182283,0.004873258846886994
lh_lateraloccipital-rh_medialorbitofrontal,-0.008689537162394123,0.021423514064162288,-0.007703117359154633,0.03496790530085534,-0.005729053486087651,0.01983365469232849,-0.029662704001449634,-0.01811708885059008,-0.03346611398235811,0.006062597433214245
lh_lateraloccipital-rh_middletemporal,0.01779895662390438,0.02872836053312384,-0.009986082946116468,0.022483940735132702,-0.023711519532520625,0.011182369835409418,-0.03154434592281465,0.038048516028052225,0.0018780461046947593,-0.01723831507115805
lh_lateraloccipital-rh_parahippocampal,-0.013869180670798781,0.0020525921743767645,-0.01687289864959359,0.006332248744976957,-0.014147076509457835,0.0022168806655306003,-0.013344542644820068,0.009521082624260954,-0.012308785535644016,0.04931944595515655
lh_lateraloccipital-rh_paracentral,0.0022479291264017307,0.001949606739025193,-0.028234928717576,-0.005684341154456031,-0.008326269299596368,0.04330302792236791,0.013490258691628038,0.026690901608243237,-0.03596318039442923,0.02596194398310728
lh_lateraloccipital-rh_parsopercularis,0.01745953078038836,0.004775130479205667,-0.025841590704334436,0.0012642211081077474,-0.020826354256221476,0.0405271319569623,-0.0004378141262620431,0.03233430874346387,-0.01308457869325779,0.014748605147097154
lh_lateraloccipital-rh_parsorbitalis,0.009507463575200626,0.02131640103045817,-0.016692408390764836,0.009552771442601384,-0.02720555247284153,0.02972760569169755,-0.017606758053664028,0.0111287480196709,-0.0020890000121082707,0.00899091594785683
lh_lateraloccipital-rh_parstriangularis,0.017158231662759676,0.00855185391063624,-0.023571141172034585,0.011043148278266253,-0.018075361763272915,0.03789994663500172,-0.015132675447874024,0.004779503660599203,-0.036204524496691294,-0.006492962782524407
lh_lateraloccipital-rh_pericalcarine,0.022983548162513297,-0.010076211053633578,-0.022669082317048016,0.002917399157455355,0.034158511840425496,-0.013175009226602046,0.02372972178549307,-0.03457194147732941,0.02345802562549902,-0.020150101034901075
lh_lateraloccipital-rh_postcentral,-0.022325447311710846,-0.01431005140548264,-0.031867441503611454,-0.009185276404087351,-0.004029100963242567,0.017421392419570348,0.03126847065683046,0.01251971067743029,-0.040338114649586525,-0.003422403547971664
lh_lateraloccipital-rh_posteriorcingulate,-0.00833713345036649,0.01973962469449038,-0.02033787179669955,-0.019872200424451324,0.0236334870574035,0.01132099493644933,-0.03342765488945122,-0.025682100302334015,-0.018865668663527194,-0.001716670052789074
lh_lateraloccipital-rh_precentral,0.03225626811122221,0.020044179948733826,-0.022950500944742405,-0.010219090287317927,-0.01250291504903814,0.051575535066750666,-0.005320807242223548,0.02774275838707836,-0.05677984729398217,0.006909284205755217
lh_lateraloccipital-rh_precuneus,0.008771271756140894,0.010612084555122617,-0.022366503258026825,0.0024808203335500187,-0.01160838461624309,0.01346547360348173,-0.025179416995906454,0.016790686428306424,-0.006914890034463639,0.015997135625336598
lh_lateraloccipital-rh_rostralanteriorcingulate,-0.030626156274829158,0.0012323100811793826,-0.013206393885583827,0.033085353268913625,-0.014832543357505154,-0.00769334282843483,-0.0198814929143841,0.00996036084883828,0.020453412167190963,0.020509131526942316
lh_lateraloccipital-rh_rostralmiddlefrontal,0.015641370644322965,0.01442300754591851,-0.023892382227719146,0.016066628643593945,-0.029962549042005675,0.02201653589635019,-0.037618413391707524,-4.231305453664127e-05,-0.022687953150129763,0.013669867973494277
lh_lateraloccipital-rh_superiorfrontal,0.04512944707028873,0.04968017693537066,-0.009957625311238616,0.0053114679923002605,-0.04610053610462901,0.020250406996366842,-0.03847921455269918,0.005624259107475956,-0.02557878027112537,0.022065677808520298
lh_lateraloccipital-rh_superiorparietal,-0.005860463763696928,-0.0068773887142969505,-0.034166871515515444,0.002057613645378505,-0.01888104222054029,0.022103471580099038,-0.01049565150544192,0.02031430469153791,0.0022261642999498905,0.03245157282103242
lh_lateraloccipital-rh_superiortemporal,0.027139689459169315,0.031773236907071886,-0.011360373593777005,0.018558976992447046,-0.03984112201985511,0.006157054338152912,-0.03889693081675688,0.01816700105280048,-0.012422025533179056,-0.008696273745625586
lh_lateraloccipital-rh_supramarginal,0.023486362846875292,0.015651516063782095,-0.02260624633624289,0.012859696821725159,-0.012551815363542851,0.028559369987187787,-0.030241067748436046,0.015412310132295385,-0.021503960502318634,0.004241197396209333
