,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9
IC8-IC14,0.04688406522870701,-0.04587658215006525,-0.027759606794026254,0.011129879556440321,-0.03396869983495751,-0.013625825444882595,0.18425585355792642,0.03804678971372203,-0.01881163091661056
IC8-IC15,0.01684614313074319,-0.06450663929866988,0.0034646327886387364,0.05654581370317756,-0.005686806673086709,0.032445318170949505,-0.030460724445256087,0.03867625157621478,-0.0573880883384974
IC8-IC16,0.018478855230956433,0.0166088062823411,-0.09159259135644016,0.044931089039375385,0.02468449000387337,0.015049736945801724,-0.05101766399617091,0.12625738091002672,0.17463255319836138
IC8-IC17,0.019453242032743855,-0.046968085184626085,0.05781897126307057,-0.1691522160789231,0.09125277660710761,0.017549739972984542,0.06231888190592407,-0.11289566763098177,-0.0207922834024855
IC8-IC18,0.08241638856937794,-0.011792190975975673,-0.11703075427235658,-0.01121646747774246,0.018569255928279745,-0.022991677155462853,-0.17470203115610694,0.028094404232242264,-0.0934966321493868
IC8-IC19,-0.06892712434628977,0.0917790461545074,-0.013476592092816878,0.04848900166438396,0.0031915168740389655,0.07430704904574466,0.0487441375784989,-0.04679226565921407,0.004763369353120761
IC8-IC20,-0.03906608849502717,0.050664017876534344,-0.05729884222240105,0.0646355833290976,0.02888419099014903,-0.05796046343371176,0.0724066681783782,-0.027249377390793684,-0.06761765369308467
IC8-IC21,-0.013918493680569223,0.1046245531580119,-0.02390675844567911,0.020256297151359338,-0.08791377158559345,-0.0274838728265066,-0.048288877112482684,-0.013887093909915936,-0.0650555407462092
IC9-IC10,0.03946868161092075,0.036655026911626344,-0.14806759285295013,0.013405352590908852,0.017924000483726964,0.06923013163809356,-0.00987002127805991,0.030474661201198388,0.010639532339392795
IC9-IC11,0.06088760601124586,-0.039044473906146945,-0.10899486011966573,-0.00018640459786807852,0.06251253199825636,-0.06729272749941279,-0.08815598397752228,0.059186021134171755,-0.0453656395928441
IC9-IC12,-0.00024173499380793822,-0.13880016705298706,0.03534691413879275,0.024011665008489076,0.04520909809162149,-0.013275695205439142,0.02720456773782067,0.10090145929542828,0.10170520192441546
IC9-IC13,-0.0011658941829268076,-0.012792888045348115,-0.0828559053927903,-0.026035065981101033,-0.021250817704540542,-0.0883183729788475,0.05303033557279265,0.10872586894409378,-0.018280619260752994
IC9-IC14,0.03767050396538981,-0.023719691999492882,-0.01771596238924841,0.0026773318860159575,-0.08787653216564212,-0.06628338623416126,-0.029480785593649205,-0.028165856428263237,-0.05217166079191717
IC9-IC15,0.04218303922214495,-0.103393989490267,0.0030411962126189874,-0.008852596843278049,0.044822331112949046,-0.06438948721514214,-0.050223521716816294,-0.03105460899220341,0.034330194074638685
IC9-IC16,-0.019754924989035146,0.0434997181423349,-0.0730576494512521,0.0126522964150962,0.056118045851003565,0.06436156229278389,0.08701922685670631,0.07739899724627618,-0.023461313813995265
IC9-IC17,0.006506267515326218,-0.09508564415003726,0.044294439095089046,0.018570226297469107,0.10191171895842652,-0.11549579383822353,0.002390504057653893,-0.0034219846652149824,-0.04126506370335726
IC9-IC18,0.021075678308919994,0.03667439600718233,-0.14874342540198976,-0.05048176973537151,-0.03518880193220577,-0.11713534150045996,0.054431546928064,0.058673757151421146,0.04623513366762564
IC9-IC19,-0.004190447329949472,0.021512584678656663,-0.1233573258618414,-0.058327166997091534,0.05079366499673633,-0.07291625958680494,-0.07536583955223713,0.028853928384399496,-0.13967920865675296
IC9-IC20,0.03198930361178604,0.045190058132447655,-0.06842803278107376,-0.04526699515304373,-0.030511713676834026,-0.03071262364980317,-0.018974177865838424,0.05347254719105162,-0.07452846213264508
