,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
lh_medialorbitofrontal_thickness,-0.062151398447936185,0.08269176374820564,-0.03480453707812232,0.17767015925747487,-0.08330008126097527,0.11948784899163546
rh_medialorbitofrontal_thickness,-0.04383033293992153,0.10090976899742135,-0.10205320494727062,0.04849364763247736,0.17526415165078346,0.1501266090244739
lh_middletemporal_thickness,-0.10991129579319066,0.06812180048387033,0.021225814501596975,0.1901499803174596,-0.08121582492594577,-0.012286338307139023
rh_middletemporal_thickness,-0.10979461987180297,0.07832890814085286,-0.037192997926718804,-0.09518316347417204,0.07811539750175518,0.13932582874593627
lh_paracentral_thickness,-0.12824174736895436,0.07058215258647854,0.061731609011211434,0.012175993979573219,-0.11377019700272138,0.026471492092902064
rh_paracentral_thickness,-0.11872876106402551,0.07679748985334045,-0.0004706942818089071,-0.14133384578988928,-0.0004017318928695291,0.09267042879497399
lh_parahippocampal_thickness,-0.0644718804942919,0.040439014999443725,-0.05406576812199612,0.024864681301061536,-0.1701029204523538,-0.13535365415125827
rh_parahippocampal_thickness,-0.05308567305419345,0.07240628009758736,-0.06743631734071705,-0.18301996904423082,-0.10295804677098908,0.03938912882098426
lh_parsopercularis_thickness,-0.1402667437950835,0.03745907551505792,0.09811226244365132,0.11181154307197405,0.013606595510490543,-0.02177435340694273
rh_parsopercularis_thickness,-0.13132594613643808,0.05368599873639514,0.06831235025922963,-0.11160037814216855,0.037532632293711496,0.14505408865265199
lh_parsorbitalis_thickness,-0.12013236815611315,0.029866133286933032,0.09506514595968224,0.09735390934021448,-0.010080643590714642,0.02665626962753814
rh_parsorbitalis_thickness,-0.11446189241064052,0.03898622437701064,0.06998584545171682,-0.03485554483051993,0.14004113026719217,0.02521268488503233
lh_parstriangularis_thickness,-0.15963778808224224,0.009039160488883403,0.1102424262787856,0.06590455295677886,-0.0420088524894768,-0.0006064234237776337
rh_parstriangularis_thickness,-0.13873290593722287,0.04179575684553502,0.09898057241884617,-0.12877002489857312,0.0287177432154066,0.08857041027249617
lh_pericalcarine_thickness,0.005723912821728725,0.18108148511782216,-0.2322165098977185,0.08035067122855688,-0.1770318544346832,-0.08665315273451611
rh_pericalcarine_thickness,0.04796504840001314,0.23381459569078059,-0.27366395509271335,-0.06635765340528436,0.08431818328330346,-0.1513620389079056
lh_postcentral_thickness,-0.11770061069765665,0.09439404234749399,0.08841746879230594,0.03488537339861244,-0.16400202790011767,0.07031520679434705
rh_postcentral_thickness,-0.11120742535145771,0.08492325154678643,-0.011559699149677735,-0.16147866698525226,0.061016963296621034,0.03580878531357025
lh_posteriorcingulate_thickness,-0.07052455922062403,0.0668661287590182,0.05756863603195462,0.1141851579474834,-0.09614146713105699,0.010701902615304577
rh_posteriorcingulate_thickness,-0.07339457761146381,0.056822631898878415,-0.007820981297007557,-0.08627743318933388,0.06565165298578302,0.04741480516346069
lh_precentral_thickness,-0.16376738318709239,0.03025712505890804,0.06315513875875281,0.12149617666633766,0.054359346178149616,-0.207751484863883
rh_precentral_thickness,-0.15854440986467383,0.03196941627465958,0.011945675275094984,-0.09672291992621417,0.14349938619822042,-0.06955643257102787
lh_precuneus_thickness,-0.15653943043189542,0.0411679782022098,0.034238532487474355,0.051470182998157366,-0.0022090068632576215,-0.1861313421132801
rh_precuneus_thickness,-0.14334247818806517,0.06641740164778065,-0.002623761521696814,-0.1311868530156697,0.025789518182603447,0.005861722564297722
lh_rostralanteriorcingulate_thickness,-0.05674008711841282,0.09141149881127364,-0.005644952960657644,0.2114208889193726,-0.031026864229078265,0.14962490380524077
rh_rostralanteriorcingulate_thickness,-0.006984138135325675,0.13663926705976753,-0.08015085727217731,0.058340689394812045,0.14533045059751654,0.19930373726478878
lh_rostralmiddlefrontal_thickness,-0.17914485149599194,0.00811945914820876,0.1262246728996056,0.05588512385002636,-0.03040576023128273,-0.06451189553442802
