,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6
rh_precentral_thickness,-0.18259613050524173,-0.0006599878561197889,0.07314898216518773,-0.06291383621593934,0.15863820496360403,-0.023367842552386633
lh_precuneus_thickness,-0.15226916913168018,-0.05703810005613199,-0.07648894739892918,0.15742817563486664,0.15901021412108246,0.011097481183547692
rh_precuneus_thickness,-0.13170697850856253,-0.08522574950475244,0.006923895918670862,-0.04942337906459151,0.12841889104795945,-0.11063609494626116
lh_rostralanteriorcingulate_thickness,0.02711419039235855,-0.20557270531976823,0.004464323330490877,0.10633314464953486,-0.1975497994810754,0.08438953417337143
rh_rostralanteriorcingulate_thickness,0.09416551333411799,-0.26417523268818927,0.12921938303522054,-0.0828556727587643,-0.10565409090031866,0.11252410973188613
lh_rostralmiddlefrontal_thickness,-0.14599539000520886,-0.06695999271104038,-0.08649612061140474,0.1588662118036791,0.17354248603144493,0.1568972677074614
rh_rostralmiddlefrontal_thickness,-0.09284600361362057,-0.13447510030211393,0.014924698845631863,-0.05078119756688714,0.18510592527674277,0.08379014294604664
lh_superiorfrontal_thickness,-0.09068226009192722,-0.1595799218344533,-0.2280369343836813,-0.04029323712234782,-0.11455319302133819,-0.22868105195537328
rh_superiorfrontal_thickness,-0.06607753996436029,-0.18661305393656813,-0.05189165337909199,-0.1758221409420616,0.0381073931322753,-0.11942311928583711
lh_superiorparietal_thickness,-0.10839814912838897,-0.11668730102979002,-0.17588523920526758,0.11859064263990561,0.12969062669162335,-0.027456465088575948
rh_superiorparietal_thickness,-0.08501959273377016,-0.14349987641745662,-0.06056625347093373,-0.1422936624254492,0.10919924418351924,-0.20488608879456183
lh_superiortemporal_thickness,-0.22689309934764293,0.07084837551035714,0.025502383487945042,0.12245297203406226,-0.14046085672847264,0.09897838159998153
rh_superiortemporal_thickness,-0.2342431387276544,0.0810281757821184,0.24652495996739432,-0.03328548344783801,0.06991212235263657,0.1565972247696634
lh_supramarginal_thickness,-0.14422126245785377,-0.07384732151607856,-0.12103459739808495,0.0635698454721293,0.0026181632336949646,-0.06859028717877377
rh_supramarginal_thickness,-0.1719846124272682,-0.026877353770837553,0.08289754716057643,-0.03493379620049072,0.1603212678221005,0.004171297120479173
lh_transversetemporal_thickness,-0.09846581010228644,-0.023634528956659313,0.026530137867643227,0.1273230942083825,0.00919190434767321,-0.016467533868705225
rh_transversetemporal_thickness,-0.06162600184615172,-0.07631588978096562,0.0345749236306277,-0.12035065178998314,-0.05226918076347943,-0.013539981117368042
sex_1,-0.22606187093049848,0.3384994570801994,0.09999807527639164,-0.09335321634569388,-0.14556002669656612,0.018418533024213046
assessment_centre_11026,0.03461413845839012,-0.059949796335011664,-0.12742599788988812,-0.1138767251245883,-0.0015094974207007382,0.18018765124012442
assessment_centre_11027,0.16557975661131694,-0.22468895019575197,-0.0777052800090248,0.0631119120193818,0.13100838808344198,0.011566998371076208
