,Component_1,Component_2
age,0.7334025289500028,0.08920381785302467
sex_1,-0.5442829942123779,0.5989244232666427
assessment_centre_11026,0.08333951605667556,-0.332398776005068
assessment_centre_11027,0.3986618589787393,0.7230790190604629
