,Component_1,Component_2,Component_3,Component_4,Component_5,Component_6,Component_7,Component_8,Component_9,Component_10
lh_caudalanteriorcingulate-lh_middletemporal,-0.021864167051224237,0.025984358062054784,-0.027086405255356123,-0.03634105808998668,0.007492625568320938,-0.018422656932367366,-0.018997368824801904,-6.752267382149789e-05,-0.02560165110642155,0.012927064149412505
lh_caudalanteriorcingulate-lh_parahippocampal,-0.005829323380379112,0.04522354142559591,-0.005527914195296737,-0.017625118772288027,0.03252659254934615,0.0021265673590862167,-0.004705142354883962,0.006643005744030078,-0.034533578393184765,0.01145252317105746
lh_caudalanteriorcingulate-lh_paracentral,-0.02058581632023162,0.035186583054436796,-0.018782685768054166,-0.031473909238782065,0.0072438069519339815,-0.008654762860719629,-0.017992731068762376,0.009042131279586491,-0.028090770769036624,0.006093890680440364
lh_caudalanteriorcingulate-lh_parsopercularis,-0.006627398675344064,0.050365816620077865,-0.02575883025915781,-0.028286482647907077,0.013750429781003106,-0.009520591100605059,-0.01601886737589645,0.01672915735188661,-0.030349317752377165,0.023160773895758692
lh_caudalanteriorcingulate-lh_parsorbitalis,-0.015150712109252144,0.030567011052459635,-0.02420812503877754,-0.04044292996325117,-0.0016014205486823768,-0.011182372789581847,-0.025241305203104768,0.007805871499840647,-0.011392785466780176,0.026942609208066137
lh_caudalanteriorcingulate-lh_parstriangularis,-0.014110623165912965,0.04227828923490136,-0.019206566734728123,-0.028520815315626728,0.021479804733130395,-0.0035022126513933826,-0.01415513554278856,0.016154210352337953,-0.020969420109311864,0.02612161277503092
lh_caudalanteriorcingulate-lh_pericalcarine,0.0061521119980455265,-0.041755698439185605,0.020180801014352597,-0.0014023146658872956,0.00816179044798238,0.002543910722043816,-0.018024253940720384,-0.03724820376883313,0.007153707781828995,-0.00890261896313737
lh_caudalanteriorcingulate-lh_postcentral,-0.014256758227763079,0.029974892536126,0.0005006923639707988,-0.02393364732013823,0.009108881336642605,0.0073618455559168435,0.0064482704479542,-0.0066257012470280156,-0.02907815095564847,-0.0016384388146346942
lh_caudalanteriorcingulate-lh_posteriorcingulate,-0.018572107242840568,0.004735271572839179,-0.011749283135611055,-0.0137751170203367,-0.007576495224415064,0.002314733913960827,4.469403711710381e-06,0.002805178451501456,-0.02638338187468304,0.016533500767517285
lh_caudalanteriorcingulate-lh_precentral,-0.017426454325934124,0.04028360805097255,-0.027374409536652936,-0.03106792475082541,0.025764243304189954,0.005623711869235832,-0.0008465805071673757,0.021728966945214853,-0.027197780637563864,0.018451976161672833
lh_caudalanteriorcingulate-lh_precuneus,-0.017325267833786743,0.03903655742298749,-0.021160880010289963,-0.027378376705213026,0.01322005205374202,0.0015648541563232112,-0.00805366710884734,0.016031263806991283,-0.03476898397038337,0.022264324004496842
lh_caudalanteriorcingulate-lh_rostralanteriorcingulate,-0.02752895026766835,-9.511395253819164e-05,-0.0309232372261757,-0.02157203110622176,-0.0024325831224615603,-0.005070874546232374,-0.001721259985786981,0.01621715142562498,-0.02084403678211282,0.026661042851668593
lh_caudalanteriorcingulate-lh_rostralmiddlefrontal,-0.01817505037421953,0.030677718693547604,-0.03313357578329919,-0.03565497832850111,0.011485876521462523,-0.010331395989250263,-0.011255328664047777,0.020474867065213807,-0.016869837603721374,0.03155015600529119
lh_caudalanteriorcingulate-lh_superiorfrontal,-0.006967428624272271,0.046986893073950306,-0.037219464438295824,-0.04124104843708426,0.007472986691353854,-0.013331820169689989,-0.012686690321458598,0.024534578656742044,-0.027777323271214554,0.024403932854135495
lh_caudalanteriorcingulate-lh_superiorparietal,-0.009942197796299464,0.04072256224105369,-0.008472471314035319,-0.024695973841520533,0.00790293245354273,-0.006325212620268741,-0.013647982794545058,-0.002541258502457655,-0.03981775175267365,0.020420869039746672
lh_caudalanteriorcingulate-lh_superiortemporal,-0.015111058637763283,0.035292426926874926,-0.03076695723813795,-0.039094392251822915,0.017343550285302267,-0.0014490757424533633,-0.003432198245505369,0.02171090632631337,-0.007986728464023242,0.015842064027967496
lh_caudalanteriorcingulate-lh_supramarginal,-0.01233159826177,0.04629211745067387,-0.02430661268059591,-0.02714196255080717,0.027974119219884335,0.011437677041853344,-0.0032978262065199377,0.028501877898596907,-0.019049527759781745,0.025399934262627225
lh_caudalanteriorcingulate-lh_frontalpole,-0.0045603497036938905,0.0321595384929457,-0.006602026253182995,-0.03511359717314836,-0.008878703758305021,0.006536889034625306,-0.014051537684594606,0.00038612992896002867,-0.007855041897029827,0.008274813130839435
lh_caudalanteriorcingulate-lh_temporalpole,5.044842643277846e-05,0.03006642128367588,-0.006100485588475662,-0.02943542202353297,0.025341130106987297,0.008975918480707836,-0.009501908994076604,-0.01972859466226828,-0.015142960616317902,0.019273534904908633
lh_caudalanteriorcingulate-lh_transversetemporal,-0.013228293074029491,0.031966199795793036,-0.015542358500059248,-0.017816833721000194,0.019957086470640463,0.012655748484686495,0.00826376257619949,0.025687822354720617,-0.009243634116295425,0.01942707203302963
lh_caudalanteriorcingulate-lh_insula,-0.0031132831045462806,0.0373733923792665,0.0029064135412227698,-0.005958523386619092,0.032271530799528936,0.021345380873821262,0.027253672804393687,0.03087811771845678,-0.01508563440604501,0.015371829458544295
lh_caudalanteriorcingulate-rh_bankssts,-0.0021104945156521938,0.05221270706578684,-0.013202482382885633,-0.021500260322496845,0.023396539170609493,0.03161865147864424,-0.001432691178707794,0.03590202028980136,-0.010855081276099065,0.012523954871905706
lh_caudalanteriorcingulate-rh_caudalanteriorcingulate,-0.020356806514432602,-0.012667744497259405,-0.02155196322023382,-0.016460973200940972,-0.0006693221571140001,0.0035565987647626783,0.015348062042315475,-0.004266566506542891,-0.01733749630073631,0.010469694999888568
lh_caudalanteriorcingulate-rh_caudalmiddlefrontal,-0.007963579015475439,0.04625779025781261,-0.030129197182735074,-0.031417460713285016,0.01649038914980514,-0.0038060129742345235,-0.009535907604661026,0.017921921079705024,-0.04755948864473756,0.00040119936958670345
lh_caudalanteriorcingulate-rh_cuneus,0.0006807808177547755,-0.016658246300984392,0.024799188808213895,-0.006650058920545887,0.02076734783903882,0.01748997523619853,0.005216312898513107,-0.02087095129571779,0.016792052510590346,0.02137773112052275
lh_caudalanteriorcingulate-rh_entorhinal,-0.009056714570601676,0.029311101906051077,-0.01241331560463138,-0.025366517389118347,0.02214031489304219,-0.0005795191199970758,-0.021144618533796653,0.017120667380443485,-0.02114641735358368,0.012321658532256795
lh_caudalanteriorcingulate-rh_fusiform,-0.01620553716156444,0.03455950100488119,-0.032912055471181575,-0.029362512711068347,0.02152960218092841,0.0066943103443780965,-0.011868282577615984,0.034421349124383153,-0.020984415359828763,0.026334466643014295
lh_caudalanteriorcingulate-rh_inferiorparietal,-0.013807520699337845,0.046266082159792686,-0.02817057661306481,-0.030709040719575777,0.02047764842233525,0.005176894091597016,-0.007031313296010081,0.028045366690564674,-0.014025526456214452,0.033136424478878365
lh_caudalanteriorcingulate-rh_inferiortemporal,-0.013646605980912052,0.03934402200117174,-0.023315794562052967,-0.028629880517619274,0.017073081236065248,-0.0029325123273335964,-0.018391569931304284,0.026345137434095604,-0.027156905306573813,0.021625522606671388
lh_caudalanteriorcingulate-rh_isthmuscingulate,-0.02425696729990427,-0.002834662886711361,-0.007753999940936194,-0.011127272265671229,0.010053126776031722,0.006186135860576929,0.004431165421186217,0.010286832970646939,-0.00743953854594591,0.02318985905708349
lh_caudalanteriorcingulate-rh_lateraloccipital,-0.01872528802744943,0.02063678251233763,-0.010964750661755285,-0.028065514540004853,0.014400154586810031,0.0045934347476349864,-0.014190603181551796,-0.01011150589117273,-0.014109808574824325,0.028029491774843585
lh_caudalanteriorcingulate-rh_lateralorbitofrontal,-0.019706773985744108,0.02765040601013042,-0.019449595973653103,-0.020972494748099473,0.018271741628933122,0.003711183238437227,-0.01153711075426206,0.019323899102013938,-0.03766677878221094,0.0193510666462661
lh_caudalanteriorcingulate-rh_lingual,-0.01532271837220338,-0.013152217408368286,0.00802124724059689,-0.012292074593788902,0.022717585542236917,-0.0015852932021278889,-0.004869950230532082,-0.016815749863150976,0.008702635471736863,0.013448873666464566
lh_caudalanteriorcingulate-rh_medialorbitofrontal,-0.024171318443444997,0.020330490738343157,-0.02573250786409738,-0.03530579374338566,0.005612547729777855,-0.0073206073898698714,-0.02179167833761878,0.008464154021266853,-0.026818101782168147,0.02050815167015157
lh_caudalanteriorcingulate-rh_middletemporal,-0.018955866486007736,0.03690920837837063,-0.02046078078991336,-0.03052277055122732,0.017070657794351105,0.000419079083028806,-0.013504649541169872,0.032421332023477,-0.012017091249838066,0.027543991308305378
lh_caudalanteriorcingulate-rh_parahippocampal,-0.0080267291522964,0.04347954169182091,-0.006078250660812916,-0.01972576358174321,0.028633043554031287,0.005466394173878035,-0.007509510013545988,0.007176685775292339,-0.03325843344224739,0.00359919463554347
lh_caudalanteriorcingulate-rh_paracentral,-0.021540984630665994,0.03573048116131104,-0.016304087095812467,-0.026174633563664344,0.02154840238334049,0.00786392683459568,-0.0016412704547986035,0.023475232863372962,-0.014689438675744269,0.014069452081425616
lh_caudalanteriorcingulate-rh_parsopercularis,-0.00742079489841254,0.04886579577509339,-0.022847241251668513,-0.025808529669492167,0.020542175644974226,0.0032695679144185163,-0.009616883224173277,0.028720071643298508,-0.024231242878964516,0.01914508438112594
